"nodes","name","%ppp","matched","mie","ao","pod"
"7393","INHIBITION PENDRIN","0.68","n","yes","n",NA
"6343","INCREASED PROLIFERATION/CLONAL EXPANSION OF MUTANT CELLS PRE-NEOPLASTIC LESIONS/ALTERED H","0.68","n","n","n",NA
"6347","INCREASED CLONAL EXPANSION / CELL PROLIFERATIN TO FORM PRE-NEOPLASTIC ALTERED HEPATIC FOCI","0.68","n","n","n",NA
"5948","EMT","0.66","n","n","n",NA
"7605","COLLAGEN DEPOSITION","0.66","n","n","n",NA
"5829","LUNG FIBROSIS","0.59","yes","n","yes","6.53e-04"
"7009","PARKINSONIAN MOTOR DEFICITS","0.58","n","n","yes",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","0.58","yes","n","n","1.28e-03"
"5690","UP REGULATION CYP1A1","0.56","n","n","n",NA
"5768","INHIBITION BILE SALT EXPORT PUMP ABCB11","0.54","n","yes","n",NA
"5769","BILE ACCUMULATION PATHOLOGICAL CONDITION","0.54","n","n","n",NA
"5919","DECREASED PPAR-ALPHA ACTIVATION","0.51","n","yes","n",NA
"6962","DECREASED PPARALPHA TRANSACTIVATION OF GENE EXPRESSION","0.51","n","n","n",NA
"7111","BINDING OF ANTAGONIST PPAR ALPHA","0.51","n","yes","n",NA
"7112","STABILIZATION PPAR ALPHA CO-REPRESSOR","0.51","n","n","n",NA
"7792","REDUCE SPERM COUNT","0.47","n","n","yes",NA
"5946","EXPRESSION OF COLLAGEN","0.44","n","n","n",NA
"8455","INHIBITION OF IL-1 BINDING TO IL-1 RECEPTOR","0.41","n","yes","n",NA
"5788","NECROTIC TISSUE","0.38","n","n","yes",NA
"6055","INHIBITION NMDARS","0.37","n","n","n",NA
"6059","BINDING OF ANTAGONIST NMDA RECEPTORS","0.37","n","yes","n",NA
"6171","ALKYLATION PROTEIN","0.34","n","yes","n",NA
"5779","DECREASED CALCIUM INFLUX","0.31","n","n","n",NA
"5827","N/A LIVER FIBROSIS","0.3","yes","n","yes","1.21e-03"
"7787","INCREASE ROS","0.3","n","n","n",NA
"8164","MITOCHONDRIAL COMPLEX III INHIBITION","0.3","n","yes","n",NA
"5687","ALTERED REGULATION AHR NUCLEAR TRANSLOCATOR ARNT-DEPENDENT PATHWAYS","0.28","n","n","n",NA
"6106","PRODUCTION REACTIVE OXYGEN SPECIES","0.28","n","n","n",NA
"8408","FRUSTRATED PHAGOYTOSIS","0.26","n","yes","n",NA
"6964","DECREASED PEROXISOMAL FATTY ACID BETA OXIDATION OF FATTY ACIDS","0.25","n","n","n",NA
"7576","LIVER INJURY","0.22","n","n","yes",NA
"5913","INDUCTION IKB INHIBITORY PROTEIN","0.2","n","n","n",NA
"6069","SUPPRESSION OF T CELL ACTIVATION","0.2","n","n","n",NA
"8234","INHIBITION IKK COMPLEX","0.2","n","yes","n",NA
"5796","NEURODEGENERATION","0.19","n","n","yes",NA
"6038","INCREASE LUNG CANCER","0.15","n","n","yes",NA
"7861","LIVER CANCER","0.13","n","n","yes",NA
"7851","ACTIVATION OF CYP2E1","0.12","n","yes","n",NA
"5868","ACCUMULATION TRIGLYCERIDE","0.12","yes","n","n","1.36e-03"
"5995","DAMAGING MITOCHONDRIA","0.12","yes","n","n","1.36e-03"
"5996","APOPTOSIS","0.12","n","n","yes",NA
"6989","LUNG CANCER","0.09","n","n","yes",NA
"5999","ALTERED CA2+-CALMODULIN ACTIVATED SIGNAL TRANSDUCTION","0.09","n","n","n",NA
"7853","HEPATOCYTOTOXICITY","0.09","n","n","n",NA
"7334","INCREASED DNA DAMAGE AND MUTATION","0.08","n","n","n",NA
"5944","CHOLESTASIS PATHOLOGY","0.08","yes","n","yes","8.04e-04"
"7578","REPRODUCTIVE FAILURE","0.07","yes","n","yes","1.91e-03"
"5940","INCREASE REGENERATIVE CELL PROLIFERATION FORESTOMACH EPITHELIAL CELLS","0.07","n","n","n",NA
"6832","INCREASE PAPILLOMAS/CARCINOMAS SQUAMOUS CELLS","0.07","yes","n","yes","3.21e-03"
"6836","INCREASE HYPERPLASIA FORESTOMACH EPITHELIAL CELLS","0.07","n","n","n",NA
"6048","N/A NEURONAL DYSFUNCTION","0.06","n","n","n",NA
"6376","OVERACTIVATION NMDARS","0.06","n","n","n",NA
"6378","INCREASED INTRACELLULAR CALCIUM OVERLOAD","0.06","n","n","n",NA
"6992","BINDING OF AGONIST IONOTROPIC GLUTAMATE RECEPTORS","0.06","n","yes","n",NA
"5871","INCREASE HERITABLE MUTATIONS IN OFFSPRING","0.05","n","n","yes",NA
"5877","INCREASE CANCER","0.05","n","n","yes",NA
"7863","SUSTAINED PROLIFERATION","0.04","n","n","n",NA
"6071","ACTIVATION JNK","0.04","yes","n","n","2.10e-03"
"7596","ACTIVATION TGF-BETA PATHWAY","0.04","yes","n","n","2.10e-03"
"8592","TGFBETA EXPRESSION","0.04","n","n","n",NA
"6749","INHIBITION PYRUVATE DEHYDROGENASE KINASE PDK ENZYME","0.04","n","yes","n",NA
"6750","INCREASED INDUCTION OF PYRUVATE DEHYDROGENASE PDH","0.04","n","n","n",NA
"6752","INCREASE OXIDATIVE METABOLISM","0.04","yes","n","n","2.80e-03"
"5822","SYNTHESIS DE NOVO FA","0.03","yes","n","n","1.39e-03"
"7580","TESTICULAR ATROPHY","0.03","n","n","yes",NA
"7641","AP-1 ACTIVATION","0.02","n","n","n",NA
"7643","PIN-1 ACTIVATION","0.02","n","n","n",NA
"7574","ACTIVATION HEPATIC STELLATE CELLS","0.02","n","n","n",NA
"7582","SPERMATOCYTE DEPLETION","0.02","n","n","n",NA
"5870","ALKYLATION DNA","0.01","n","yes","n",NA
"5980","ACTIVATION SREBP-1C","0.01","n","n","n",NA
"6089","INCREASE ADENOMAS/CARCINOMAS HEPATOCELLULAR","0.01","yes","n","yes","7.72e-04"
"7432","ACTIVATION ESTROGEN RECEPTOR","0.01","n","yes","n",NA
"5873","N/A INADEQUATE DNA REPAIR","0.01","n","n","n",NA
"7042","DEPLETION NITRIC OXIDE","0","n","n","n",NA
"7044","IMPAIRED VASODILATION","0","n","n","n",NA
"7049","INCREASE VASCULAR RESISTANCE","0","n","n","n",NA
"7065","HYPERTENSION","0","n","n","yes",NA
"5926","UP REGULATION TGFBETA1 EXPRESSION","0","yes","n","n","1.09e-03"
"6015","IMPAIRED THORACIC SHIVERING","0","n","n","n",NA
"6084","INCREASE ACTIVATION NUCLEAR FACTOR KAPPA B NF-KB","0","n","n","n",NA
"6138","MODULATION GENES/PROTEINS THAT REGULATE HEPATOCYTE FATE","0","n","n","n",NA
"6736","INCREASE CLONAL EXPANSION / CELL PROLIFERATIN TO FORM PRE-NEOPLASTIC ALTERED HEPATIC FOCI","0","n","n","n",NA
"7439","INCREASED ER BINDING TO TF TO DNA NON-CLASSICAL PATHWAY","0","n","n","n",NA
"5954","INCREASE DNA STRAND BREAKS","0","n","n","n",NA
"6075","S-GLUTATHIONYLATION ENOS","0","n","n","n",NA
"6078","OXIDATION GLUTATHIONE","0","yes","n","n","6.29e-03"
"6146","ACTIVATION OF SPECIFIC NUCLEAR RECEPTORS PPAR-GAMMA ACTIVATION","0","n","n","n",NA
"6202","INCREASED SECRETION OF LOCAL GROWTH FACTORS","0","yes","n","n","1.21e-03"
"7040","UNCOUPLING ENOS","0","n","n","n",NA
"7175","INCREASED ADIPOGENESIS","0","yes","n","n","1.21e-03"
"5784","INCREASE FA INFLUX","0","n","n","n",NA
"6086","DECREASE AKT/ENOS ACTIVITY","0","yes","n","n","1.77e-03"
"6424","OCCURRENCE CYTOPLASMIC VACUOLIZATION PODOCYTE","0","yes","n","n","7.03e-04"
"6719","OCCURRENCE KIDNEY TOXICITY","0","yes","n","yes","7.03e-04"
"6730","INCREASE MITOGENIC CELL PROLIFERATION HEPATOCYTES","0","n","n","n",NA
"6895","DECREASED RENAL ABILITY TO DILUTE URINE","0","yes","n","n","7.03e-04"
"7433","INCREASED NON-GENOMIC SIGNALING","0","n","n","n",NA
"7437","INCREASED ER BINDING TO DNA CLASSICAL PATHWAY ","0","n","n","n",NA
"7446","ALTERED GENE EXPRESSION","0","yes","n","n","9.63e-04"
"7535","ALTERED DIFFERENTIATION","0","n","n","n",NA
"8193","INCREASE CELL PROLIFERATION","0","n","n","n",NA
"8203","NEURAL TUBE DEFECTS","0","n","n","yes",NA
"5956","INCREASE CHROMOSOMAL ABERRATIONS","0","n","n","n",NA
"6230","DECREASED THYROXINE T4 IN SERUM","0","n","n","n",NA
"6232","INCREASED SERUM CREATININE","0","n","n","n",NA
"7185","DIFFERENTIATION OF FIBROBLASTS","0","n","n","n",NA
"6910","INHIBITION PHOSPHOLIPASE A","0","yes","yes","n","8.93e-03"
"6913","DISTURBANCE LYSOSOMAL FUNCTION","0","n","n","n",NA
"6929","DISRUPTION LYSOSOME","0","yes","n","n","8.93e-03"
