"","Num","POD","SD","%","Genes","KE"
"HYPERACTIVITY","4","0.191706616608181","0.289180978988332","8","fgfr3, gabra1, odc1, tmco1","INDUCTION ATAXIA PARALYSIS OR HYPERACTIVITY; INCREASED ATAXIA PARALYSIS OR HYPERACTIVITY; N/A ATAXIA PARALYSIS OR HYPERACTIVITY"
"GO:0043542","4","0.194771865255709","0.294337963741988","11.43","apoeb, atoh8, csnk2b, pdcd6","INCREASED MIGRATION ENDOTHELIAL CELLS"
"ABNORMAL CORNEAL EPITHELIUM MORPHOLOGY","3","0.202068206967811","0.456356604937897","23.08","fgfr3, foxc1a, kif1bp","INCREASED ACCUMULATION OF ALPHA2U MICROGLOBULIN PROXIMAL TUBULAR EPITHELIUM"
"LIPID ACCUMULATION IN HEPATOCYTES","5","0.202610955175841","0.112941541940157","15.62","apoeb, hadhaa, hnf1ba, pck2, sar1b","INCREASE PRENEOPLASTIC FOCI HEPATOCYTES"
"GO:0030163","9","0.232514654576101","0.141097261742688","5.88","apoeb, casp8, ccnb1, csnk2a2b, odc1, psmd14, psmd3, rps27a, timp2a","INCREASED CATABOLISM OF MUSCLE PROTEIN"
"GO:0060291","2","0.241255217981282","0.764016441755394","14.29","apoeb, drd2b","DECREASED LONG-TERM POTENTIATION LTP"
"CHOLESTASIS","5","0.245377026218463","0.194722240563634","14.29","alg8, hadhaa, hnf1ba, rnaseh2b, tp53","INCREASED CHOLESTASIS; CHOLESTASIS PATHOLOGY"
"GO:0006633","3","0.302685524022637","0.0607156043059185","10.34","acadl, ptges, ptgesl","SYNTHESIS DE NOVO FA; INCREASED DE NOVO FA SYNTHESIS; INCREASED DE NOVO FA SYNTHESIS"
"GO:0006636","2","0.304087558933522","0.128773788669102","16.67","ptges, ptgesl","UP REGULATION UNSATURATED FATTY ACID"
"ABNORMALITY OF BLOOD AND BLOOD FORMING TISSUES","17","0.315207141773609","0.0594945219209334","4.21","abcb7, ak1, alg8, apoeb, casp8, ewsr1a, hand2, map2k2a, mcm4, nras, rnaseh2b, rpl35a, rps15a, sar1b, stat3, tfa, tp53","DAMAGING RED BLOOD CELLS; HEMOLYSIS"
"ENDOMETRIAL CANCER","5","0.31535428124467","0.223437037981155","7.35","fgfr3, foxo3b, map2k2a, nras, tp53","INCREASE ENDOMETRIAL ADENOCARCINOMAS"
"BLADDER CANCER","5","0.319926264872015","0.225018780003033","11.9","fgfr3, map2k2a, nras, tp53, vegfaa","INCREASE CANCER"
"INCREASED SUSCEPTIBILITY TO FRACTURES","4","0.337733041726405","0.307436881015643","11.43","kdelr2b, nras, stat3, tp53","INCREASED DISEASE SUSCEPTIBILITY"
"CTOME SIGNALING BY EGFR","2","0.378879540117467","0.0122270256756788","25","nras, rps27a","ACTIVATION EGFR"
"GO:0001935","8","0.401693740442154","0.114606728805672","22.22","aldh1a2, apoeb, atoh8, bmp2a, f3b, nras, pdcd6, stat3","INCREASED PROLIFERATION ENDOTHELIAL CELLS"
"ABNORMALITY OF THE ABDOMINAL ORGANS","20","0.402475569131779","0.0484481698365532","11.83","acvr2b, alg8, alg9, apoeb, bckdha, bmp2a, casp8, ewsr1a, hadhaa, hnf1ba, mcm4, mre11a, ndufa11, nras, pck2, rnaseh2b, sar1b, stat3, tfa, tp53","IMPAIRED DEVELOPMENT OF REPRODUCTIVE ORGANS"
"ABNORMALITY OF THE OVARY","3","0.414002600854842","0.498669187777782","5.26","ewsr1a, mre11a, tp53","REDUCED PROSTAGLANDINS OVARY"
"MALE REPRODUCTIVE SYSTEM NEOPLASM","3","0.414002600854842","0.498669187777782","20","ewsr1a, mre11a, tp53","MALFORMATION MALE REPRODUCTIVE TRACT; INDUCTION MALE REPRODUCTIVE TRACT; MALFORMED MALE REPRODUCTIVE TRACT"
"GO:0046903","20","0.41507281162391","0.0519659726784802","8.66","acvr2b, apoeb, atp6v0ca, CCKAR, csnk2b, drd2b, ednrba, hnf1ba, igf2a, nras, preb, psmd14, psmd3, ptgesl, ptpn6, rac1a, sirt3, tardbp, tfa, timp2a","SUPPRESSION VLDL SECRETION; INCREASE MUCIN PRODUCTION; INCREASED SECRETION OF LOCAL GROWTH FACTORS"
"GO:0050673","11","0.428685909936402","0.0741197765967316","13.41","aldh1a2, apoeb, atoh8, bmp2a, ednrba, f3b, hnf1ba, map2k2a, nras, pdcd6, stat3","INCREASE REGENERATIVE CELL PROLIFERATION TUBULAR EPITHELIAL CELLS; INCREASE REGENERATIVE CELL PROLIFERATION TERMINAL BRONCHIOLAR EPITHELIAL CELLS"
"ABNORMAL LIVER MORPHOLOGY","16","0.446536721946687","0.0591884490143116","13.45","alg8, alg9, apoeb, bmp2a, casp8, ewsr1a, hadhaa, hnf1ba, mcm4, ndufa11, nras, pck2, rnaseh2b, sar1b, stat3, tp53","INDUCTION LIVER “DYSFUNCTIONAL” CHANGES BY CGA 330050; INFLAMMATION LIVER; N/A LIVER FIBROSIS; INCREASE RBC CONGESTION IN LIVER; INCREASE LIVER AND SPLENIC HEMOSIDEROSIS; REDUCTION VITELLOGENIN SYNTHESIS IN LIVER; INCREASE VITELLOGENIN SYNTHESIS IN LIVER; FORMATION LIVER FIBROSIS; FORMATION LIVER TUMOR"
"ABNORMAL RESPIRATORY SYSTEM MORPHOLOGY","17","0.450694793072827","0.0648871975580107","11.56","alg9, apoeb, bmp2a, calcrla, casp8, ednrba, ewsr1a, fgfr3, foxc1a, mcm4, nras, rac1a, rps15a, stat3, sult2st3, tp53, unga","INCREASED RESPIRATORY DISTRESS/ARREST"
"ABNORMAL LUNG MORPHOLOGY","17","0.450694793072827","0.0648871975580107","13.28","alg9, apoeb, bmp2a, calcrla, casp8, ednrba, ewsr1a, fgfr3, foxc1a, mcm4, nras, rac1a, rps15a, stat3, sult2st3, tp53, unga","INCREASE ADENOMAS/CARCINOMAS BRONCHIOLOALVEOLAR"
"ABNORMALITY OF THE LIVER","17","0.455057894457213","0.0539745910312795","2.27","alg8, alg9, apoeb, bmp2a, casp8, ewsr1a, hadhaa, hnf1ba, mcm4, ndufa11, nras, pck2, rnaseh2b, sar1b, stat3, tfa, tp53","INCREASED INDUCTION OF UDPGT'S IN LIVER; INCREASED LIVER STEATOSIS; INCREASED LIVER STEATOSIS; N/A HEPATOTOXICITY HEPATOPATHY INCLUDING A CONSTELLATION OF OBSERVABLE EFFECTS; INDUCTION SUSTAINED HEPATOTOXICITY"
"ABNORMAL RENAL TUBULE MORPHOLOGY","2","0.485263317732549","0.0241487760039093","22.22","alg8, foxc1a","OCCURRENCE CYSTIC DILATATION RENAL TUBULE; OCCURRENCE CYTOPLASMIC VACUOLIZATION RENAL TUBULE"
"GO:0072358","12","0.513339204150815","0.0745307125612295","10.81","acvr2b, aldh1a2, apoeb, calcrla, cth, e2f8, epha2a, f3b, foxc1a, hand2, pdcd6, stat3","ALTERED CARDIOVASCULAR DEVELOPMENT/FUNCTION"
"GO:0006629","23","0.531287653092358","0.0302631179125493","11.17","acadl, aldh1a2, alg8, alg9, apoeb, atp6v1ba, bmp2a, crls1, csnk2a2b, csnk2b, cyp24a1, fabp3, fgfr3, hadhaa, hdac3, pck2, pgp, pparab, ppp2ca, ptges, ptgesl, sirt3, sult2st3","ALTERATION LIPID METABOLISM"
"GO:0001775","21","0.544698661731175","0.0526414077502206","10.71","apoeb, atad5a, atp6v0ca, casp8, csnk2b, dusp3a, igf2a, nras, parp3, prmt5, psmd14, psmd3, ptgesl, ptpn6, rac1a, rps6, stat3, tfa, timp2a, tp53, unga","ACTIVATION DENDRITIC CELLS"
"REGULATION OF PROTEOLYSIS","12","0.55947658405508","0.0838591886433854","10.71","apoeb, bbc3, casp2, casp8, csnk2a2b, pdcd6, psmd14, stat3, tfa, timp2a, tp53, vegfaa","IMPAIRED PROTEOSTASIS"
"GO:0042311","4","0.56469135989134","0.2528458911543","26.67","adrb1, adrb3a, apoeb, ednrba","IMPAIRED VASODILATION"
"ABNORMALITY OF THE PITUITARY GLAND","3","0.576922256334378","0.170105784166113","6.25","rbm28, tmco1, tp53","INCREASED ADENOMAS PITUITARY"
"GO:0009790","22","0.621020593094104","0.0475437969329214","13.02","acvr2b, aldh1a2, atoh8, atp6v1ba, bmp2a, casp8, ccnb1, e2f8, foxc1a, hand2, hnf1ba, hoxb1a, hoxb5a, hoxb6a, igf2a, insra, kif1bp, pdcd6, pelo, rnaseh2b, rps6, tp53","DEFECT OF EMBRYOGENESIS"
"GO:0015908","4","0.622565575230448","0.267796092237398","18.18","apoeb, drd2b, fabp3, pparab","INCREASED FA INFLUX"
"GO:0005488","92","0.63794882878382","0.00933410868905461","8.55","abcb7, acadl, aco2, acvr2b, adrb1, adrb3a, ak1, apoeb, atad5a, atoh8, atp6v1ba, bambib, bmp2a, casp8, caspb, cox17, cpsf6, csnk2a2b, csnk2b, cstf2, cth, cyp24a1, cyp2v1, ddx39b, e2f8, elavl3, epha2a, ewsr1a, fabp3, fgfr3, foxc1a, foxo1a, foxo3b, h2afx, hand2, hdac3, hnf1ba, hoxb1a, hoxb5a, hoxb5b, hoxb6a, igf2a, insra, kdelr2b, lig3, lsm4, map2k2a, mapkapk2a, mcl1a, mcm4, mitfa, mmp28, mre11a, nfia, nras, orc5, parp2, pax6a, pck2, pdcd6, pelo, pola2, polr2l, polr3b, polr3d, pparab, ppm1aa, preb, prpf40a, psmd14, ptgesl, rac1a, rbm28, robo3, rps27a, rrm2, rxrbb, sar1b, si-ch211-114n24.6, sirt3, snrpf, sox1b, stat3, stk25a, tardbp, tfa, timp2a, tp53, ube2e2, ubr7, uqcrc2a, vegfaa","INCREASED BINDING OF CHEMICALS TO 2U SERUM"
"GO:0099536","5","0.652673893663915","0.19892548619113","4.5","apoeb, drd2b, gabra1, gria2b, stat3","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN; DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN"
"GO:0006915","5","0.65419624260601","0.242118131519722","16.13","casp2, casp8, caspb, fgfr3, tp53","CHANGES/INHIBITION CELLULAR HOMEOSTASIS AND APOPTOSIS; DECREASED APOPTOSIS EPITHELIAL CELLS; INCREASED APOPTOSIS DECREASED LEYDIG CELLS"
"PERICARDIAL EFFUSION","2","0.663168130268061","0.0793656222768297","50","alg9, calcrla","INCREASE PERICARDIAL EDEMA"
"PYRUVATE METABOLIC PROCESS","3","0.665846925092031","0.245259199353345","5.36","pck2, pparab, sec13","INHIBITION 4-HYDROXYPHENYL-PYRUVATE DIOXYGENASE HPPD ENZYME"
"GO:0006281","11","0.676723978559919","0.113614019388274","12.94","h2afx, lig3, mcm4, mre11a, parp2, parp3, polr2l, psmd14, rps27a, tp53, unga","N/A INSUFFICIENT OR INCORRECT DNA REPAIR; INCREASED INSUFFICIENT REPAIR OR MIS-REPAIR OF PRO-MUTAGENIC DNA ADDUCTS; OVERWHELMED MITOCHONDRIAL DNA REPAIR MECHANISMS; INCREASED DNA DAMAGE-REPAIR"
"GO:0019932","7","0.691875501923471","0.111102854807647","11.48","adrb1, adrb3a, apoeb, calcrla, drd2b, ednrba, ppp2ca","INCREASED SECOND MESSENGER PRODUCTION"
"GO:0048870","24","0.737845383136894","0.0354017161074755","12","apoeb, atoh8, bmp2a, CCKAR, csnk2b, drd2b, dusp3a, ednrba, epha2a, f3b, foxc1a, foxo3b, hand2, insra, map2k2a, mmp28, pdcd6, prpf40a, ptpn6, rac1a, sox1b, stat3, tfa, tp53","INCREASED MOTILITY"
"GO:0004872","19","0.745261563349837","0.0555234215175125","7.95","acvr2b, adrb1, adrb3a, bmp2a, calcrla, CCKAR, drd2b, ednrba, epha2a, f3b, fgfr3, gabbr1a, gabra1, gria2b, igf2a, insra, pparab, rxrbb, vegfaa","ACTIVATION PXR/SXR"
"UPPER MOTOR NEURON DYSFUNCTION","12","0.766652059931155","0.0720270873172138","2.53","abcb7, bckdha, csnk2b, ednrba, gria2b, hadhaa, mre11a, odc1, polr3b, rbm28, rnaseh2b, tp53","DECREASE HISTAMINERGIC NEURON EXCITATION; OCCURRENCE CYTOPLASMIC VACUOLIZATION BILE DUCT CELL; OCCURRENCE CYTOPLASMIC VACUOLIZATION KUPFFER CELL"
"GO:0040011","25","0.7861669857511","0.0337232425056275","11.01","apoeb, atoh8, bmp2a, CCKAR, csnk2b, drd2b, dusp3a, ednrba, epha2a, f3b, foxc1a, foxo3b, hand2, insra, map2k2a, mmp28, pdcd6, prpf40a, ptpn6, rac1a, robo3, sox1b, stat3, tfa, tp53","INCREASED LOCOMOTION; INCREASED MUSCULAR WAVES IN FOOT; DECREASED LOCOMOTION"
"GO:0006635","3","0.789092465679176","0.223183368485411","15","acadl, hadhaa, pparab","DECREASED PEROXISOMAL FATTY ACID BETA OXIDATION OF FATTY ACIDS; DECREASED MITOCHONDRIAL FATTY ACID BETA OXIDATION; DECREASED MITOCHONDRIAL FATTY ACID BETA-OXIDATION; INHIBITION MITOCHONDRIAL FATTY ACID BETA-OXIDATION"
"GO:0003824","5","0.831999443218985","0.123668591602288","7.69","cth, hadhaa, odc1, ppm1aa, uqcrc2a","DECREASED DHB4/HSD17B4; DECREASE INCORPORATION OF ACTIVE IODIDE INTO IODOTYROSINES; INHIBITION PROLYL HYDROXYLASES; INHIBITION UROD; DECREASE AKT/ENOS ACTIVITY; INHIBITION DEIODINASE 2; INHIBITION DEIODINASE 1; INHIBITION IODOTYROSINE DEIODINASE IYD; INHIBITION DEIODINASE 3; INHIBITION DUAL OXIDASE; INDUCTION UPREGULATION OF GLUCURONYLTRANSFERASE ACTIVITY"
"G VEGF SIGNALING PATHWAY","5","0.833072602295927","0.138299973675958","23.81","map2k2a, mapkapk2a, nras, rac1a, vegfaa","REDUCED PRODUCTION VEGF"
"GO:0046983","20","0.846557941088476","0.0347877803386936","10.15","adrb1, adrb3a, apoeb, atoh8, bmp2a, drd2b, e2f8, h2afx, hand2, hnf1ba, mcl1a, nudt5, odc1, pdcd6, pola2, ppp2ca, prmt5, rrm2, stat3, tp53","DIMERIZATION AHR/ARNT; REDUCED DIMERIZATION ARNT/HIF1-ALPHA"
"GO:0007249","5","0.864461774059337","0.126942265521432","11.63","casp8, cth, ppm1aa, rps27a, tfa","INHIBITION NUCLEAR FACTOR KAPPA B NF-KB"
"ABNORMAL NASAL MORPHOLOGY","16","0.88736037398665","0.0479021512930681","10.32","alg9, bmp2a, ednrba, fgfr3, foxc1a, hoxb1a, kif1bp, map2k2a, nfia, nras, odc1, rac1a, rpl35a, rps15a, stat3, tmco1","INCREASE SITE OF CONTACT NASAL TUMORS"
"GO:0030154","7","0.895441458070585","0.117507290822941","10.77","atoh8, foxc1a, kif1bp, pparab, rxrbb, sox1b, vegfaa","DIFFERENTIATION OF MYOFIBROBLAST"
"DECREASED BODY WEIGHT","15","0.907259108404611","0.0501216351452744","6.64","aco2, alg8, alg9, casp8, cyp24a1, ednrba, ewsr1a, hadhaa, map2k2a, ndufa11, rpl35a, rps15a, sar1b, stat3, tp53","DECREASED BODY WEIGHT"
"REGULATION OF CELL DEATH","24","0.993711944103321","0.0330340807242699","8.96","aldh1a2, apoeb, bbc3, bmp2a, casp2, casp8, csnk2a2b, cth, ednrba, foxc1a, foxo3b, hand2, hdac3, mcl1a, mre11a, parp2, pparab, ptpn6, rps27a, rps6, tfa, tp53, unga, vegfaa","N/A CELL INJURY/DEATH"
"PANCREATIC HYPOPLASIA","2","1.0171511759125","0.295686068607213","28.57","hnf1ba, stat3","INCREASED PANCREATIC ACINAR TUMORS"
"CTOME FOXO MEDIATED TRANSCRIPTION","3","1.02137639765314","0.178657248385859","10.71","bbc3, foxo3b, sirt3","ACTIVATION FOXO"
"GO:0005515","5","1.03474790051287","0.23807219877947","10.64","ewsr1a, foxo3b, robo3, tp53, vegfaa","BINDING SH-/SELEN-PROTEINS; COVALENT BINDING PROTEIN"
"BREAST CANCER PATHWAY","6","1.0382924946697","0.103033653843227","5.26","csnk2a2b, csnk2b, map2k2a, mre11a, nras, tp53","N/A BREAST CANCER"
"GO:0005102","16","1.06279918224886","0.0584666757691681","7.69","adrb1, apoeb, bmp2a, casp8, ccnb1, csnk2b, drd2b, dusp3a, ednrba, igf2a, insra, ppp2ca, stat3, tfa, timp2a, tp53","DECREASED TESTOSTERONE BINDING TO ANDROGEN RECEPTOR HYPOTHALAMUS"
"GO:0006954","10","1.06471162404513","0.0771051042473121","8.55","apoeb, bmp2a, calcrla, ednrba, f3b, mapkapk2a, pparab, ptges, rac1a, stat3","INCREASE INFLAMMATION; INCREASE INFLAMMATION CORNEAL CELLS; INFILTRATION INFLAMMATORY CELLS; INCREASED INFLAMMATION; CHRONIC COUGH RESPIRATORY IRRITABILITY"
"GO:0044414","4","1.09314687743028","0.163876628332843","10","atp6v0ca, atp6v1ba, rac1a, si-ch211-114n24.6","SUPPRESSION IMMUNE SYSTEM"
"GO:0006839","6","1.09318528818548","0.131777770962501","13.04","atp5c1, casp8, csnk2a2b, kif1bp, stat3, tp53","REDUCTION CHOLESTEROL TRANSPORT IN MITOCHONDRIA"
"JNK CASCADE","4","1.12079346961646","0.114825004169794","18.18","dusp3a, hdac3, rps27a, tfa","ACTIVATION JNK"
"GO:0006816","2","1.12605594811009","0.444493289644926","18.18","cacna1bb, tmco1","DECREASED CALCIUM INFLUX; REDUCTION CA AND HCO3 TRANSPORT TO SHELL GLAND; OPENING OF CALCIUM CHANNEL CALCIUM INFLUX"
"ABNORMALITY OF REPRODUCTIVE SYSTEM PHYSIOLOGY","8","1.12766323012689","0.0560291543921015","7.77","bmp2a, hnf1ba, mre11a, nras, polr3b, rbm28, stat3, tp53","N/A IMPAIRMENT OF REPRODUCTIVE CAPACITY"
"GO:0000003","14","1.132563956422","0.0622154884166752","6.9","casp2, casp8, ccnb1, csnk2a2b, e2f8, ednrba, foxc1a, h2afx, igf2a, insra, mre11a, ppp2ca, rps6, stat3","REDUCED REPRODUCTIVE SUCCESS; REPRODUCTIVE FAILURE"
"GO:0009611","9","1.13946456909761","0.0950899922422317","8.04","apoeb, ccnb1, drd2b, f3b, map2k2a, pparab, ptpn6, rac1a, tp53","ACCUMULATION DAMAGED MITOCHONDRIAL DNA"
"GO:0044703","7","1.20369941117694","0.0592551365361329","6.03","ccnb1, csnk2a2b, ednrba, foxc1a, h2afx, rps6, stat3","N/A REPRODUCTIVE FAILURE"
"GO:0019904","13","1.24924684173772","0.0737729630659413","10.57","adrb1, casp2, casp8, csnk2b, hoxb1a, insra, lsm4, map2k2a, mcl1a, pparab, ppp1cc, ptpn6, tp53","N/A INTERFERENCES WITH SH-/SELEN-PROTEINS"
"CTOME VEGFR2 MEDIATED CELL PROLIFERATION","2","1.2786400700263","0.385754172300054","33.33","nras, vegfaa","INHIBITION VEGFR2"
"GO:0046879","2","1.28227510977769","0.366817975009701","16.67","CCKAR, hnf1ba","DECREASED GNRH PULSATILITY/RELEASE IN HYPOTHALAMUS; DECREASED LH SURGE FROM ANTERIOR PITUITARY; INCREASED SECRETION OF GNRH FROM HYPOTHALAMUS; DECREASED GNRH PULSATILITY/RELEASE IN HYPOTHALAMUS; DECREASED LH SURGE FROM ANTERIOR PITUITARY"
"GO:0007568","7","1.28636591517371","0.0622389019598353","8.14","casp2, ednrba, h2afx, sirt3, stat3, timp2a, tp53","ACCELERATED AGING"
"GO:0010463","2","1.3169537124018","0.196462397683177","16.67","bmp2a, hand2","INCREASED PROLIFERATION OF MESENCHYMAL CELLS"
"GO:0042060","7","1.33582050002992","0.128696996345114","7.95","apoeb, ccnb1, f3b, pparab, ptpn6, rac1a, tp53","FAILURE IN VASCULAR REPAIR MECHANISMS UNRESOLVED BLOOD LOSS HEMORRHAGE"
"POSITIVE REGULATION OF GENE EXPRESSION","15","1.35385121606173","0.0405402146164787","8.29","aldh1a2, bmp2a, casp8, ddx39b, hand2, map2k2a, mapkapk2a, mre11a, polr2l, polr3b, polr3d, stat3, tp53, vegfaa, znrd1","ALTERED GENE EXPRESSION"
"RESPONSE TO ESTRADIOL","3","1.39680152674322","0.243351939333709","10","aldh1a2, casp8, stat3","REDUCTION PLASMA 17BETA-ESTRADIOL CONCENTRATIONS"
"GO:0006412","5","1.40628863739126","0.079433893567809","4.63","rpl35a, RPL37A, rps15a, rps27a, rps6","ALTERED PROTEIN PRODUCTION"
"CYTOPLASMIC RIBOSOMAL PROTEINS","5","1.40628863739126","0.079433893567809","3.47","rpl35a, RPL37A, rps15a, rps27a, rps6","OCCURRENCE CYTOPLASMIC VACUOLIZATION PODOCYTE"
"HEART DEVELOPMENT","12","1.41449596278814","0.0489955736857137","9.52","aldh1a2, bmp2a, calcrla, casp8, ccnb1, ddx39b, foxc1a, hand2, parp2, pparab, tp53, vegfaa","ALTERED LARVAL DEVELOPMENT; IMPAIRED DEVELOPMENT"
"ABNORMAL PLEURA MORPHOLOGY","2","1.46432319744122","0.163888511556431","25","bmp2a, calcrla","PERSISTENT CYTOTOXICITY PLEURA OR PERITONEUM"
"APOPTOSIS","5","1.51671220125182","0.107494425845769","8.93","bbc3, casp2, casp8, mcl1a, tp53","INCREASED APOPTOSIS ADENOMAS/CARCINOMAS FOLLICULAR CELL"
"ABNORMALITY OF ADRENAL PHYSIOLOGY","3","1.52691379069813","0.202104879892321","3.26","mcm4, rbm28, tp53","INCREASE RENAL PATHOLOGY DUE TO VTG DEPOSITION; DECREASED RENAL ABILITY TO DILUTE URINE; OCCURRENCE KIDNEY TOXICITY; INCREASED KIDNEY FAILURE"
"GO:0005216","3","1.54069193969052","0.258960899718744","12.5","cacna1bb, gabra1, gria2b","IMPAIRED ION CHANNELS"
"LYMPHOCYTE APOPTOTIC PROCESS","2","1.60686085117009","0.100509176133521","25","rps6, tp53","DECREASED LYMPHOCYTES"
"CTOME REGULATED NECROSIS","3","1.63095028048848","0.187082068775176","14.29","casp8, rps27a, tp53","INCREASE NECROSIS TERMINAL BRONCHIOLAR CELLS"
"GO:0006936","3","1.79591822668734","0.0938980755074236","5.45","calcrla, drd2b, ednrba","REDUCTION ABDOMINAL MUSCLE CONTRACTION; OVERACTIVATION MUSCLE CONTRACTION"
"GO:1903008","3","1.81659673797099","0.162795381733297","23.08","csnk2a2b, pelo, tp53","DISRUPTION LYSOSOME"
"DNA DAMAGE RESPONSE","6","1.84421095606969","0.0834833056860011","10.34","bbc3, casp8, ccnb1, h2afx, mre11a, tp53","INCREASED DNA DAMAGE-REPAIR"
"GO:0045333","5","1.99923185483259","0.103091751848152","6.94","aco2, ccnb1, ndufa11, sirt3, uqcrq","INCREASE OXIDATIVE METABOLISM"
"GO:0022414","4","2.087866273828","0.116044218622737","11.11","ccnb1, h2afx, mre11a, tp53","INCREASED REPRODUCTIVE SUCCESS"
"GO:0007059","3","2.16759512211358","0.174499796945713","6.82","ccnb1, csnk2a2b, mre11a","INCREASED CHROMOSOME MISSEGGREGATION"
"ELECTRON TRANSPORT CHAIN","3","2.2131048651009","0.188825094287591","4.41","ccnb1, ndufa11, uqcrq","DISRUPTION MITOCHONDRIAL ELECTRON TRANSPORT CHAIN"
"RENAL TUBULAR DYSFUNCTION","4","2.21805224732589","0.129779089770425","15.38","atp6v1ba, hnf1ba, ndufa11, stat3","INCREASE HYPERPLASIA RENAL TUBULAR CELLS; INCREASE CYTOTOXICITY RENAL TUBULAR CELL; INCREASE ADENOMAS/CARCINOMAS RENAL TUBULAR; OCCURRENCE RENAL PROXIMAL TUBULAR NECROSIS"
"PURE RED CELL APLASIA","3","2.23930579253582","0.100916917148239","15","rpl35a, rps15a, tp53","N/A METHEMOGLOBINEMIA DECREASED HEMOGLOBIN HEMATOCRIT RED BLOOD CELL NUMBER"
"GO:0001525","4","2.27039693284266","0.0901887690838375","10.81","calcrla, hdac3, ppp1cc, vegfaa","REDUCTION ANGIOGENESIS; INCREASED ANGIOGENESIS"
"GO:0001816","11","2.40211503160066","0.0371932424144172","9.17","casp8, drd2b, mapkapk2a, mre11a, polr2l, polr3b, polr3d, ptpn6, rac1a, stat3, tfa","NON-NEURONAL PRODUCTION OF TNF EPITHELIAL IRRITATION; PRODUCTION OF NERVE GROWTH FACTOR  EPITHELIAL IRRITATION; NON-NEURONAL PRODUCTION OF IL-8/CXCL1 EPITHELIAL IRRITATION"
"GO:0007051","3","2.83246551130009","0.083484709540794","11.11","ccnb1, hdac3, parp3","DISORGANIZATION SPINDLE"
"HEPATOCELLULAR CARCINOMA","3","3.01749501616181","0.0622525255708862","23.08","bmp2a, casp8, tp53","FORMATION HEPATOCELLULAR AND BILE DUCT TUMORS; INCREASE ADENOMAS/CARCINOMAS HEPATOCELLULAR; TUMORIGENESIS HEPATOCELLULAR CARCINOMA"
