"","Num","POD","SD","%","Genes","KE"
"GO:0000003","21","0.095078474533951","0.0697013739164695","10.34","cebpa, cyp1a, dldh, fsta, fzr1a, gata4, hnf4a, hsf1, igfbp2a, insrb, ldha, mapk14a, mmp9, pax5, pgam1a, ppat, ptpn11a, serpine2, stk11, tbp, tgfb2","REDUCED REPRODUCTIVE SUCCESS; REPRODUCTIVE FAILURE"
"GO:0045444","5","0.107044738653432","0.445261534621652","12.2","cebpa, foxo1b, mapk14a, mmp11a, wnt3a","INCREASED ADIPOGENESIS"
"GO:0060291","3","0.108149996407608","0.645193310618706","21.43","abl1, adora2aa, serpine2","DECREASED LONG-TERM POTENTIATION LTP"
"GO:0051899","4","0.109455153433306","0.39015213224591","19.05","abl1, adora2aa, scn1lab, tspo","OCCURRENCE A PAROXYSMAL DEPOLARIZING SHIFT; PROLONGED DEPOLARIZATION OF NEURONAL MEMBRANE"
"CTOME IKBA VARIANT LEADS TO EDA ID","2","0.113921904128486","0.0795198194888586","50","chuk, nfkb2","INDUCTION IKB INHIBITORY PROTEIN"
"GO:0030163","8","0.116430453907117","0.170367362407319","5.23","cebpa, cul1a, foxo1b, fzr1a, psmd10, rchy1, serpine2, stub1","INCREASED CATABOLISM OF MUSCLE PROTEIN"
"GO:0050663","3","0.122778801543818","0.734631864799345","10","abl1, chuk, mapk14a","RELEASE CYTOKINE"
"GO:0001816","12","0.124563141870957","0.139038655086507","10","abl1, cebpa, chuk, gata4, hsf1, map3k7, mapk14a, nfkb2, ptpn11a, tgfb2, tspo, wnt3a","NON-NEURONAL PRODUCTION OF TNF EPITHELIAL IRRITATION; PRODUCTION OF NERVE GROWTH FACTOR  EPITHELIAL IRRITATION; NON-NEURONAL PRODUCTION OF IL-8/CXCL1 EPITHELIAL IRRITATION"
"CYANOSIS","4","0.146811102513175","0.318993175715205","21.05","gata4, ikbkap, rnaseh2b, scn1lab","N/A CYANOSIS OCCURS"
"GO:0030154","8","0.15884547039365","0.234457694932655","12.31","abl1, foxa2, fsta, hnf4a, nr2f6a, onecut1, rxrbb, sox1a","DIFFERENTIATION OF MYOFIBROBLAST"
"GO:0044703","11","0.161105985102894","0.117784161332337","9.48","cyp1a, dldh, fsta, hsf1, igfbp2a, mmp9, pax5, ppat, serpine2, stk11, tbp","N/A REPRODUCTIVE FAILURE"
"UPPER MOTOR NEURON DYSFUNCTION","7","0.163777468130061","0.172023363975401","1.48","adsl, dldh, rfc1, rnaseh2b, scn1lab, stub1, tbp","DECREASE HISTAMINERGIC NEURON EXCITATION; OCCURRENCE CYTOPLASMIC VACUOLIZATION BILE DUCT CELL; OCCURRENCE CYTOPLASMIC VACUOLIZATION KUPFFER CELL"
"ABNORMAL CORNEAL EPITHELIUM MORPHOLOGY","3","0.165511254848463","0.520201862441738","23.08","ikbkap, scn1lab, zeb1b","INCREASED ACCUMULATION OF ALPHA2U MICROGLOBULIN PROXIMAL TUBULAR EPITHELIUM"
"REGULATION OF CELL DEATH","17","0.166453975636621","0.0934730382403747","6.34","abl1, adora2aa, atf4a, bbc3, casp9, foxo1b, gata4, hsf1, hyou1, ldha, mmp9, parp2, psmd10, tgfb2, tspo, wnt3a, ywhaqa","N/A CELL INJURY/DEATH"
"GO:0007568","12","0.178237196513961","0.121400893338838","13.95","abl1, casp9, chek1, cyp1a, dldh, fzr1a, igfbp2a, mapk14a, mapkapk5, nfkb2, pax5, tspo","ACCELERATED AGING"
"HEART DEVELOPMENT","9","0.182625491196466","0.23530558115482","7.14","foxa2, gata4, insrb, mapk14a, parp2, ptpn11a, smad1, tgfb2, wnt3a","ALTERED LARVAL DEVELOPMENT; IMPAIRED DEVELOPMENT"
"GO:0006412","7","0.187559456672968","0.266193281144083","6.48","eif3i, eif5, rpl36, rpl5b, rps29, rps4x, rpsa","ALTERED PROTEIN PRODUCTION"
"GO:0005102","15","0.192710221369757","0.103377372709933","7.21","abl1, adora2aa, fsta, hnf4a, igfbp2a, insrb, map3k7, ncoa3, ptpn11a, ran, serpine2, stub1, tbp, tgfb2, wnt3a","DECREASED TESTOSTERONE BINDING TO ANDROGEN RECEPTOR HYPOTHALAMUS"
"GO:0004882","4","0.195446482227221","0.370438430650046","11.43","ncoa3, ran, rchy1, stub1","N/A ANDROGEN RECEPTOR ANTAGONISM; AGONISM ANDROGEN RECEPTOR; DECREASED ANDROGEN RECEPTOR ACTIVITY; ACTIVATION ANDROGEN RECEPTOR"
"GO:0001775","15","0.200999922295466","0.108434462888341","7.65","abl1, adora2aa, cebpa, igfbp2a, mapk14a, mmp9, nfkb2, onecut1, pgam1a, ptpn11a, serpine2, stk11, vapal, wnt3a, zeb1b","ACTIVATION DENDRITIC CELLS"
"INCREASED SUSCEPTIBILITY TO FRACTURES","5","0.218850626014374","0.330176413301951","14.29","ikbkap, nhp2, scn1lab, tpm3, wnt3a","INCREASED DISEASE SUSCEPTIBILITY"
"RESPONSE TO REACTIVE OXYGEN SPECIES","6","0.234585185738774","0.256047865202816","10.71","abl1, chuk, foxo1b, hsf1, ldha, mmp9","INCREASED REACTIVE OXYGEN SPECIES"
"GO:0046562","3","0.243784418740552","0.514009141493394","11.11","dldh, ldha, pgam1a","DECREASED GLUCOSE OXIDASE ENZYME ACTIVITY"
"GLYCOLYSIS AND GLUCONEOGENESIS","3","0.243784418740552","0.514009141493394","13.04","dldh, ldha, pgam1a","DECREASED PCK1 EXPRESSION CONTROL POINT FOR GLYCOLYSIS/GLUCONEOGENESIS PATHWAY"
"PYRUVATE METABOLIC PROCESS","5","0.257527383677485","0.310109470937033","8.93","dldh, insrb, ldha, pgam1a, pom121","INHIBITION 4-HYDROXYPHENYL-PYRUVATE DIOXYGENASE HPPD ENZYME"
"POSITIVE REGULATION OF GENE EXPRESSION","13","0.322398804890176","0.140299815326803","7.18","abl1, atf4a, chek1, chuk, gata4, map3k7, mapk14a, nfkb2, ptpn11a, rps4x, smad1, tbp, wnt3a","ALTERED GENE EXPRESSION"
"GO:0048870","12","0.322604351224358","0.13799196277312","6","abl1, ikbkap, insrb, ldha, mapk14a, mmp9, onecut1, pgam1a, ptpn11a, serpine2, tgfb2, tspo","INCREASED MOTILITY"
"GO:0040011","16","0.323238464422926","0.10537075243807","7.05","abl1, adora2aa, ikbkap, insrb, ldha, mapk14a, mmp9, onecut1, pgam1a, plp2, ptpn11a, serpine2, tgfb2, tspo, vapal, wnt3a","INCREASED LOCOMOTION; INCREASED MUSCULAR WAVES IN FOOT; DECREASED LOCOMOTION"
"REGULATION OF WNT SIGNALING PATHWAY","6","0.323549685556529","0.314017695717031","7.59","abl1, igfbp2a, mapk14a, psmd10, stk11, wnt3a","INHIBITION WNT PATHWAY"
"ABNORMAL OVARIAN MORPHOLOGY","4","0.348188493020576","0.487221096209433","10.81","gata4, insrb, ptpn11a, stk11","PROMOTION OVARIAN GRANULAR CELL TUMORS; DECREASED OVARIAN E2; PROMOTION OVARIAN ADENOMAS"
"ABNORMALITY OF THE OVARY","4","0.348188493020576","0.487221096209433","7.02","gata4, insrb, ptpn11a, stk11","REDUCED PROSTAGLANDINS OVARY"
"ABNORMAL NASAL MORPHOLOGY","12","0.377770942043301","0.145952443234068","7.74","abl1, adsl, gata4, hyou1, insrb, map3k7, orc4, pigs, plod1a, ptpn11a, rps29, scn1lab","INCREASE SITE OF CONTACT NASAL TUMORS"
"GO:0046983","15","0.412649309669257","0.101588528547488","7.61","adora2aa, cebpa, chuk, hnf4a, hsf1, ncoa3, nfs1, nudt5, plod1a, polr2c, ran, rchy1, stub1, tgfb2, vapal","DIMERIZATION AHR/ARNT; REDUCED DIMERIZATION ARNT/HIF1-ALPHA"
"GO:0003824","5","0.435951701748557","0.385567103847873","7.69","adsl, ldha, nfs1, pgam1a, ppm1ab","DECREASED DHB4/HSD17B4; DECREASE INCORPORATION OF ACTIVE IODIDE INTO IODOTYROSINES; INHIBITION PROLYL HYDROXYLASES; INHIBITION UROD; DECREASE AKT/ENOS ACTIVITY; INHIBITION DEIODINASE 2; INHIBITION DEIODINASE 1; INHIBITION IODOTYROSINE DEIODINASE IYD; INHIBITION DEIODINASE 3; INHIBITION DUAL OXIDASE; INDUCTION UPREGULATION OF GLUCURONYLTRANSFERASE ACTIVITY"
"GO:0006629","12","0.444509285310408","0.135117542544368","5.83","bdh2, cebpa, cyp1a, dldh, hnf4a, mapk14a, pigs, ptpn11a, ran, stub1, tspo, vapal","ALTERATION LIPID METABOLISM"
"GO:0046903","15","0.46593634465982","0.109930022609398","6.49","abl1, adora2aa, chuk, foxa2, hnf4a, mapk14a, mmp9, pgam1a, ppat, ptpn11a, serpine2, tgfb2, tuba8l3, tuba8l4, vapal","SUPPRESSION VLDL SECRETION; INCREASE MUCIN PRODUCTION; INCREASED SECRETION OF LOCAL GROWTH FACTORS"
"GO:0016310","11","0.47106434605322","0.164526479646112","8.8","abl1, ak2, chek1, chuk, insrb, map3k7, mapk12a, mapk14a, mapkapk5, sephs1, stk11","ACTIVATION SP1"
"ABNORMAL LIVER MORPHOLOGY","8","0.487289502474421","0.169566025494125","6.72","dldh, hnf4a, hyou1, insrb, nhp2, pigs, ptpn11a, rnaseh2b","INDUCTION LIVER “DYSFUNCTIONAL” CHANGES BY CGA 330050; INFLAMMATION LIVER; N/A LIVER FIBROSIS; INCREASE RBC CONGESTION IN LIVER; INCREASE LIVER AND SPLENIC HEMOSIDEROSIS; REDUCTION VITELLOGENIN SYNTHESIS IN LIVER; INCREASE VITELLOGENIN SYNTHESIS IN LIVER; FORMATION LIVER FIBROSIS; FORMATION LIVER TUMOR"
"ABNORMALITY OF THE ABDOMINAL ORGANS","14","0.544774558495712","0.095960442516286","8.28","abl1, dldh, hnf4a, hyou1, ikbkap, insrb, nfkb2, nhp2, pigs, ptpn11a, rnaseh2b, rpsa, stk11, stub1","IMPAIRED DEVELOPMENT OF REPRODUCTIVE ORGANS"
"ABNORMALITY OF THE LIVER","10","0.562567572698208","0.130236330349593","1.33","dldh, hnf4a, hyou1, insrb, nfkb2, nhp2, pigs, ptpn11a, rnaseh2b, stk11","INCREASED INDUCTION OF UDPGT'S IN LIVER; INCREASED LIVER STEATOSIS; INCREASED LIVER STEATOSIS; N/A HEPATOTOXICITY HEPATOPATHY INCLUDING A CONSTELLATION OF OBSERVABLE EFFECTS; INDUCTION SUSTAINED HEPATOTOXICITY"
"GO:0005488","74","0.613950176838583","0.0215149179217254","6.88","abl1, aco2, ahr2, ak2, atf4a, bcl2a, cdc42l, cebpa, chek1, cherp, chuk, cul1a, cyp1a, dldh, eif3i, eif5, foxa2, foxo1b, fsta, fzr1a, gata4, hnf4a, hsf1, hyou1, igfbp2a, ikbkap, insrb, map3k7, mapk12a, mapk14a, mapkapk5, mmp11a, mmp9, ncoa3, nfkb2, nfs1, nhp2, nr2f6a, onecut1, orc4, parp2, pax5, pcdh17, plod1a, polr2c, pom121, ppat, ppm1ab, ptgs2a, ptpn11a, ran, rassf1, rchy1, rpl5b, rps29, rps4x, rpsa, rxrbb, sephs1, smad1, sox1a, srprb, stk11, stub1, tbp, tgfb2, tpm3, tuba8l3, tuba8l4, ube2na, ube2nb, vapal, wnt3a, zeb1b","INCREASED BINDING OF CHEMICALS TO 2U SERUM"
"GO:0045333","5","0.655154538687092","0.315187383497498","6.94","aco2, adsl, cox6b1, cyp1a, dldh","INCREASE OXIDATIVE METABOLISM"
"PEPTIDYL LYSINE MODIFICATION","7","0.676075590667707","0.223330432871801","9.86","chek1, map3k7, ncoa3, pax5, plod1a, pom121, pwp1","N/A COVALENT BINDING TO PROTEIN POSSIBLY LYSINE RESIDUE"
"ABNORMAL LUNG MORPHOLOGY","12","0.688895555452257","0.137698804782651","9.38","abl1, ak2, gata4, ikbkap, nfkb2, nhp2, plod1a, ptpn11a, scn1lab, stk11, tgfb2, tpm3","INCREASE ADENOMAS/CARCINOMAS BRONCHIOLOALVEOLAR"
"GO:0019904","13","0.692405147414799","0.131461751236991","10.57","abl1, casp9, chek1, foxa2, insrb, ncoa3, ptpn11a, rfc1, stk11, stub1, vapal, wnt3a, ywhaqa","N/A INTERFERENCES WITH SH-/SELEN-PROTEINS"
"GO:0050673","5","0.699434467186033","0.408228053679863","6.1","fsta, stk11, tgfb2, wnt3a, ywhaqa","INCREASE REGENERATIVE CELL PROLIFERATION TUBULAR EPITHELIAL CELLS; INCREASE REGENERATIVE CELL PROLIFERATION TERMINAL BRONCHIOLAR EPITHELIAL CELLS"
"ABNORMALITY OF BLOOD AND BLOOD FORMING TISSUES","17","0.767582438379942","0.155276718954498","4.21","abl1, ak2, cebpa, dldh, hnf4a, hyou1, nfkb2, nhp2, plod1a, ptpn11a, rnaseh2b, rps29, rpsa, scn1lab, ssr4, stk11, tgfb2","DAMAGING RED BLOOD CELLS; HEMOLYSIS"
"DECREASED BODY WEIGHT","14","0.805532034148587","0.207773418294217","6.19","abl1, aco2, ak2, dldh, gata4, insrb, map3k7, nfkb2, orc4, ptpn11a, rps29, scn1lab, ssr4, tpm3","DECREASED BODY WEIGHT"
"ABNORMAL BLOOD SODIUM CONCENTRATION","2","0.838059045358773","0.69234620274664","22.22","ikbkap, nfkb2","DECREASED SODIUM CONDUCTANCE 2; DECREASED SODIUM REABSORPTION"
"ABNORMAL RESPIRATORY SYSTEM MORPHOLOGY","14","1.05149436483064","0.113651269867123","9.52","abl1, ak2, gata4, ikbkap, map3k7, nfkb2, nhp2, orc4, plod1a, ptpn11a, scn1lab, stk11, tgfb2, tpm3","INCREASED RESPIRATORY DISTRESS/ARREST"
"GO:0006281","11","1.32901964936206","0.133296870887159","12.94","abl1, chek1, fzr1a, hsf1, parp2, polr2c, rchy1, rfc1, stub1, ube2na, xab2","N/A INSUFFICIENT OR INCORRECT DNA REPAIR; INCREASED INSUFFICIENT REPAIR OR MIS-REPAIR OF PRO-MUTAGENIC DNA ADDUCTS; OVERWHELMED MITOCHONDRIAL DNA REPAIR MECHANISMS; INCREASED DNA DAMAGE-REPAIR"
"ABNORMALITY OF THE BLADDER","6","1.40711067979791","0.182611127109308","11.54","map3k7, plod1a, scn1lab, stk11, stub1, tbp","REDUCED POSTERIOR SWIM BLADDER INFLATION; REDUCED ANTERIOR SWIM BLADDER INFLATION; INCREASE URINARY BLADDER CALCULI"
"GO:0072358","7","1.69715683452035","0.295575590236552","6.31","abl1, foxo1b, gata4, mapk14a, smad1, stk11, tgfb2","ALTERED CARDIOVASCULAR DEVELOPMENT/FUNCTION"
"ELECTRON TRANSPORT CHAIN","3","1.88340694096715","0.262978458128674","4.41","cox6b1, cyp1a, dldh","DISRUPTION MITOCHONDRIAL ELECTRON TRANSPORT CHAIN"
"DNA DAMAGE RESPONSE","6","2.00670081804369","0.293486769161123","10.34","abl1, bbc3, casp9, chek1, rfc1, ywhaqa","INCREASED DNA DAMAGE-REPAIR"
"G TGF BETA SIGNALING PATHWAY","3","2.06125687695081","0.856940314339223","4.41","fsta, smad1, tgfb2","ACTIVATION TGF-BETA PATHWAY; UP REGULATION TGFBETA1 EXPRESSION"
"CTOME FOXO MEDIATED TRANSCRIPTION","4","2.45495275669832","0.517326896055941","14.29","bbc3, foxo1b, stk11, ywhaqa","ACTIVATION FOXO"
"SOMATIC MUTATION","5","3.20155038135364","0.321903056868569","5.95","abl1, cebpa, foxo1b, ptpn11a, stk11","INCREASED INDUCED MUTATIONS IN CRITICAL GENES; INCREASE MUTATIONS; INCREASE MUTATIONS IN CRITICAL GENES"
"GO:0007249","6","3.24486671912651","0.188226205917256","13.95","abl1, chuk, map3k7, nfkb2, ube2na, vapal","INHIBITION NUCLEAR FACTOR KAPPA B NF-KB"
"GO:0006839","3","3.34481774396504","0.655421454462524","6.52","si-ch211-194i10.5, tspo, ywhaqa","REDUCTION CHOLESTEROL TRANSPORT IN MITOCHONDRIA"
"GO:0005515","3","4.49146705905974","0.4281985950106","6.38","chuk, ptpn11a, ran","BINDING SH-/SELEN-PROTEINS; COVALENT BINDING PROTEIN"
"CTOME ACTIVATION OF AMPK DOWNSTREAM OF NMDARS","2","8.05545633322824","0.154578076965749","15.38","tuba8l3, tuba8l4","INHIBITION NMDARS; OVERACTIVATION NMDARS"
"JNK CASCADE","3","13.5964220057333","0.0728731062764913","13.64","map3k7, ube2na, ube2nb","ACTIVATION JNK"
"GO:0032623","2","18.2868736089679","0.00719769085335082","40","abl1, map3k7","SUPPRESSION IL-2 AND IL-4 PRODUCTION"
