"","Num","POD","SD","%","Genes","KE"
"ABNORMAL PROLACTIN LEVEL","2","0.374488903147738","0.813274574389575","25","foxa2, smarcb1a","DECREASED PROLACTIN"
"ABNORMAL SOCIAL BEHAVIOR","3","0.379938918674589","0.634846286023965","11.54","gria3b, gtf2h5, ndufv1","ABNORMAL FORAGING ACTIVITY AND BEHAVIOR"
"ABNORMALITY OF THE MITOCHONDRION","4","0.391023051917168","0.43157764530428","3.17","dlat, hadh, ndufv1, tardbpl","INJURY MITOCHONDRIA; DAMAGING MITOCHONDRIA; N/A MITOCHONDRIAL DYSFUNCTION 1"
"PEPTIDYL LYSINE MODIFICATION","5","0.403233920438138","0.199359794146122","7.04","hdac6, lias, pax5, ruvbl1, smarcb1a","N/A COVALENT BINDING TO PROTEIN POSSIBLY LYSINE RESIDUE"
"REGULATION OF PROTEOLYSIS","8","0.408090198795399","0.169195884279488","7.14","casp8, csnk1e, ctsc, hdac6, mapk9, rock1, smad7, tradd","IMPAIRED PROTEOSTASIS"
"ABNORMALITY OF BLOOD AND BLOOD FORMING TISSUES","15","0.408947168175918","0.118034835499152","3.71","casp8, cd36, cp, ctsk, cyp26c1, dpm1, gtf2h5, hadh, mcm4, ndufv1, nfkb1, pomp, scn1lab, smarcb1a, tek","DAMAGING RED BLOOD CELLS; HEMOLYSIS"
"POSITIVE REGULATION OF GENE EXPRESSION","10","0.413319845771921","0.181901540201152","5.52","casp8, cd36, hspa8, mapk9, mre11a, nfkb1, ptgs2b, rock1, roraa, tardbpl","ALTERED GENE EXPRESSION"
"GO:0030163","12","0.455743534721437","0.141396318590431","7.84","casp8, csnk1e, ctsc, ctsk, hdac6, hspa8, mapk9, nsfl1c, odc1, psmb7, rock1, smad7","INCREASED CATABOLISM OF MUSCLE PROTEIN"
"ABNORMAL LIVER MORPHOLOGY","9","0.456756778502424","0.197769879491291","7.56","alg9, casp8, cp, ctsc, ctsk, dpm1, hadh, mcm4, ndufv1","INDUCTION LIVER “DYSFUNCTIONAL” CHANGES BY CGA 330050; INFLAMMATION LIVER; N/A LIVER FIBROSIS; INCREASE RBC CONGESTION IN LIVER; INCREASE LIVER AND SPLENIC HEMOSIDEROSIS; REDUCTION VITELLOGENIN SYNTHESIS IN LIVER; INCREASE VITELLOGENIN SYNTHESIS IN LIVER; FORMATION LIVER FIBROSIS; FORMATION LIVER TUMOR"
"GO:0006629","17","0.514077366422667","0.0935447097089915","8.25","alg9, cd36, cyp1a, cyp24a1, cyp26a1, cyp26c1, dpm1, fasn, hadh, hsd11b2, igfbp7, lias, nfkb1, ptgs2b, roraa, tek, vapal","ALTERATION LIPID METABOLISM"
"GO:0005488","65","0.541029387274902","0.0239393242004057","6.04","acvr2b, akt3a, casp8, cp, csnk1e, cwc15, cyp1a, cyp24a1, cyp26a1, cyp26c1, e2f7, eif2b4, fasn, foxa2, foxo1a, fzd7a, gap43, gtpbp4, hadh, hdac6, hspa8, igfbp2a, igfbp7, inhbb, lfng, lias, lin7a, mapk9, mapkapk5, mcm4, mmp14a, mmp17b, mmp30, mre11a, mybl2b, ndufv1, nfia, nfkb1, nme2b.2, nsfl1c, pa2g4b, pax5, pfkpa, preb, ptgs2a, ptgs2b, pvalb2, riok1, rock1, roraa, rorb, ruvbl1, rxrab, smad3b, smad7, smarcb1a, sox1b, tardbpl, tcf7l1a, tek, tfap2b, tradd, ube2na, vapal, zeb1a","INCREASED BINDING OF CHEMICALS TO 2U SERUM"
"ELECTRON TRANSPORT CHAIN","4","0.590041345000995","0.423420476625804","5.88","cox6b1, cyp1a, ndufa8, ndufv1","DISRUPTION MITOCHONDRIAL ELECTRON TRANSPORT CHAIN"
"NEOPLASM OF THE SKIN","3","0.606097778054303","0.392409811859249","9.09","ctsc, gtf2h5, smarcb1a","SENSITISATION SKIN"
"ABNORMALITY OF THE LIVER","10","0.60999547364653","0.172452566275518","1.33","alg9, casp8, cp, ctsc, ctsk, dpm1, hadh, mcm4, ndufv1, nfkb1","INCREASED INDUCTION OF UDPGT'S IN LIVER; INCREASED LIVER STEATOSIS; INCREASED LIVER STEATOSIS; N/A HEPATOTOXICITY HEPATOPATHY INCLUDING A CONSTELLATION OF OBSERVABLE EFFECTS; INDUCTION SUSTAINED HEPATOTOXICITY"
"GO:0005102","8","0.646209621826293","0.232245053791707","3.85","agtr2, casp8, cd36, hspa8, igfbp2a, inhbb, smad7, tradd","DECREASED TESTOSTERONE BINDING TO ANDROGEN RECEPTOR HYPOTHALAMUS"
"ABNORMALITY OF THE ABDOMINAL ORGANS","12","0.658148384145055","0.134586051777608","7.1","acvr2b, alg9, casp8, cp, ctsc, ctsk, dpm1, hadh, mcm4, mre11a, ndufv1, nfkb1","IMPAIRED DEVELOPMENT OF REPRODUCTIVE ORGANS"
"GO:0099536","5","0.692649902748291","0.430505244981607","4.5","chrm2a, gria3b, hspa8, lin7a, ptgs2b","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN; DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN"
"UPPER MOTOR NEURON DYSFUNCTION","15","0.708977664647003","0.107394659142526","3.16","agtr2, ap1s2, cyp26c1, dlat, eif2b4, gria3b, gtf2h5, lias, mre11a, ndufv1, odc1, roraa, scn1lab, smarcb1a, tardbpl","DECREASE HISTAMINERGIC NEURON EXCITATION; OCCURRENCE CYTOPLASMIC VACUOLIZATION BILE DUCT CELL; OCCURRENCE CYTOPLASMIC VACUOLIZATION KUPFFER CELL"
"GO:0003158","3","0.711352598380337","0.280902487009394","12.5","acvr2b, fasn, rock1","IMPAIRMENT ENDOTHELIAL NETWORK"
"GO:0004872","12","0.717281648959005","0.100891698517703","5.02","acvr2b, agtr2, chrm2a, ednrab, fzd7a, gria3b, inhbb, ptger2a, roraa, rorb, rxrab, tek","ACTIVATION PXR/SXR"
"ABNORMAL LUNG MORPHOLOGY","9","0.729978898090197","0.179819635014381","7.03","alg9, casp8, ctsc, gtf2h5, lfng, mcm4, nfkb1, scn1lab, smarcb1a","INCREASE ADENOMAS/CARCINOMAS BRONCHIOLOALVEOLAR"
"GO:0040011","13","0.73041444554488","0.112246652830911","5.73","agtr2, akt3a, cd63, gap43, gtpbp4, hdac6, ptgs2b, rock1, smad7, sox1b, tek, tradd, vapal","INCREASED LOCOMOTION; INCREASED MUSCULAR WAVES IN FOOT; DECREASED LOCOMOTION"
"GO:0046903","21","0.740242146084933","0.0807831914510932","9.09","acvr2b, agtr2, cd36, cd63, chrm2a, ctsc, dhodh, foxa2, hadh, hspa8, inhbb, lin7a, mvp, nfkb1, nme2b.2, pa2g4b, preb, psmb7, rock1, tfap2b, vapal","SUPPRESSION VLDL SECRETION; INCREASE MUCIN PRODUCTION; INCREASED SECRETION OF LOCAL GROWTH FACTORS"
"GO:0009790","8","0.743875278013309","0.0788771721153909","4.73","acvr2b, casp8, e2f7, foxa2, lfng, lias, pax5, rock1","DEFECT OF EMBRYOGENESIS"
"GO:1903409","5","0.792612718143726","0.249126249511479","20","agtr2, cd36, cyp1a, ptgs2b, roraa","INCREASE ROS PRODUCTION; PRODUCTION REACTIVE OXYGEN SPECIES"
"GO:0045444","6","0.870657303661527","0.213308341674307","14.63","aldh6a1, hdac6, inhbb, ptgs2b, roraa, tfap2b","INCREASED ADIPOGENESIS"
"GO:1903008","2","0.917314073370125","0.738157328514016","15.38","ctsk, hdac6","DISRUPTION LYSOSOME"
"GO:0006936","5","0.938505796942456","0.253297340107922","9.09","chrm2a, ptgs2b, rock1, scn1lab, smad7","REDUCTION ABDOMINAL MUSCLE CONTRACTION; OVERACTIVATION MUSCLE CONTRACTION"
"GO:0045333","5","1.0016345426459","0.310838910237511","6.94","cox6b1, cyp1a, dlat, ndufa8, ndufv1","INCREASE OXIDATIVE METABOLISM"
"ABNORMAL RESPIRATORY SYSTEM MORPHOLOGY","11","1.18147446604588","0.138223119927042","7.48","alg9, casp8, ctsc, ctsk, gtf2h5, lfng, mcm4, nfkb1, scn1lab, smarcb1a, tardbpl","INCREASED RESPIRATORY DISTRESS/ARREST"
"GO:0005515","4","1.20815016588935","0.18689767890314","8.51","e2f7, igfbp7, smad3b, tcf7l1a","BINDING SH-/SELEN-PROTEINS; COVALENT BINDING PROTEIN"
"HEART DEVELOPMENT","6","1.22245210111732","0.194787502500988","4.76","agtr2, casp8, foxa2, rock1, smad7, tek","ALTERED LARVAL DEVELOPMENT; IMPAIRED DEVELOPMENT"
"GO:0001816","9","1.29027231490704","0.145427216056999","7.5","agtr2, casp8, cd36, inhbb, mre11a, nfkb1, ptgs2b, roraa, smad7","NON-NEURONAL PRODUCTION OF TNF EPITHELIAL IRRITATION; PRODUCTION OF NERVE GROWTH FACTOR  EPITHELIAL IRRITATION; NON-NEURONAL PRODUCTION OF IL-8/CXCL1 EPITHELIAL IRRITATION"
"GO:0048870","11","1.31220998696374","0.0879836091185857","5.5","agtr2, akt3a, cd63, gtpbp4, hdac6, ptgs2b, rock1, smad7, sox1b, tek, tradd","INCREASED MOTILITY"
"GO:0006633","4","1.42005109139797","0.140933865700006","13.79","cyp1a, fasn, lias, ptgs2b","SYNTHESIS DE NOVO FA; INCREASED DE NOVO FA SYNTHESIS; INCREASED DE NOVO FA SYNTHESIS"
"GO:0046983","8","1.44678503982132","0.207680697019681","4.06","clns1a, fasn, inhbb, nfkb1, odc1, ptgs2b, tfap2b, vapal","DIMERIZATION AHR/ARNT; REDUCED DIMERIZATION ARNT/HIF1-ALPHA"
"ABNORMALITY OF THE BLADDER","4","1.5082062762569","0.29499935363727","7.69","agtr2, nfia, scn1lab, smarcb1a","REDUCED POSTERIOR SWIM BLADDER INFLATION; REDUCED ANTERIOR SWIM BLADDER INFLATION; INCREASE URINARY BLADDER CALCULI"
"REGULATION OF CELL DEATH","17","1.61297888364708","0.0821645846973813","6.34","agtr2, casp8, cd36, ctsc, dhodh, hdac6, inhbb, mapk9, mre11a, mybl2b, nfkb1, nme2b.2, pa2g4b, tardbpl, tek, tfap2b, tradd","N/A CELL INJURY/DEATH"
"DECREASED BODY WEIGHT","12","1.66605298481029","0.086772679107913","5.31","agtr2, alg9, casp8, cyp24a1, dpm1, gria3b, hadh, hsd11b2, ndufv1, nfkb1, pomp, scn1lab","DECREASED BODY WEIGHT"
"GO:0001525","3","1.82532645720081","0.387677331196935","8.11","hdac6, igfbp2a, tek","REDUCTION ANGIOGENESIS; INCREASED ANGIOGENESIS"
"GO:0016310","11","1.90139427388419","0.0998643776159195","8.8","acvr2b, akt3a, csnk1e, mapk9, mapkapk5, nme2b.2, pfkpa, psmb7, riok1, rock1, tek","ACTIVATION SP1"
"ABNORMALITY OF REPRODUCTIVE SYSTEM PHYSIOLOGY","5","1.96499333103983","0.212894335211996","4.85","eif2b4, foxa2, gtf2h5, mre11a, smarcb1a","N/A IMPAIRMENT OF REPRODUCTIVE CAPACITY"
"GO:0001516","2","2.34389685742414","0.141759415518823","50","ptgs2a, ptgs2b","REDUCED PROSTAGLANDIN F2ALPHA SYNTHESIS OVARY; DECREASED PROSTAGLANDIN F2ALPHA SYNTHESIS OVARY"
"GO:0004666","2","2.34389685742414","0.141759415518823","50","ptgs2a, ptgs2b","INHIBITION CYCLOOXYGENASE ACTIVITY; INHIBITION CYCLOOXYGENASE 1 ACTIVITY"
"GO:0006954","11","2.4070391299644","0.0846967885575313","9.4","agtr2, cd36, ctsc, lias, nfkb1, ptger2a, ptgs2b, roraa, scn1lab, tek, tradd","INCREASE INFLAMMATION; INCREASE INFLAMMATION CORNEAL CELLS; INFILTRATION INFLAMMATORY CELLS; INCREASED INFLAMMATION; CHRONIC COUGH RESPIRATORY IRRITABILITY"
"GO:0003824","4","2.67268572557822","0.140756302328603","6.15","dhodh, lias, odc1, pfkpa","DECREASED DHB4/HSD17B4; DECREASE INCORPORATION OF ACTIVE IODIDE INTO IODOTYROSINES; INHIBITION PROLYL HYDROXYLASES; INHIBITION UROD; DECREASE AKT/ENOS ACTIVITY; INHIBITION DEIODINASE 2; INHIBITION DEIODINASE 1; INHIBITION IODOTYROSINE DEIODINASE IYD; INHIBITION DEIODINASE 3; INHIBITION DUAL OXIDASE; INDUCTION UPREGULATION OF GLUCURONYLTRANSFERASE ACTIVITY"
"GO:0000003","15","2.68240965384803","0.0382464161712985","7.39","casp8, cyp1a, dhodh, e2f7, eif2b4, hsd11b2, igfbp2a, igfbp7, inhbb, lfng, mre11a, pax5, ptgs2b, rpl39, ruvbl1","REDUCED REPRODUCTIVE SUCCESS; REPRODUCTIVE FAILURE"
"ABNORMAL NASAL MORPHOLOGY","14","2.69561524955943","0.0577268722753297","9.03","agtr2, akt3a, aldh6a1, alg9, ap1s2, ctsk, dpm1, hdac6, lfng, nfia, odc1, scn1lab, smarcb1a, tfap2b","INCREASE SITE OF CONTACT NASAL TUMORS"
"RESPONSE TO ESTRADIOL","3","2.8125656364384","0.21745180083103","10","casp8, cyp1a, igfbp2a","REDUCTION PLASMA 17BETA-ESTRADIOL CONCENTRATIONS"
"SQUAMOUS CELL CARCINOMA","2","2.89845477067395","0.0100863569599279","20","ctsc, gtf2h5","INCREASE PAPILLOMAS/CARCINOMAS SQUAMOUS CELLS; INCREASE RESPIRATORY OR SQUAMOUS METAPLASIA; SQUAMOUS METAPLASIA ABERRANT BASAL CELLS"
"GO:0007568","7","2.92873441431586","0.0646558018169028","8.14","akt3a, ctsc, cyp1a, igfbp2a, mapkapk5, pax5, ptgs2b","ACCELERATED AGING"
"GO:0044703","10","3.07109763773812","0.0469118133960331","8.62","cyp1a, dhodh, hsd11b2, igfbp2a, igfbp7, inhbb, pax5, ptgs2b, rpl39, ruvbl1","N/A REPRODUCTIVE FAILURE"
"PROSTAGLANDIN SYNTHESIS AND REGULATION","3","3.85880209963777","0.0838397328126661","11.54","hsd11b2, ptger2a, ptgs2b","REDUCTION PROSTAGLANDIN E2 CONCENTRATION; REDUCED PROSTAGLANDIN F2ALPHA CONCENTRATION PLASMA"
"LIPID METABOLISM PATHWAY","2","3.890055128705","0.0806032356303726","16.67","akt3a, fasn","DAMAGE LIPID BILAYER"
"GO:0009611","5","3.99005885934929","0.10001939633903","4.46","cd36, cyp1a, foxa2, gap43, inhbb","ACCUMULATION DAMAGED MITOCHONDRIAL DNA"
"GO:0043542","4","4.23175796724774","0.0485858623537364","11.43","agtr2, akt3a, ptgs2b, tek","INCREASED MIGRATION ENDOTHELIAL CELLS"
"ABNORMAL CORNEAL EPITHELIUM MORPHOLOGY","2","4.54456017364255","0.148202222660884","15.38","gtf2h5, scn1lab","INCREASED ACCUMULATION OF ALPHA2U MICROGLOBULIN PROXIMAL TUBULAR EPITHELIUM"
"IMMUNOLOGIC HYPERSENSITIVITY","4","4.97658929694535","0.0451520559277098","17.39","casp8, gtf2h5, odc1, ptger2a","INCREASE ALLERGIC RESPIRATORY HYPERSENSITIVITY RESPONSE"
"GO:0030728","2","5.08846536933016","0.0962868989727273","40","inhbb, ptgs2b","DECREASE OVULATION"
"HYPERACTIVITY","3","5.52991459639273","0.0569265986983566","6","agtr2, odc1, scn1lab","INDUCTION ATAXIA PARALYSIS OR HYPERACTIVITY; INCREASED ATAXIA PARALYSIS OR HYPERACTIVITY; N/A ATAXIA PARALYSIS OR HYPERACTIVITY"
"BREAST CANCER PATHWAY","3","5.70853094806594","0.0827536700464037","2.63","akt3a, mre11a, tcf7l1a","N/A BREAST CANCER"
"APOPTOSIS","3","6.17248028354648","0.0394419836666787","5.36","casp8, nfkb1, tradd","INCREASED APOPTOSIS ADENOMAS/CARCINOMAS FOLLICULAR CELL"
"GO:0050673","3","6.42222599832079","0.0979531212545415","3.66","akt3a, nme2b.2, tek","INCREASE REGENERATIVE CELL PROLIFERATION TUBULAR EPITHELIAL CELLS; INCREASE REGENERATIVE CELL PROLIFERATION TERMINAL BRONCHIOLAR EPITHELIAL CELLS"
"GO:0042060","3","6.55486131520827","0.0268903153637939","3.41","cd36, foxa2, gap43","FAILURE IN VASCULAR REPAIR MECHANISMS UNRESOLVED BLOOD LOSS HEMORRHAGE"
"GO:0019932","4","6.63428060471254","0.0505134914316946","6.56","agtr2, cd36, nme2b.2, ptger2a","INCREASED SECOND MESSENGER PRODUCTION"
"REGULATION OF WNT SIGNALING PATHWAY","6","8.19285983043417","0.00915480971105344","7.59","csnk1e, igfbp2a, nfkb1, psmb7, ruvbl1, tcf7l1a","INHIBITION WNT PATHWAY"
"GO:0019882","3","8.66050253190502","0.0253021211531305","5.08","ap1s2, cd36, psmb7","GENERATION OF NOVEL EPITOPES  ANTIGEN PRESENTATION"
