"","Num","POD","SD","%","Genes","KE"
"GO:0001935","3","0.0328260233546028","0.824194050473634","8.33","f3a, kdr, tek","INCREASED PROLIFERATION ENDOTHELIAL CELLS"
"GO:1904019","3","0.0347579006177459","0.831707431276131","13.64","kdr, tek, tgfbr2","DECREASE APOPTOSIS OF CILIATED EPITHELIAL CELLS"
"REGULATION OF WNT SIGNALING PATHWAY","5","0.0360072024107891","0.429392648377189","6.33","mapk14a, nfkb1, ppp2r1a, psmb4, ubr5","INHIBITION WNT PATHWAY"
"GO:0006954","11","0.0383467859973242","0.197187745511564","9.4","caspa, cebpb, ctsc, f3a, mapk14a, nfkb1, nppa, psmb4, sod1, tek, vcam1","INCREASE INFLAMMATION; INCREASE INFLAMMATION CORNEAL CELLS; INFILTRATION INFLAMMATORY CELLS; INCREASED INFLAMMATION; CHRONIC COUGH RESPIRATORY IRRITABILITY"
"UPPER MOTOR NEURON DYSFUNCTION","6","0.0554360740028098","0.375134808832043","1.27","bcap31, dnmt1, eif2b1, hsd17b10, sod1, tgfbr2","DECREASE HISTAMINERGIC NEURON EXCITATION; OCCURRENCE CYTOPLASMIC VACUOLIZATION BILE DUCT CELL; OCCURRENCE CYTOPLASMIC VACUOLIZATION KUPFFER CELL"
"ELECTRON TRANSPORT CHAIN","3","0.0598132826097634","0.849371404009416","4.41","gsr, ndufb2, uqcrfs1","DISRUPTION MITOCHONDRIAL ELECTRON TRANSPORT CHAIN"
"GO:0006936","4","0.0793106587810469","0.51199827134173","7.27","myl6, nppa, rock1, sod1","REDUCTION ABDOMINAL MUSCLE CONTRACTION; OVERACTIVATION MUSCLE CONTRACTION"
"GO:0044703","7","0.0801593051859731","0.287567231506889","6.03","bcap31, csnk2a2b, nppa, sod1, tgfb3, tgfbr2, thraa","N/A REPRODUCTIVE FAILURE"
"G VEGF SIGNALING PATHWAY","3","0.0805770162739327","0.656910203530784","14.29","casp9, kdr, mapk14a","REDUCED PRODUCTION VEGF"
"ABNORMAL RESPIRATORY SYSTEM MORPHOLOGY","7","0.0816331899440576","0.321197961906121","4.76","casp8, ctsc, nfkb1, psmb4, sod1, tgfb3, tgfbr2","INCREASED RESPIRATORY DISTRESS/ARREST"
"GO:0003707","4","0.0855999598158295","0.624802643454069","12.5","hnf4a, nr1i2, rxrbb, thraa","REDUCED MATURATION INDUCING STEROID RECEPTOR SIGNALLING OOCYTE"
"NUCLEAR RECEPTORS","4","0.0855999598158295","0.624802643454069","7.69","hnf4a, nr1i2, rxrbb, thraa","ACTIVATION HEPATIC NUCLEAR RECEPTORS"
"HEART DEVELOPMENT","7","0.0863177849567536","0.278353216158434","5.56","casp8, mapk14a, nppa, rock1, tek, tgfbr2, vcam1","ALTERED LARVAL DEVELOPMENT; IMPAIRED DEVELOPMENT"
"GO:0050673","4","0.0948615844335726","0.554830343861213","4.88","cebpb, f3a, kdr, tek","INCREASE REGENERATIVE CELL PROLIFERATION TUBULAR EPITHELIAL CELLS; INCREASE REGENERATIVE CELL PROLIFERATION TERMINAL BRONCHIOLAR EPITHELIAL CELLS"
"GO:0040011","8","0.100537798768105","0.224841268313205","3.52","f3a, kdr, mapk14a, rock1, slka, tek, tgfbr2, vcam1","INCREASED LOCOMOTION; INCREASED MUSCULAR WAVES IN FOOT; DECREASED LOCOMOTION"
"GO:0048870","8","0.100537798768105","0.224841268313205","4","f3a, kdr, mapk14a, rock1, slka, tek, tgfbr2, vcam1","INCREASED MOTILITY"
"GO:0005488","44","0.105758883471027","0.0413120747190823","4.09","adrb1, calb2b, casp8, caspa, cebpb, cpsf6, csnk2a2b, dhfr, dnmt1, eif2b1, fstb, fzd7a, glra4a, gsr, hnf4a, hoxb2a, kdr, mapk14a, mmp11b, myl6, ndufab1a, nek2, nfkb1, nppa, nr1i2, nr2f5, nvl, orc1, rad54l, rnf185, rock1, rxrbb, slka, sod1, srsf10b, ta, tek, tfap2b, tgfb3, tgfbr2, thraa, thrab, ubr5, uqcrfs1","INCREASED BINDING OF CHEMICALS TO 2U SERUM"
"REGULATION OF CELL DEATH","16","0.112843351793589","0.123497950235022","5.97","bcap31, casp8, casp9, caspa, cebpb, csnk2a2b, ctsc, dnmt1, kdr, nfkb1, slka, sod1, tek, tfap2b, tgfb3, thraa","N/A CELL INJURY/DEATH"
"GO:0072358","8","0.117865757878574","0.228469200728715","7.21","dnmt1, f3a, kdr, mapk14a, rock1, tek, tfap2b, tgfbr2","ALTERED CARDIOVASCULAR DEVELOPMENT/FUNCTION"
"GO:0045444","4","0.131972328246701","0.424693059918439","9.76","adrb1, cebpb, mapk14a, tfap2b","INCREASED ADIPOGENESIS"
"GO:0000003","13","0.159293309895831","0.13362101607158","6.4","bcap31, casp8, cebpb, csnk2a2b, hnf4a, mapk14a, nek2, nppa, rad54l, sod1, tgfb3, tgfbr2, thraa","REDUCED REPRODUCTIVE SUCCESS; REPRODUCTIVE FAILURE"
"DECREASED BODY WEIGHT","9","0.171263517374949","0.215020543568358","3.98","bcap31, casp8, nfkb1, orc1, pomp, psmb4, tgfb3, tgfbr2, uqcrfs1","DECREASED BODY WEIGHT"
"GO:0007568","9","0.171428046177354","0.205314682988006","10.47","casp9, ctsc, mapk14a, rad54l, slc32a1, sod1, tgfb3, tgfbr2, vcam1","ACCELERATED AGING"
"ABNORMAL LUNG MORPHOLOGY","5","0.176887919892155","0.427228445521885","3.91","casp8, ctsc, nfkb1, tgfb3, tgfbr2","INCREASE ADENOMAS/CARCINOMAS BRONCHIOLOALVEOLAR"
"OXIDATIVE STRESS","4","0.187098085317928","0.440276164477789","16.67","gsr, mapk14a, nfkb1, sod1","PROPAGATION OXIDATIVE STRESS; N/A OXIDATIVE STRESS; INCREASE OXIDATIVE STRESS / ACTIVATION PMK-1 P38 MAPK; INCREASED OXIDATIVE STRESS; INCREASE OXIDATIVE STRESS / ACTIVATION PMK-1 P38 MAPK; INCREASE ENERGETIC DEMANDS AND THEREFORE METABOLIC STRESS; INCREASED ENERGETIC DEMANDS AND THEREFORE METABOLIC STRESS"
"REGULATION OF PROTEOLYSIS","9","0.188845292521255","0.199276058375095","8.04","bcap31, casp8, casp9, caspa, csnk2a2b, ctsc, f3a, rnf185, rock1","IMPAIRED PROTEOSTASIS"
"GO:0019904","6","0.197944772347177","0.339207725865529","4.88","adrb1, casp8, casp9, caspa, srsf10b, thraa","N/A INTERFERENCES WITH SH-/SELEN-PROTEINS"
"GO:0006915","5","0.221658062686592","0.395457012996555","16.13","casp8, casp9, caspa, dap3, tgfbr2","CHANGES/INHIBITION CELLULAR HOMEOSTASIS AND APOPTOSIS; DECREASED APOPTOSIS EPITHELIAL CELLS; INCREASED APOPTOSIS DECREASED LEYDIG CELLS"
"GO:0046903","12","0.225496785278035","0.132226408541401","5.19","caspa, ctsc, hnf4a, mapk14a, nfkb1, nppa, pdia4, rock1, slc32a1, sod1, tfap2b, tgfb3","SUPPRESSION VLDL SECRETION; INCREASE MUCIN PRODUCTION; INCREASED SECRETION OF LOCAL GROWTH FACTORS"
"GO:0001775","11","0.251014425132525","0.155100089933326","5.61","casp8, cebpb, ctsc, mapk14a, nfkb1, nppa, rock1, sod1, tgfbr2, thoc1, vcam1","ACTIVATION DENDRITIC CELLS"
"GO:0030154","9","0.275434417057782","0.1796643029601","13.85","fstb, hnf4a, kdr, nr1i2, nr2f5, rxrbb, tgfbr2, thraa, thrab","DIFFERENTIATION OF MYOFIBROBLAST"
"GO:0004872","19","0.290504381889123","0.078432164466769","7.95","adora2ab, adrb1, f3a, fzd7a, glra4a, gria1a, gria3a, hnf4a, kdr, nppa, nr1i2, nr2f5, rxrbb, tacr1b, tek, tgfb3, tgfbr2, thraa, thrab","ACTIVATION PXR/SXR"
"GO:0009611","6","0.339929463246114","0.23832942666809","5.36","dhfr, f3a, hnf4a, sod1, tgfb3, tgfbr2","ACCUMULATION DAMAGED MITOCHONDRIAL DNA"
"GO:0001816","7","0.576374548844399","0.19751476822894","5.83","casp8, caspa, cebpb, mapk14a, nfkb1, sod1, tgfb3","NON-NEURONAL PRODUCTION OF TNF EPITHELIAL IRRITATION; PRODUCTION OF NERVE GROWTH FACTOR  EPITHELIAL IRRITATION; NON-NEURONAL PRODUCTION OF IL-8/CXCL1 EPITHELIAL IRRITATION"
"GO:0019932","5","0.68455603764886","0.0777479771833199","8.2","adrb1, bcap31, kdr, nppa, vcam1","INCREASED SECOND MESSENGER PRODUCTION"
"POSITIVE REGULATION OF GENE EXPRESSION","11","0.763938969242233","0.0990542150950335","6.08","casp8, caspa, cebpb, dnmt1, f3a, mapk14a, nfkb1, rock1, sod1, ubr5, znrd1","ALTERED GENE EXPRESSION"
"GO:0046983","8","0.946183732187881","0.0466385090742894","4.06","adrb1, cebpb, hnf4a, nfkb1, slka, sod1, tfap2b, tgfb3","DIMERIZATION AHR/ARNT; REDUCED DIMERIZATION ARNT/HIF1-ALPHA"
"HYPERACTIVITY","3","0.988848365698173","0.0213060062649036","6","bcap31, ppp2r1a, tgfbr2","INDUCTION ATAXIA PARALYSIS OR HYPERACTIVITY; INCREASED ATAXIA PARALYSIS OR HYPERACTIVITY; N/A ATAXIA PARALYSIS OR HYPERACTIVITY"
"GO:0005102","10","1.03599748805958","0.035753598474875","4.81","adrb1, bcap31, casp8, cebpb, hnf4a, kdr, nppa, tgfb3, tgfbr2, vcam1","DECREASED TESTOSTERONE BINDING TO ANDROGEN RECEPTOR HYPOTHALAMUS"
"GO:0042060","4","1.14151631271208","0.0510438689309672","4.55","f3a, hnf4a, tgfb3, tgfbr2","FAILURE IN VASCULAR REPAIR MECHANISMS UNRESOLVED BLOOD LOSS HEMORRHAGE"
"G TGF BETA SIGNALING PATHWAY","4","1.17174853986524","0.0460557320010154","5.88","ppp2r1a, rock1, tgfb3, tgfbr2","ACTIVATION TGF-BETA PATHWAY; UP REGULATION TGFBETA1 EXPRESSION"
"SOMATIC MUTATION","3","1.18363631209803","0.101913742774409","3.57","casp8, rad54l, tgfbr2","INCREASED INDUCED MUTATIONS IN CRITICAL GENES; INCREASE MUTATIONS; INCREASE MUTATIONS IN CRITICAL GENES"
"GO:0048856","3","1.24622796551686","0.0779843736457691","25","hnf4a, nr2f5, rxrbb","ALTERED NEUROANATOMY"
"ABNORMAL NASAL MORPHOLOGY","3","1.27826299652065","0.0614279305384553","1.94","nek2, ppp2r1a, tfap2b","INCREASE SITE OF CONTACT NASAL TUMORS"
"GO:0009790","11","1.34030833211006","0.0244931282978492","6.51","casp8, cebpb, dnmt1, hnf4a, hoxb2a, kdr, nek2, rock1, sod1, tgfb3, tgfbr2","DEFECT OF EMBRYOGENESIS"
"GO:0007249","4","1.40928334691814","0.0539604542127927","9.3","casp8, caspa, nfkb1, rock1","INHIBITION NUCLEAR FACTOR KAPPA B NF-KB"
"GO:0016209","2","1.63552501912123","0.0752666505598243","18.18","gsr, sod1","OXIDATION GLUTATHIONE"
"GLUTATHIONE METABOLIC PROCESS","2","1.63552501912123","0.0752666505598243","20","gsr, sod1","GLUTATHIONE SYNTHESIS; GLUTATHIONE HOMEOSTASIS"
"APOPTOSIS","4","1.64912801029059","0.0377448041995542","7.14","casp8, casp9, caspa, nfkb1","INCREASED APOPTOSIS ADENOMAS/CARCINOMAS FOLLICULAR CELL"
"HEPATOCELLULAR CARCINOMA","2","1.67865978872874","0.110450449095093","15.38","casp8, tgfbr2","FORMATION HEPATOCELLULAR AND BILE DUCT TUMORS; INCREASE ADENOMAS/CARCINOMAS HEPATOCELLULAR; TUMORIGENESIS HEPATOCELLULAR CARCINOMA"
"SMOOTH MUSCLE CELL PROLIFERATION","3","1.78463327460228","0.0530010671906084","11.54","dnmt1, tgfb3, tgfbr2","HYPERTROPHY/HYPERPLASIA SMOOTH MUSCLE"
"GO:0006305","2","2.28456593519593","0.000638501594646572","66.67","cebpb, dnmt1","ALKYLATION DNA; FORMATION PRO-MUTAGENIC DNA ADDUCTS"
