"","Num","POD","SD","%","Genes","KE"
"DECREASED BODY WEIGHT","12","0.658469320094226","0.169085332614618","5.31","aldh18a1, cdc45, gli1, gli2a, hsd11b2, igf1ra, ndufs6, pdx1, pola1, rps10, scn1lab, thrb","DECREASED BODY WEIGHT"
"GO:0042060","3","0.710464936591476","1.1253451997512","3.41","anxa1a, erbb2, smad2","FAILURE IN VASCULAR REPAIR MECHANISMS UNRESOLVED BLOOD LOSS HEMORRHAGE"
"GO:0046562","3","0.747460378109874","0.864970310533661","11.11","eno1a, pck2, tpi1b","DECREASED GLUCOSE OXIDASE ENZYME ACTIVITY"
"GO:0016310","4","0.764207866054558","0.560683460637684","3.2","aldh18a1, erbb2, fgfr4, igf1ra","ACTIVATION SP1"
"GO:0001775","13","0.886915326874205","0.168891737001181","6.63","anxa1a, atp6v0ca, cfd, erbb2, gli2a, igf2a, prmt5, ptprb, smo, sod1, tcf7, unga, vcam1","ACTIVATION DENDRITIC CELLS"
"ABNORMALITY OF THE ABDOMINAL ORGANS","5","0.977158075744451","0.349437891288606","2.96","mcm4, ndufs6, pck2, pdx1, tpi1b","IMPAIRED DEVELOPMENT OF REPRODUCTIVE ORGANS"
"ABNORMALITY OF THE LIVER","5","0.977158075744451","0.349437891288606","0.67","mcm4, ndufs6, pck2, pdx1, tpi1b","INCREASED INDUCTION OF UDPGT'S IN LIVER; INCREASED LIVER STEATOSIS; INCREASED LIVER STEATOSIS; N/A HEPATOTOXICITY HEPATOPATHY INCLUDING A CONSTELLATION OF OBSERVABLE EFFECTS; INDUCTION SUSTAINED HEPATOTOXICITY"
"GO:0006281","5","1.29681973950925","0.310189156989053","5.88","cdc45, mcm4, ogg1, pola1, unga","N/A INSUFFICIENT OR INCORRECT DNA REPAIR; INCREASED INSUFFICIENT REPAIR OR MIS-REPAIR OF PRO-MUTAGENIC DNA ADDUCTS; OVERWHELMED MITOCHONDRIAL DNA REPAIR MECHANISMS; INCREASED DNA DAMAGE-REPAIR"
"REGULATION OF CELL DEATH","13","1.31025244465936","0.150263579219593","4.85","adcyap1b, anxa1a, caspa, eif2s1b, eno1a, gli2a, igf1ra, ogg1, pdx1, smo, sod1, unga, vegfaa","N/A CELL INJURY/DEATH"
"GO:0072358","6","1.37893932326901","0.352186241650904","5.41","anxa1a, erbb2, ndufs6, ptprb, smad1, smo","ALTERED CARDIOVASCULAR DEVELOPMENT/FUNCTION"
"GO:0005102","9","1.38825848591328","0.246606099979847","4.33","adcyap1b, adrb1, anxa1a, erbb2, igf1ra, igf2a, smad2, smo, vcam1","DECREASED TESTOSTERONE BINDING TO ANDROGEN RECEPTOR HYPOTHALAMUS"
"GO:0005488","63","1.6491385694408","0.027746474278437","5.86","acadl, adcyap1b, adrb1, aldh18a1, anxa1a, atp5g3a, bcl2a, caspa, cdc45, chrna1, cyc1, cyp2y3, dnaja2, eif2s1b, eif4e2rs1, eno1a, erbb2, fgfr4, fzd7a, gli1, gli2a, gsr, igf1ra, igf2a, mcm4, nup35, nvl, ogg1, orc3, pck2, pdx1, per2, plod1a, pola1, polr3h, pparaa, prpf4, psmd4b, ptpn4b, ptprb, rpl24, rpl7a, rps10, rxrab, sf3a1, sirt3, smad1, smad2, smo, snrpc, sod1, ssbp1, ta, tcf7, thrb, timp2b, tmsb4x, tpi1b, u2af2b, ube2d1a, ube2ia, usf1l, vegfaa","INCREASED BINDING OF CHEMICALS TO 2U SERUM"
"REGULATION OF PROTEOLYSIS","4","1.73860000481745","0.624991794010135","3.57","caspa, eno1a, fgfr4, vegfaa","IMPAIRED PROTEOSTASIS"
"GO:0004872","13","1.83909799256221","0.12788707339747","5.44","adcyap1b, adrb1, chrna1, erbb2, fgfr4, fzd7a, igf1ra, igf2a, pparaa, rxrab, smo, thrb, vegfaa","ACTIVATION PXR/SXR"
"PYRUVATE METABOLIC PROCESS","5","1.84299762335413","0.38693172396742","8.93","eno1a, nup35, nup50, pck2, tpi1b","INHIBITION 4-HYDROXYPHENYL-PYRUVATE DIOXYGENASE HPPD ENZYME"
"ABNORMAL CIRCULATING ESTROGEN LEVEL","2","2.02965622494139","0.0492722721285158","14.29","polr3h, smo","INCREASED CIRCULATING ESTROGEN LEVELS"
"GO:0046983","14","2.13183399310409","0.152519409257519","7.11","adrb1, anxa1a, eno1a, erbb2, gstm, nudt5, nup35, pdx1, plod1a, prmt5, smad2, snrpc, sod1, tpi1b","DIMERIZATION AHR/ARNT; REDUCED DIMERIZATION ARNT/HIF1-ALPHA"
"HEART DEVELOPMENT","8","2.80425754697324","0.242983710828096","6.35","erbb2, gli1, gli2a, smad1, smad2, smo, vcam1, vegfaa","ALTERED LARVAL DEVELOPMENT; IMPAIRED DEVELOPMENT"
"ABNORMALITY OF ADRENAL PHYSIOLOGY","3","2.84437763167564","0.0624884804196573","3.26","hsd11b2, mcm4, smo","INCREASE RENAL PATHOLOGY DUE TO VTG DEPOSITION; DECREASED RENAL ABILITY TO DILUTE URINE; OCCURRENCE KIDNEY TOXICITY; INCREASED KIDNEY FAILURE"
"ABNORMAL HYPOTHALAMUS PHYSIOLOGY","2","2.90204247246834","0.159072717592978","22.22","gli2a, smo","REDUCED PROSTAGLANDIN E2 CONCENTRATION HYPOTHALAMUS; DECREASE E2 BLOOD CONCENTRATIONS AT HYPOTHALAMUS"
"ABNORMAL PROLACTIN LEVEL","2","2.90204247246834","0.159072717592978","25","gli2a, smo","DECREASED PROLACTIN"
"PEPTIDYL LYSINE MODIFICATION","5","3.08052909172711","0.31187344001649","7.04","nup35, nup50, plod1a, sirt3, ube2ia","N/A COVALENT BINDING TO PROTEIN POSSIBLY LYSINE RESIDUE"
"GO:0048856","2","3.67546488095015","0.0125289363326912","16.67","igf1ra, rxrab","ALTERED NEUROANATOMY"
"GO:0007568","7","3.88903693244295","0.305462405375548","8.14","eif2s1b, ndufs6, ogg1, pdx1, sirt3, sod1, vcam1","ACCELERATED AGING"
"GO:0003824","3","5.98374605019168","0.043508423144304","4.62","aldh18a1, ogg1, tpi1b","DECREASED DHB4/HSD17B4; DECREASE INCORPORATION OF ACTIVE IODIDE INTO IODOTYROSINES; INHIBITION PROLYL HYDROXYLASES; INHIBITION UROD; DECREASE AKT/ENOS ACTIVITY; INHIBITION DEIODINASE 2; INHIBITION DEIODINASE 1; INHIBITION IODOTYROSINE DEIODINASE IYD; INHIBITION DEIODINASE 3; INHIBITION DUAL OXIDASE; INDUCTION UPREGULATION OF GLUCURONYLTRANSFERASE ACTIVITY"
"GO:0030154","4","6.12580846694448","0.182604829978492","6.15","pparaa, rxrab, thrb, vegfaa","DIFFERENTIATION OF MYOFIBROBLAST"
"GO:0016055","3","7.37220790414934","0.144709374985093","13.04","fzd7a, ta, tcf7","ALTERATION WNT PATHWAY"
"ABNORMALITY OF REPRODUCTIVE SYSTEM PHYSIOLOGY","5","7.7222757336195","0.129133600242494","4.85","gli2a, pola1, polr3h, prpf4, smo","N/A IMPAIRMENT OF REPRODUCTIVE CAPACITY"
"BREAST CANCER PATHWAY","3","8.18797264059907","0.227322787328518","2.63","erbb2, igf1ra, tcf7","N/A BREAST CANCER"
"CYTOPLASMIC RIBOSOMAL PROTEINS","3","8.27090385433245","0.138143778368849","2.08","rpl24, rpl7a, rps10","OCCURRENCE CYTOPLASMIC VACUOLIZATION PODOCYTE"
"ABNORMALITY OF THE PITUITARY GLAND","5","8.4082146695119","0.140777734040734","10.42","gli2a, pola1, polr3h, smo, thrb","INCREASED ADENOMAS PITUITARY"
"GO:0008213","2","9.51814863339322","0.581320147777792","28.57","prmt5, unga","ALKYLATION PROTEIN"
"ELECTRON TRANSPORT CHAIN","3","12.0150921734808","0.129021222916137","4.41","cyc1, gsr, ndufs6","DISRUPTION MITOCHONDRIAL ELECTRON TRANSPORT CHAIN"
"GO:0019932","4","12.1915431266596","0.195083375381901","6.56","adcyap1b, adrb1, pdx1, vcam1","INCREASED SECOND MESSENGER PRODUCTION"
"GO:0006412","3","14.3721606641028","0.205288355903327","2.78","eif2s1b, eif4e2rs1, rpl24","ALTERED PROTEIN PRODUCTION"
"GO:0030163","4","16.4903843076508","0.143038051448195","2.61","anapc10, psmb5, psmd4b, ube2ia","INCREASED CATABOLISM OF MUSCLE PROTEIN"
"GO:0045333","3","19.7695718541372","0.206539006060182","4.17","cyc1, ndufs6, sirt3","INCREASE OXIDATIVE METABOLISM"
"GO:0019904","5","28.5180702540073","0.0983275462572986","4.07","adrb1, caspa, smad2, u2af2b, ube2ia","N/A INTERFERENCES WITH SH-/SELEN-PROTEINS"
