"","Num","POD","SD","%","Genes","KE"
"GO:0007269","4","0.633404929345108","0.218477208139799","16","cacna1ba, chrm2a, slc18a2, slc32a1","OVERACTIVATION NEURONOTRANSMITTER RELEASE"
"GO:0044703","15","0.653975383358678","0.0949749113315362","12.93","bmp4, cad, cyp1a, E2F1, foxa3, h2afx, hsd11b2, mdka, mmp9, ncoa1, pparda, ptena, ptgs2b, rpl39, th","N/A REPRODUCTIVE FAILURE"
"GO:0030163","9","0.658676090623308","0.102329794779915","5.88","chek2, ctsc, cyp51, fzr1a, hdac6, hpse, mdm2, nfe2l2a, ptena","INCREASED CATABOLISM OF MUSCLE PROTEIN"
"GO:0060291","3","0.659994999872743","0.191707331320568","21.43","adora1, prkcz, ptena","DECREASED LONG-TERM POTENTIATION LTP"
"LUNG FIBROSIS","3","0.728067382045338","0.271018139607011","8.33","CT826376.2, mmp9, nfe2l2a","LUNG FIBROSIS"
"GO:0050805","3","0.77853823675824","0.199838093694124","17.65","adora1, ptena, ptgs2b","INCREASED NEURONAL SYNAPTIC INHIBITION"
"GO:0006636","2","0.829848437680145","0.12526464412835","16.67","ptges3a, ptgs2b","UP REGULATION UNSATURATED FATTY ACID"
"HEART DEVELOPMENT","9","0.878297949201754","0.205964471443878","7.14","bmp4, cad, pparab, ptena, smad2, tbx1, th, tp53, whsc1","ALTERED LARVAL DEVELOPMENT; IMPAIRED DEVELOPMENT"
"GO:0019904","14","0.887977124066691","0.103396591487745","11.38","adrb1, bc2, foxa1, foxa3, gata1a, mdm2, nfe2l2a, oprm1, pparab, ptena, rfc1, smad2, th, tp53","N/A INTERFERENCES WITH SH-/SELEN-PROTEINS"
"GO:0048870","21","0.888656137615249","0.0605601380777973","10.5","adora1, agtr1a, bmp4, CT826376.2, gtpbp4, hdac6, krt8, mdka, mdm2, mmp9, nfe2l2a, pparda, prkcz, ptena, ptgs2b, rras, sema3d, serpine1, tbx1, tp53, tubb2","INCREASED MOTILITY"
"REGULATION OF POTASSIUM ION TRANSPORT","3","0.905143969586201","0.214082613916881","18.75","adora1, atp1b1b, ptena","INHIBITION ETHER-A-GO-GO ERG VOLTAGE-GATED POTASSIUM CHANNEL"
"GO:0001816","11","0.91147371961853","0.0917778349681912","9.17","cd36, CT826376.2, hpse, mdka, nfkb1, nfkb2, prkcz, ptgs2b, roraa, seh1l, serpine1","NON-NEURONAL PRODUCTION OF TNF EPITHELIAL IRRITATION; PRODUCTION OF NERVE GROWTH FACTOR  EPITHELIAL IRRITATION; NON-NEURONAL PRODUCTION OF IL-8/CXCL1 EPITHELIAL IRRITATION"
"GO:0040011","23","0.914058644520471","0.0532056007867924","10.13","adora1, agtr1a, bc2, bmp4, CT826376.2, gtpbp4, hdac6, krt8, mdka, mdm2, mmp9, nfe2l2a, pparda, ppid, prkcz, ptena, ptgs2b, rras, sema3d, serpine1, tbx1, tp53, tubb2","INCREASED LOCOMOTION; INCREASED MUSCULAR WAVES IN FOOT; DECREASED LOCOMOTION"
"GO:0007588","3","0.926495092600635","0.30720986025369","21.43","adora1, agtr1a, mdka","INCREASE BILIARY EXCRETION TH GLUCURONIDE"
"CYTOPLASMIC RIBOSOMAL PROTEINS","4","0.944266757341632","0.225242989762994","2.78","rpl15, rpl39, rps11, rps8a","OCCURRENCE CYTOPLASMIC VACUOLIZATION PODOCYTE"
"GO:0005488","89","0.967752116278972","0.0141179284015261","8.27","abcb7, adrb1, arntl1b, bmp4, cad, cdc7, chek2, cisd1, cpsf1, CT826376.2, ctps1a, cyp17a1, cyp1a, cyp51, E2F1, e2f8, eif3i, exosc9, foxa1, foxa3, foxo1a, fzr1a, gata1a, GSK3B_2of2, gtpbp4, h2afx, hdac6, hmx2, hoxb2a, hoxb3a, hoxb5a, hoxb5b, impdh1b, ivd, lig3, mdka, mdm2, mmp9, nat10, ncoa1, nfe2l2a, nfia, nfkb1, nfkb2, nol6, nr1h3, oprm1, pak2b, patl1, pck2, pold2, pole4, pparab, pparda, ppid, prkcz, ptges3a, ptgs2a, ptgs2b, qars, raf1a, roraa, rpa1, rpl15, rras, rrm2, rxrgb, sae1, sec23b, sema3d, sf3a2, sf3a3, sfrp1b, smad2, smc3, snrpc, snrpd3l, sox1a, srprb, ssbp1, tbx1, tfap2a, th, tp53, trh, tuba8l3, tuba8l4, tubb2, whsc1","INCREASED BINDING OF CHEMICALS TO 2U SERUM"
"OXIDATIVE STRESS","3","0.985793779427613","0.0812788070313349","12.5","cyp1a, nfe2l2a, nfkb1","PROPAGATION OXIDATIVE STRESS; N/A OXIDATIVE STRESS; INCREASE OXIDATIVE STRESS / ACTIVATION PMK-1 P38 MAPK; INCREASED OXIDATIVE STRESS; INCREASE OXIDATIVE STRESS / ACTIVATION PMK-1 P38 MAPK; INCREASE ENERGETIC DEMANDS AND THEREFORE METABOLIC STRESS; INCREASED ENERGETIC DEMANDS AND THEREFORE METABOLIC STRESS"
"GO:0009653","2","1.00529742616811","0.227421664407448","40","foxa1, foxa3","INCREASED DEVELOPMENTAL DEFECTS"
"GO:0001775","18","1.01916510928946","0.0457389548514535","9.18","bmp4, cd36, cfd, CT826376.2, ctsc, gata1a, hpse, impdh1b, krt8, mdka, mmp9, nfkb1, nfkb2, nr1h3, prkcz, roraa, tp53, whsc1","ACTIVATION DENDRITIC CELLS"
"GO:0006936","4","1.02255750714318","0.149043675773556","7.27","adora1, chrm2a, hspb6, ptgs2b","REDUCTION ABDOMINAL MUSCLE CONTRACTION; OVERACTIVATION MUSCLE CONTRACTION"
"GO:0043542","4","1.04274510510548","0.0832957466819697","11.43","bmp4, nfe2l2a, ptena, ptgs2b","INCREASED MIGRATION ENDOTHELIAL CELLS"
"POSITIVE REGULATION OF GENE EXPRESSION","20","1.04827606813433","0.0401441959115309","11.05","bmp4, cd36, CT826376.2, E2F1, hmx2, hpse, mdka, nat10, nfe2l2a, nfkb1, nfkb2, polr2gl, prkcz, ptena, ptgs2b, roraa, serpine1, tfap2a, tp53, whsc1","ALTERED GENE EXPRESSION"
"GLUCOCORTICOID RECEPTOR PATHWAY","4","1.07483659660559","0.122480074475853","16.67","cdkn1ca, nfkb2, ptges3a, ptgs2b","ACTIVATION GLUCOCORTICOID RECEPTOR"
"GO:0006633","4","1.07922833736862","0.0502088731817014","13.79","cyp1a, nr1h3, ptges3a, ptgs2b","SYNTHESIS DE NOVO FA; INCREASED DE NOVO FA SYNTHESIS; INCREASED DE NOVO FA SYNTHESIS"
"GO:0072358","16","1.1036332534792","0.0542946188731073","14.41","agtr1a, bmp4, CT826376.2, e2f8, hoxb3a, hpse, hspb6, mdka, mdm2, nfe2l2a, ptena, ptgs2b, roraa, rras, serpine1, tbx1","ALTERED CARDIOVASCULAR DEVELOPMENT/FUNCTION"
"GO:0046983","23","1.1468421177373","0.0589611000879607","11.68","adora1, adrb1, agtr1a, chek2, cpox, E2F1, e2f8, h2afx, hpse, hspb6, ncoa1, nfkb1, pole4, ptgs2b, rrm2, sae1, smad2, smc3, snrpc, tbx1, tfap2a, tp53, tubb2","DIMERIZATION AHR/ARNT; REDUCED DIMERIZATION ARNT/HIF1-ALPHA"
"GO:0001935","3","1.20835429065431","0.264480866310391","8.33","agtr1a, bmp4, mdka","INCREASED PROLIFERATION ENDOTHELIAL CELLS"
"GO:0042116","3","1.22944630020206","0.0964300943529404","20","ctsc, nr1h3, roraa","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS"
"GO:0001525","4","1.28456358527866","0.193660447151863","10.81","CT826376.2, hdac6, hs6st2, nfkb2","REDUCTION ANGIOGENESIS; INCREASED ANGIOGENESIS"
"GO:0032964","2","1.30279486952716","0.39077320871296","20","bmp4, pparda","ACCUMULATION COLLAGEN; EXPRESSION OF COLLAGEN"
"GO:0046903","29","1.30858132394395","0.0284626551447158","12.55","adora1, agtr1a, bc2, cacna1ba, cad, cd36, cfd, chrm2a, CT826376.2, ctsc, cyp51, hpse, impdh1b, mdka, mmp9, ncoa1, nfkb1, nr1h3, oprm1, pparda, ppid, prkcz, serpine1, slc18a2, slc32a1, smad2, trh, tuba8l3, tuba8l4","SUPPRESSION VLDL SECRETION; INCREASE MUCIN PRODUCTION; INCREASED SECRETION OF LOCAL GROWTH FACTORS"
"GO:0042446","3","1.31724857354023","0.128036413777439","10.71","cyp17a1, hsd11b2, nfkb1","INCREASE LUTEINIZING HORMONE LH; REPRESSED EXPRESSION OF STEROIDOGENIC ENZYMES"
"GLUTATHIONE METABOLIC PROCESS","2","1.31774901592812","0.0473856283643529","20","gstt1a, nfe2l2a","GLUTATHIONE SYNTHESIS; GLUTATHIONE HOMEOSTASIS"
"GO:0006629","20","1.3361882974127","0.0633595226923876","9.71","adora1, agtr1a, alg9, cd36, cyp17a1, cyp1a, cyp51, hsd11b2, ivd, ncoa1, nfkb1, nr1h3, pck2, pparab, pparda, ptena, ptges3a, ptgs2b, roraa, th","ALTERATION LIPID METABOLISM"
"ABNORMALITY OF THE PITUITARY GLAND","5","1.3617724037379","0.111049321412601","10.42","bmp4, cdkn1ca, cyp17a1, nfkb2, tp53","INCREASED ADENOMAS PITUITARY"
"GO:0010463","2","1.3862998796646","0.409851759955662","16.67","bmp4, tbx1","INCREASED PROLIFERATION OF MESENCHYMAL CELLS"
"GO:0004872","18","1.39186825212642","0.0340287824300736","7.53","adora1, adrb1, agtr1a, bmp4, chrm2a, CT826376.2, grm1b, mdka, nr1h3, opn1mw2, opn1sw2, oprm1, pparab, pparda, roraa, rxrgb, sema3d, trh","ACTIVATION PXR/SXR"
"APOPTOSIS","3","1.4396733121115","0.161319701147934","5.36","mdm2, nfkb1, tp53","INCREASED APOPTOSIS ADENOMAS/CARCINOMAS FOLLICULAR CELL"
"ABNORMALITY OF THE WING OF THE ILIUM","2","1.45279228606508","0.206214580155726","33.33","gata1a, hdac6","INCREASED DEFORMED WING VIRUS LEVELS"
"SMOOTH MUSCLE CELL PROLIFERATION","3","1.45289797206343","0.176428310319911","11.54","bmp4, mmp9, ptena","HYPERTROPHY/HYPERPLASIA SMOOTH MUSCLE"
"GO:0050663","3","1.50167214075588","0.228383559554809","10","cd36, mdka, prkcz","RELEASE CYTOKINE"
"GO:0042060","13","1.5359434009223","0.0770252504365131","14.77","cd36, CT826376.2, gata1a, hpse, mdka, nfe2l2a, oprm1, pparab, pparda, ptena, serpine1, smad2, tp53","FAILURE IN VASCULAR REPAIR MECHANISMS UNRESOLVED BLOOD LOSS HEMORRHAGE"
"GO:0009611","14","1.54006935034731","0.0687182104327688","12.5","cd36, CT826376.2, cyp1a, gata1a, hpse, mdka, nfe2l2a, oprm1, pparab, pparda, ptena, serpine1, smad2, tp53","ACCUMULATION DAMAGED MITOCHONDRIAL DNA"
"REGULATION OF CELL DEATH","27","1.55039192213807","0.0203381946294697","10.07","adora1, bc2, bmp4, cd36, chek2, CT826376.2, ctsc, E2F1, foxa1, gata1a, hdac6, hspb6, mdka, mdm2, mmp9, ncoa1, nfe2l2a, nfkb1, pparab, ppid, prkcz, ptena, qars, serpine1, tbx1, tfap2a, tp53","N/A CELL INJURY/DEATH"
"GO:0006412","6","1.56883265740218","0.130766837905587","5.56","eif3i, qars, rpl15, rpl39, rps11, rps8a","ALTERED PROTEIN PRODUCTION"
"LYMPHOCYTE APOPTOTIC PROCESS","3","1.59071573485467","0.192094974795989","37.5","bmp4, ptena, tp53","DECREASED LYMPHOCYTES"
"CTOME IKBA VARIANT LEADS TO EDA ID","2","1.62248971375722","0.34247243587172","50","nfkb1, nfkb2","INDUCTION IKB INHIBITORY PROTEIN"
"GO:0005102","16","1.63375077648953","0.0442179454030259","7.69","adora1, adrb1, agtr1a, bmp4, cd36, CT826376.2, mdka, mdm2, ncoa1, ppid, ptena, sema3d, serpine1, smad2, tp53, trh","DECREASED TESTOSTERONE BINDING TO ANDROGEN RECEPTOR HYPOTHALAMUS"
"GO:0001516","2","1.6477534221837","0.0853778284897238","50","ptgs2a, ptgs2b","REDUCED PROSTAGLANDIN F2ALPHA SYNTHESIS OVARY; DECREASED PROSTAGLANDIN F2ALPHA SYNTHESIS OVARY"
"GO:0004666","2","1.6477534221837","0.0853778284897238","50","ptgs2a, ptgs2b","INHIBITION CYCLOOXYGENASE ACTIVITY; INHIBITION CYCLOOXYGENASE 1 ACTIVITY"
"GO:0030154","9","1.65995263029648","0.0554992469990979","13.85","foxa1, foxa3, hs6st2, nr1h3, pparab, pparda, rxrgb, sema3d, sox1a","DIFFERENTIATION OF MYOFIBROBLAST"
"ARYL HYDROCARBON RECEPTOR PATHWAY","4","1.68569985310376","0.123530892929301","8.33","cyp1a, ncoa1, nfe2l2a, ptges3a","UP REGULATION CYP1A1; ACTIVATION AHR"
"GO:0030331","2","1.71676454794168","0.477337386676068","22.22","ncoa1, ppid","INCREASED ER BINDING TO DNA CLASSICAL PATHWAY; INCREASED ER BINDING TO TF TO DNA NON-CLASSICAL PATHWAY"
"ABNORMALITY OF REPRODUCTIVE SYSTEM PHYSIOLOGY","9","1.71785013085841","0.0574888124480777","8.74","bmp4, cdkn1ca, cyp17a1, impdh1b, mdm2, rras, serpine1, smc3, tp53","N/A IMPAIRMENT OF REPRODUCTIVE CAPACITY"
"NUCLEAR RECEPTORS","4","1.75174705804705","0.125590521177918","7.69","nr1h3, pparab, roraa, rxrgb","ACTIVATION HEPATIC NUCLEAR RECEPTORS"
"REGULATION OF PROTEOLYSIS","10","1.75542160233132","0.0464084161738598","8.93","ctsc, fzr1a, hdac6, mdm2, mmp9, nfe2l2a, nr1h3, ptena, serpine1, tp53","IMPAIRED PROTEOSTASIS"
"GO:0045444","6","1.77479156532852","0.0499805160078141","14.63","adrb1, E2F1, hdac6, pparda, ptgs2b, roraa","INCREASED ADIPOGENESIS"
"GO:0007249","5","1.83056068775522","0.121463725420685","11.63","cd36, golt1bb, nfkb1, nfkb2, roraa","INHIBITION NUCLEAR FACTOR KAPPA B NF-KB"
"GO:1904019","5","1.83498440838145","0.112523272198047","22.73","E2F1, krt8, mdka, nfe2l2a, serpine1","DECREASE APOPTOSIS OF CILIATED EPITHELIAL CELLS"
"GO:0006954","19","1.84530024707732","0.03192463917117","16.24","adora1, agtr1a, cd36, CT826376.2, ctsc, mdka, mmp9, nfe2l2a, nfkb1, nfkb2, nr1h3, oprm1, pparab, pparda, prkcz, ptgs2b, roraa, seh1l, serpine1","INCREASE INFLAMMATION; INCREASE INFLAMMATION CORNEAL CELLS; INFILTRATION INFLAMMATORY CELLS; INCREASED INFLAMMATION; CHRONIC COUGH RESPIRATORY IRRITABILITY"
"GO:0016310","7","1.87774116806408","0.074222026679547","5.6","cdc7, cdkn1ca, chek2, GSK3B_2of2, pak2b, prkcz, raf1a","ACTIVATION SP1"
"ABNORMALITY OF THE OVARY","7","1.88897917460398","0.0558509664575489","12.28","bmp4, chek2, cyp17a1, mdm2, ptena, sec23b, tp53","REDUCED PROSTAGLANDINS OVARY"
"GO:0050673","8","1.94326971517052","0.0730689223022231","9.76","agtr1a, bmp4, cdkn1ca, krt8, mdka, pparda, ptena, tbx1","INCREASE REGENERATIVE CELL PROLIFERATION TUBULAR EPITHELIAL CELLS; INCREASE REGENERATIVE CELL PROLIFERATION TERMINAL BRONCHIOLAR EPITHELIAL CELLS"
"BLADDER CANCER","4","1.97216054029055","0.097343844444313","9.52","E2F1, mdm2, mmp9, tp53","INCREASE CANCER"
"DECREASED BODY WEIGHT","22","1.98024480595907","0.0199628832195551","9.73","alg9, atp6v1e1b, bmp4, cacna1ba, cdkn1ca, chek2, cyp17a1, exosc9, gata1a, hsd11b2, nfe2l2a, nfkb1, nfkb2, nup188, ptena, rpl15, sec23b, sema3d, smc3, tbx1, tp53, whsc1","DECREASED BODY WEIGHT"
"GO:0006898","3","2.02753813470021","0.385771093346633","7.89","cd36, CT826376.2, serpine1","REDUCTION VITELLOGENIN ACCUMULATION INTO OOCYTES AND OOCYTE GROWTH/DEVELOPMENT; INCREASED LDL UPTAKE"
"PURE RED CELL APLASIA","3","2.02890489296943","0.136292625399132","15","gata1a, rpl15, tp53","N/A METHEMOGLOBINEMIA DECREASED HEMOGLOBIN HEMATOCRIT RED BLOOD CELL NUMBER"
"DNA DAMAGE RESPONSE","6","2.04975385607554","0.0771442371685719","10.34","chek2, E2F1, h2afx, mdm2, rfc1, tp53","INCREASED DNA DAMAGE-REPAIR"
"ABNORMAL CIRCULATING RENIN","2","2.07288501072127","0.124944485914272","33.33","cyp17a1, hsd11b2","REDUCTION GONADOTROPINS CIRCULATING CONCENTRATIONS"
"GO:0003707","5","2.12950997965238","0.0949184855214991","15.62","nr1h3, pparab, pparda, roraa, rxrgb","REDUCED MATURATION INDUCING STEROID RECEPTOR SIGNALLING OOCYTE"
"ABNORMAL RESPIRATORY SYSTEM MORPHOLOGY","16","2.16485447046656","0.0272929704253411","10.88","agtr1a, alg9, atp6v1e1b, cacna1ba, chek2, ctsc, exosc9, mdm2, nfe2l2a, nfkb1, nfkb2, ptena, rras, tbx1, tp53, whsc1","INCREASED RESPIRATORY DISTRESS/ARREST"
"ABNORMAL LUNG MORPHOLOGY","16","2.16485447046656","0.0272929704253411","12.5","agtr1a, alg9, atp6v1e1b, cacna1ba, chek2, ctsc, exosc9, mdm2, nfe2l2a, nfkb1, nfkb2, ptena, rras, tbx1, tp53, whsc1","INCREASE ADENOMAS/CARCINOMAS BRONCHIOLOALVEOLAR"
"IMMUNOLOGIC HYPERSENSITIVITY","3","2.16911431602764","0.214654302903915","13.04","cdkn1ca, nfkb2, tbx1","INCREASE ALLERGIC RESPIRATORY HYPERSENSITIVITY RESPONSE"
"ABNORMAL LACTATE DEHYDROGENASE LEVEL","3","2.20962393443295","0.14075005965444","33.33","chek2, gata1a, tp53","DOWN REGULATION GULCOSE-6-PHOSPHATE DEHYDROGENASE"
"INCREASED SUSCEPTIBILITY TO FRACTURES","4","2.23159231195016","0.0862182242546654","11.43","chek2, gata1a, ptena, tp53","INCREASED DISEASE SUSCEPTIBILITY"
"GO:0019932","5","2.25221164254015","0.173197489712427","8.2","adrb1, agtr1a, cd36, CT826376.2, oprm1","INCREASED SECOND MESSENGER PRODUCTION"
"ABNORMAL NASAL MORPHOLOGY","17","2.2676754435173","0.0249056982634674","10.97","alg9, ap1s2, atp6v1e1b, cdkn1ca, gata1a, hdac6, impdh1b, mdm2, nfia, nup188, ptena, rpl15, smc3, tbx1, tfap2a, txnl4a, whsc1","INCREASE SITE OF CONTACT NASAL TUMORS"
"NEOPLASM OF THE SKIN","4","2.34640890529798","0.10156404958522","12.12","ctsc, ptena, sec23b, tp53","SENSITISATION SKIN"
"ABNORMAL OVARIAN MORPHOLOGY","3","2.40079079969525","0.0834783038699291","8.11","cyp17a1, ptena, sec23b","PROMOTION OVARIAN GRANULAR CELL TUMORS; DECREASED OVARIAN E2; PROMOTION OVARIAN ADENOMAS"
"ABNORMAL LIVER MORPHOLOGY","9","2.42261663292558","0.0563658224765224","7.56","alg9, cdkn1ca, cpox, ctsc, krt8, pck2, ptena, rras, tp53","INDUCTION LIVER “DYSFUNCTIONAL” CHANGES BY CGA 330050; INFLAMMATION LIVER; N/A LIVER FIBROSIS; INCREASE RBC CONGESTION IN LIVER; INCREASE LIVER AND SPLENIC HEMOSIDEROSIS; REDUCTION VITELLOGENIN SYNTHESIS IN LIVER; INCREASE VITELLOGENIN SYNTHESIS IN LIVER; FORMATION LIVER FIBROSIS; FORMATION LIVER TUMOR"
"MALE REPRODUCTIVE SYSTEM NEOPLASM","4","2.50004642999732","0.0641206594318026","26.67","chek2, mdm2, ptena, tp53","MALFORMATION MALE REPRODUCTIVE TRACT; INDUCTION MALE REPRODUCTIVE TRACT; MALFORMED MALE REPRODUCTIVE TRACT"
"GO:0048813","2","2.55664044778496","0.0326438148867259","15.38","hdac6, ptena","ABERRANT DENDRITIC MORPHOLOGY"
"ABNORMAL CIRCULATING ESTROGEN LEVEL","2","2.57309356632574","0.191327930596338","14.29","cyp17a1, tp53","INCREASED CIRCULATING ESTROGEN LEVELS"
"ABNORMALITY OF THE ABDOMINAL ORGANS","18","2.60169725560638","0.0258640414845445","10.65","alg9, cdkn1ca, chek2, cpox, ctsc, gata1a, krt8, mdm2, nfkb1, nfkb2, pck2, ptena, rras, sec23b, serpine1, tbx1, tp53, whsc1","IMPAIRED DEVELOPMENT OF REPRODUCTIVE ORGANS"
"GO:0006839","3","2.61460196123355","0.158681223913941","6.52","E2F1, sae1, tp53","REDUCTION CHOLESTEROL TRANSPORT IN MITOCHONDRIA"
"ABNORMALITY OF THE LIVER","14","2.71132087766856","0.0338973907187712","1.87","alg9, cdkn1ca, cpox, ctsc, krt8, nfkb1, nfkb2, pck2, ptena, rras, sec23b, tbx1, tp53, whsc1","INCREASED INDUCTION OF UDPGT'S IN LIVER; INCREASED LIVER STEATOSIS; INCREASED LIVER STEATOSIS; N/A HEPATOTOXICITY HEPATOPATHY INCLUDING A CONSTELLATION OF OBSERVABLE EFFECTS; INDUCTION SUSTAINED HEPATOTOXICITY"
"INHIBITION ACETYLCHOLINESTERASE ACHE","2","2.7203923585977","0.262163791582056","18.18","chrm2a, oprm1","INHIBITION ACETYLCHOLINESTERASE ACHE"
"ABNORMAL BLOOD POTASSIUM CONCENTRATION","3","2.74196254764195","0.0915902819642926","25","cyp17a1, hsd11b2, tp53","INCREASED BLOOD POTASSIUM CONCENTRATION"
"ABNORMALITY OF THE BLADDER","5","2.75789654641432","0.103709929395644","9.62","cdkn1ca, hs6st2, nfia, smc3, tbx1","REDUCED POSTERIOR SWIM BLADDER INFLATION; REDUCED ANTERIOR SWIM BLADDER INFLATION; INCREASE URINARY BLADDER CALCULI"
"ABNORMALITY OF BLOOD AND BLOOD FORMING TISSUES","18","2.79879251083948","0.021870227234128","4.46","abcb7, atp6v1e1b, cad, cd36, chek2, cpox, gata1a, ivd, mdm2, nfkb1, nfkb2, ptena, rpl15, rras, sec23b, serpine1, tbx1, tp53","DAMAGING RED BLOOD CELLS; HEMOLYSIS"
