"","Num","POD","SD","%","Genes","KE"
"INCREASED SUSCEPTIBILITY TO FRACTURES","5","58.835309038269","0.123881516500782","14.29","hnrnpa1b, ikbkap, kdelr2b, nhp2, rb1","INCREASED DISEASE SUSCEPTIBILITY"
"GO:0005216","7","59.7385940097929","0.0991674024500694","29.17","chrna6, gabra5, glra1, gria3a, gria4a, gria4b, kcnh2a","IMPAIRED ION CHANNELS"
"ABNORMAL RESPIRATORY SYSTEM MORPHOLOGY","23","60.7933076233152","0.0449527570398758","15.65","acvrl1, cdc42, cdc45, chrm3a, dhcr7, farsa, farsb, gli1, hnrnpa1b, ikbkap, mcm4, nhp2, pax6b, pmm2, pola1, ptpn11a, rarga, rb1, rras, smad3a, snrpb, tars, umps","INCREASED RESPIRATORY DISTRESS/ARREST"
"GO:0006629","33","61.0104805806298","0.0259371200378551","16.02","alas1, alg6, cdc42, crls1, cyp51, dhcr7, dldh, eci2, fabp3, fasn, flt1, hdac3, hsd11b2, hsd17b2, hsd3b1, lyn, mapk3, ncoa2, pccb, pck2, pigx, pparab, ptpn11a, ran, rb1, rbl1, rdh10a, rxraa, sirt2, stub1, tek, vldlr, zgc-86598","ALTERATION LIPID METABOLISM"
"GO:0040011","26","63.2162856683785","0.0389208940911527","11.45","acvrl1, cd40, cdc42, drd1b, drd2b, epha2a, f3a, flt1, hmox1a, id1, ikbkap, jun, ldha, lyn, mapk3, P2RY1, pax6b, ptpn11a, rpl24, rps6ka5, rras, sele, smad3a, syk, tek, vldlr","INCREASED LOCOMOTION; INCREASED MUSCULAR WAVES IN FOOT; DECREASED LOCOMOTION"
"BILE ACID AND BILE SALT TRANSPORT","2","64.4861099723518","0.295432005843739","40","ncoa2, rxraa","INHIBITION BILE SALT EXPORT PUMP ABCB11"
"CTOME BILE ACID AND BILE SALT METABOLISM","2","64.4861099723518","0.295432005843739","40","ncoa2, rxraa","BILE ACCUMULATION PATHOLOGICAL CONDITION"
"GO:0042446","4","64.6192850406999","0.167030378145636","14.29","dhcr7, hsd11b2, hsd17b2, hsd3b1","INCREASE LUTEINIZING HORMONE LH; REPRESSED EXPRESSION OF STEROIDOGENIC ENZYMES"
"NUCLEAR RECEPTORS","5","65.7683413252012","0.0674499494815675","9.62","esrra, pparab, rarga, rxraa, rxrbb","ACTIVATION HEPATIC NUCLEAR RECEPTORS"
"GO:0004872","31","67.0428746028271","0.0284037778177858","12.97","acvrl1, bmp2b, chrm3a, chrna6, drd1b, drd2b, ednrab, epha2a, esrra, esrrga, f3a, flt1, gabbr1b, gabra5, glra1, gnrh3, gria1b, gria3a, gria4a, gria4b, igf1rb, npffr1l2, nr2f5, P2RY1, paqr3a, pparab, rarga, rxraa, rxrbb, tek, vegfaa","ACTIVATION PXR/SXR"
"GO:0005515","12","67.7652550063004","0.0463663178513383","25.53","arntl1a, cdc42, e2f7, gli1, hsp90aa1.1, hsp90aa1.2, ptpn11a, rab5c, ran, smad3a, ta, vegfaa","BINDING SH-/SELEN-PROTEINS; COVALENT BINDING PROTEIN"
"ABNORMAL LUNG MORPHOLOGY","22","68.1207144678205","0.046820913023428","17.19","acvrl1, cdc42, cdc45, chrm3a, dhcr7, farsa, farsb, gli1, ikbkap, mcm4, nhp2, pax6b, pmm2, pola1, ptpn11a, rarga, rb1, rras, smad3a, snrpb, tars, umps","INCREASE ADENOMAS/CARCINOMAS BRONCHIOLOALVEOLAR"
"GO:0007268","4","68.1394415881034","0.214831248847976","11.43","chrm3a, chrna6, gabra5, glra1","REDUCTION NEURONAL SYNAPTIC INHIBITION"
"LIPID ACCUMULATION IN HEPATOCYTES","7","69.3739179861356","0.076707976687401","21.88","farsa, farsb, hnrnpa1b, pck2, pmm2, sar1b, tars","INCREASE PRENEOPLASTIC FOCI HEPATOCYTES"
"GO:0042060","14","70.0376749525805","0.0472580025768941","15.91","acvrl1, anxa2a, cd40, cdc42, f3a, hmox1a, lyn, mapk3, P2RY1, pparab, ptpn11a, smad3a, syk, ywhaz","FAILURE IN VASCULAR REPAIR MECHANISMS UNRESOLVED BLOOD LOSS HEMORRHAGE"
"GO:0001508","3","70.4455727862843","0.226823156499309","20","drd1b, glra1, kcnh2a","ALTERED ACTION POTENTIAL"
"GO:0001816","15","70.552899903902","0.0426168959929445","12.5","cd40, drd2b, hmox1a, hsf1, lyn, mapk3, mre11a, polr3d, polr3f, pqbp1, ptpn11a, rps6ka5, seh1l, smad3a, syk","NON-NEURONAL PRODUCTION OF TNF EPITHELIAL IRRITATION; PRODUCTION OF NERVE GROWTH FACTOR  EPITHELIAL IRRITATION; NON-NEURONAL PRODUCTION OF IL-8/CXCL1 EPITHELIAL IRRITATION"
"ABNORMAL NASAL MORPHOLOGY","20","70.8062441545111","0.0397011906853545","12.9","ahr1b, cdc42, dhcr7, exosc2, gnrh3, hoxb1a, nfia, nkx2.7, pmm2, pqbp1, prpf4, ptpn11a, rarga, rb1, rpl15, rpl31, rpl35a, rps24, snrpb, umps","INCREASE SITE OF CONTACT NASAL TUMORS"
"ABNORMALITY OF BLOOD AND BLOOD FORMING TISSUES","29","71.5544793359019","0.0319366200137494","7.18","acvrl1, alg6, cad, cd40, cdc42, dldh, dnm1l, farsa, farsb, flt1, gli1, hmox1a, mcm4, ndufs8a, nhp2, pccb, pmm2, ptpn11a, rb1, rpl15, rpl31, rpl35a, rps24, rras, sar1b, smad3a, tars, tek, umps","DAMAGING RED BLOOD CELLS; HEMOLYSIS"
"DECREASED BODY WEIGHT","31","72.0333468951802","0.0289712634710386","13.72","cdc45, chrm3a, ddb2, dhcr7, dldh, dnm1l, farsb, flt1, gabra5, gli1, gnrh3, gria4a, hsd11b2, ndufa11, ndufa6, ndufs8a, pccb, pmm2, pola1, pqbp1, ptpn11a, rarga, rb1, rpl15, rpl31, rpl35a, rps24, sar1b, snrpb, stt3a, umps","DECREASED BODY WEIGHT"
"ARYL HYDROCARBON RECEPTOR PATHWAY","3","72.2575290750103","0.239743619110218","6.25","ahr1b, hsp90aa1.2, jun","UP REGULATION CYP1A1; ACTIVATION AHR"
"ABNORMALITY OF ADRENAL PHYSIOLOGY","6","72.4790409670191","0.0912040458158541","6.52","hsd11b2, hsd3b1, mcm4, rbm28, snrpb, sox19b","INCREASE RENAL PATHOLOGY DUE TO VTG DEPOSITION; DECREASED RENAL ABILITY TO DILUTE URINE; OCCURRENCE KIDNEY TOXICITY; INCREASED KIDNEY FAILURE"
"GO:0050663","4","72.8036719297926","0.201162388600361","13.33","drd2b, lyn, mapk3, syk","RELEASE CYTOKINE"
"STEROID HORMONE MEDIATED SIGNALING PATHWAY","5","72.8817765186173","0.0747512887395291","4.9","esrra, esrrga, pparab, rxraa, rxrbb","DECREASE STEROIDOGENIC ACUTE REGULATORY PROTEIN STAR; DECREASED HSD17B10 EXPRESSION; REDUCED MATURATION INDUCING STEROID PLASMA"
"TRIGLYCERIDE METABOLIC PROCESS","3","73.3037781018444","0.0740595429100877","18.75","fabp3, pck2, ptpn11a","ACCUMULATION TRIGLYCERIDE"
"ABNORMALITY OF THE ABDOMINAL ORGANS","27","73.6883426772627","0.02504201249829","15.98","acvrl1, bckdha, dhcr7, dldh, farsa, farsb, flt1, hmox1a, hnrnpa1b, ikbkap, mcm4, mre11a, ndufa11, ndufa6, ndufs8a, nhp2, pccb, pck2, pmm2, ptpn11a, rarga, rras, sar1b, stub1, tars, tkta, umps","IMPAIRED DEVELOPMENT OF REPRODUCTIVE ORGANS"
"CTOME SIGNALING BY EGFR","2","73.6905435163405","0.111972856215223","25","cdc42, ptpn11a","ACTIVATION EGFR"
"GO:0007269","8","74.0552790232889","0.070234359638155","32","chrna6, dnm1l, drd1b, drd2b, gad2, gsk3b, P2RY1, rap1b","OVERACTIVATION NEURONOTRANSMITTER RELEASE"
"MORTALITY AGING","3","74.3311320441366","0.0341994099691767","11.54","dnm1l, pqbp1, snrpb","REDUCED FITNESS OR EVEN MORTALITY ACIDOSIS HYPOVOLEMIC SHOCK AND ORGAN DYSFUNCTION; INCREASE MORTALITY; INCREASED MORTALITY"
"GO:0003707","6","75.7033435337412","0.0561218499280105","18.75","esrra, esrrga, pparab, rarga, rxraa, rxrbb","REDUCED MATURATION INDUCING STEROID RECEPTOR SIGNALLING OOCYTE"
"ABNORMALITY OF THE MITOCHONDRION","6","78.597996253009","0.0339686232630338","4.76","atp5e, dldh, dnm1l, ndufa11, ndufa6, ndufs8a","INJURY MITOCHONDRIA; DAMAGING MITOCHONDRIA; N/A MITOCHONDRIAL DYSFUNCTION 1"
"GO:0046903","27","78.7059990522826","0.0220213728485521","11.69","anxa2a, arntl1a, cad, cd40, chrm3a, chrna6, cyp51, dnm1l, drd1b, drd2b, gad2, gsk3b, hmox1a, hsp90aa1.2, lyn, mapk3, P2RY1, pdia4, psmd6, ptpn11a, rab5c, rap1b, SERP1, slc25a5, syk, umps, wls","SUPPRESSION VLDL SECRETION; INCREASE MUCIN PRODUCTION; INCREASED SECRETION OF LOCAL GROWTH FACTORS"
"POSITIVE REGULATION OF GENE EXPRESSION","24","80.2017958563598","0.0236717523051998","13.26","cd40, chek1, drd1b, f3a, gsk3b, hmox1a, hsp90aa1.2, id1, mapk3, mre11a, pax6b, polr1e, polr3d, polr3f, pqbp1, ptpn11a, rps9, smad1, smad3a, sox19b, syk, tra2a, vegfaa, znrd1","ALTERED GENE EXPRESSION"
"GO:0006120","4","80.6900970096568","0.0653694554913881","14.81","dldh, ndufa11, ndufa6, ndufs8a","BINDING OF INHIBITOR NADH-UBIQUINONE OXIDOREDUCTASE COMPLEX I"
"PYRUVATE METABOLIC PROCESS","10","82.2571236377494","0.0564434658762875","17.86","dldh, ldha, ndc1, nup133, nup37, pck2, pom121, pparab, sec13, seh1l","INHIBITION 4-HYDROXYPHENYL-PYRUVATE DIOXYGENASE HPPD ENZYME"
"ABNORMAL SOCIAL BEHAVIOR","6","82.5060128860285","0.0343432601668652","23.08","ndufa11, ndufa6, ndufs8a, pola1, snrpb, tars","ABNORMAL FORAGING ACTIVITY AND BEHAVIOR"
"RESPONSE TO REACTIVE OXYGEN SPECIES","6","82.7201228082583","0.112084761411859","10.71","hmox1a, hsf1, jun, ldha, mapk3, txn","INCREASED REACTIVE OXYGEN SPECIES"
"GO:0006839","8","83.9579264495669","0.0484991629985251","17.39","atp5e, COX5B_2of3, gsk3b, hsp90aa1.2, sae1, slc25a5, uqcrc2b, ywhaz","REDUCTION CHOLESTEROL TRANSPORT IN MITOCHONDRIA"
"JNK CASCADE","3","84.0494643082304","0.107192304830138","13.64","cdc42, hdac3, syk","ACTIVATION JNK"
"PEPTIDYL LYSINE MODIFICATION","13","84.7823111649897","0.0421969299573878","18.31","chek1, gtf2b, hat1, mapk3, ndc1, nup133, nup37, pom121, rps6ka5, sae1, seh1l, sirt2, ube2ia","N/A COVALENT BINDING TO PROTEIN POSSIBLY LYSINE RESIDUE"
"SQUAMOUS CELL CARCINOMA","2","85.0498861196634","0.0104533571406849","20","ddb2, tars","INCREASE PAPILLOMAS/CARCINOMAS SQUAMOUS CELLS; INCREASE RESPIRATORY OR SQUAMOUS METAPLASIA; SQUAMOUS METAPLASIA ABERRANT BASAL CELLS"
"GO:0006898","7","87.0279521307908","0.0677576691672997","18.42","anxa2a, drd2b, gria1b, hsp90aa1.2, sele, syk, vldlr","REDUCTION VITELLOGENIN ACCUMULATION INTO OOCYTES AND OOCYTE GROWTH/DEVELOPMENT; INCREASED LDL UPTAKE"
"GO:0009611","18","87.4371503558529","0.0337555921171958","16.07","acvrl1, anxa2a, cd40, cdc42, drd2b, f3a, gli1, hmox1a, jun, lyn, mapk3, P2RY1, pax6b, pparab, ptpn11a, smad3a, syk, ywhaz","ACCUMULATION DAMAGED MITOCHONDRIAL DNA"
"GO:0048813","6","90.4046448767865","0.0386660146726343","46.15","cdc42, dnm1l, gsk3b, id1, pqbp1, vldlr","ABERRANT DENDRITIC MORPHOLOGY"
"GO:0045333","8","92.6799778899832","0.0244330843677316","11.11","COX5B_2of3, cox7c, dldh, ndufa11, ndufa6, ndufs8a, uqcrc1, uqcrc2b","INCREASE OXIDATIVE METABOLISM"
"ELECTRON TRANSPORT CHAIN","8","92.6799778899832","0.0244330843677316","11.76","COX5B_2of3, cox7c, dldh, ndufa11, ndufa6, ndufs8a, uqcrc1, uqcrc2b","DISRUPTION MITOCHONDRIAL ELECTRON TRANSPORT CHAIN"
"GO:0005102","20","92.9084606805569","0.0195733730206297","9.62","arntl1a, cdc42, chgb, drd2b, eif3s10, gabra5, gtf2b, igfbp2a, lyn, ncoa2, P2RY1, ptpn11a, ran, rarga, rb1, rxraa, smad3a, stub1, syk, wls","DECREASED TESTOSTERONE BINDING TO ANDROGEN RECEPTOR HYPOTHALAMUS"
"CTOME ACTIVATION OF GENE EXPRESSION BY SREBF SREBP","6","94.3314972733497","0.0548980000236072","50","cyp51, dhcr7, fasn, ncoa2, pparab, rxraa","UP REGULATION SREBF2"
"ABNORMALITY OF THE LIVER","21","94.7002782899183","0.0165118494959854","2.8","acvrl1, dhcr7, dldh, farsa, farsb, flt1, hmox1a, hnrnpa1b, mcm4, ndufa11, ndufa6, ndufs8a, nhp2, pccb, pck2, pmm2, ptpn11a, rras, sar1b, tars, tkta","INCREASED INDUCTION OF UDPGT'S IN LIVER; INCREASED LIVER STEATOSIS; INCREASED LIVER STEATOSIS; N/A HEPATOTOXICITY HEPATOPATHY INCLUDING A CONSTELLATION OF OBSERVABLE EFFECTS; INDUCTION SUSTAINED HEPATOTOXICITY"
"ABNORMAL LIVER MORPHOLOGY","20","95.0190511975309","0.0177845311792014","16.81","acvrl1, dldh, farsa, farsb, flt1, hmox1a, hnrnpa1b, mcm4, ndufa11, ndufa6, ndufs8a, nhp2, pccb, pck2, pmm2, ptpn11a, rras, sar1b, tars, tkta","INDUCTION LIVER “DYSFUNCTIONAL” CHANGES BY CGA 330050; INFLAMMATION LIVER; N/A LIVER FIBROSIS; INCREASE RBC CONGESTION IN LIVER; INCREASE LIVER AND SPLENIC HEMOSIDEROSIS; REDUCTION VITELLOGENIN SYNTHESIS IN LIVER; INCREASE VITELLOGENIN SYNTHESIS IN LIVER; FORMATION LIVER FIBROSIS; FORMATION LIVER TUMOR"
"GO:0046983","29","97.135025692125","0.0117720162028827","14.72","ahr1b, arntl1a, atf6, cpsf5, dnm1l, drd2b, fasn, gad2, h2afx, hmox1a, hsf1, hsp90aa1.2, id1, jun, kcnh2a, ncoa2, nrf1, P2RY1, pola2, polr2j, ran, rxraa, sae1, smad3a, snrpc, stub1, tars, tkta, tpm4a","DIMERIZATION AHR/ARNT; REDUCED DIMERIZATION ARNT/HIF1-ALPHA"
"GO:0099536","13","99.9135559825115","0.0358886202439844","11.71","chrm3a, chrna6, dnm1l, drd1b, drd2b, gabra5, gad2, glra1, gria1b, gria4a, gsk3b, P2RY1, rap1b","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN; DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN"
"ABNORMAL CIRCULATING ESTROGEN LEVEL","2","99.97928055872","0.201627239955707","14.29","gnrh3, sox19b","INCREASED CIRCULATING ESTROGEN LEVELS"
"GO:0030163","15","103.799685792479","0.0217481563294348","9.8","anxa2a, arntl1a, cnot4b, cyp51, gsk3b, hsp90aa1.2, psmd10, psmd6, sirt2, smad3a, stub1, tceb1b, ube2ia, vldlr, zgc-86598","INCREASED CATABOLISM OF MUSCLE PROTEIN"
