"","Num","POD","SD","%","Genes","KE"
"GO:0000003","41","1.50813898762642e-05","0.0268920503597049","20.2","adra2c, birc2, cad, casp3b, casp8, cdk1, cdkn1ca, cebpa, crhr1, crtap, cyp1a, drd1b, e2f7, fsta, gata4, h2afx, hsd11b2, hsd17b2, hsf1, hspa5, igf1, inhbab, insra, insrb, ldha, mapk1, mmp9, msh6, ncoa4, nhp2l1b, nup62l, oprl1, paqr7b, pparda, RPL29, rpl39, rps6kb1b, slc6a4a, thraa, ttk, zw10","REDUCED REPRODUCTIVE SUCCESS; REPRODUCTIVE FAILURE"
"GO:0015908","5","1.54204834233506e-05","0.215355375921021","22.73","atp5j, drd2b, mif, pparda, rps6kb1b","INCREASED FA INFLUX"
"BREAST CANCER PATHWAY","11","1.59992858668652e-05","0.115857795522784","9.65","axin2, e2f3, fgf3, fgfr1a, igf1, igf1ra, mapk1, nras, pik3ca, rps6kb1b, wnt3a","N/A BREAST CANCER"
"DECREASED BODY WEIGHT","31","1.61593807228769e-05","0.0378658400668497","13.72","atp6v1e1b, birc2, bmp1a, btk, casp8, cdkn1ca, cyp24a1, dnm1l, fgfr1a, fip1l1b, gata4, hsd11b2, hsd3b7, igf1, igf1ra, insrb, msh6, ndufv2, nfkb1, nos1, nup62l, orc6, pdhx, pdx1, phgdh, pik3ca, pola1, rps26l, tbx1, tpm3, whsc1","DECREASED BODY WEIGHT"
"GO:0042116","4","1.68287072307771e-05","0.324172794481765","26.67","cebpa, kars, mif, mmp13a","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS"
"GO:0006633","4","1.68891282654964e-05","0.19280722014562","13.79","cyp1a, cyp3c1, mif, ptgesl","SYNTHESIS DE NOVO FA; INCREASED DE NOVO FA SYNTHESIS; INCREASED DE NOVO FA SYNTHESIS"
"GO:0005125","3","1.72109876030131e-05","0.593011683944259","12","bmp1a, inhbab, mif","ACTIVATION INFLAMMATORY CYTOKINES CHEMOKINES CYTOPROTECTIVE GENE PATHWAYS"
"GO:0045333","9","1.74017448424452e-05","0.144532711012372","12.5","cdk1, cox7c, cyp1a, mdh1aa, ndufb2, ndufv2, pik3ca, sirt3, suclg2","INCREASE OXIDATIVE METABOLISM"
"GO:0001816","22","1.74296692727956e-05","0.0544525376537687","18.33","birc2, btk, casp8, cebpa, cyp1b1, drd2b, f11r.1, fgfr1a, gata4, hsf1, igf1, inhbab, kars, mif, mmp13a, nfkb1, nploc4, polr2l, polr3d, polr3f, ptpn6, wnt3a","NON-NEURONAL PRODUCTION OF TNF EPITHELIAL IRRITATION; PRODUCTION OF NERVE GROWTH FACTOR  EPITHELIAL IRRITATION; NON-NEURONAL PRODUCTION OF IL-8/CXCL1 EPITHELIAL IRRITATION"
"GO:0048856","4","1.77344726290029e-05","0.216664409540895","33.33","igf1ra, igf1rb, insra, insrb","ALTERED NEUROANATOMY"
"ABNORMALITY OF REPRODUCTIVE SYSTEM PHYSIOLOGY","18","1.79912351853876e-05","0.0725144317662302","17.48","ahr1b, cdkn1ca, dnm1l, eif2b3, fgfr1a, fip1l1b, foxa2, gata4, igf1, impdh1b, lss, nras, phgdh, pik3ca, pola1, rras, stub1, uchl1","N/A IMPAIRMENT OF REPRODUCTIVE CAPACITY"
"ABNORMALITY OF THE BLADDER","6","1.82049579565259e-05","0.159139878156884","11.54","cdkn1ca, glud1a, hspa9, pik3ca, stub1, tbx1","REDUCED POSTERIOR SWIM BLADDER INFLATION; REDUCED ANTERIOR SWIM BLADDER INFLATION; INCREASE URINARY BLADDER CALCULI"
"GO:0009790","31","1.84550977987668e-05","0.0411168967414436","18.34","acvr2b, axin2, casp3b, casp8, cdk1, cdkn1ca, cebpa, e2f7, fgfr1a, foxa2, gata4, gna12a, hsd17b2, hsf1, igf1, inhbab, insra, insrb, lhx2b, mapk1, mmp13a, mmp9, pdx1, pelo, phgdh, psmc4, rnaseh2b, tbx1, tbx5a, wls, wnt3a","DEFECT OF EMBRYOGENESIS"
"ABNORMAL OVARIAN MORPHOLOGY","4","1.85947328258264e-05","0.481252707695715","10.81","fgfr1a, gata4, insrb, pik3ca","PROMOTION OVARIAN GRANULAR CELL TUMORS; DECREASED OVARIAN E2; PROMOTION OVARIAN ADENOMAS"
"PYRUVATE METABOLIC PROCESS","5","1.87697091954816e-05","0.203800012785811","8.93","igf1, insrb, ldha, nup62l, pdhx","INHIBITION 4-HYDROXYPHENYL-PYRUVATE DIOXYGENASE HPPD ENZYME"
"ABNORMALITY OF THE PITUITARY GLAND","8","1.94045828033533e-05","0.198471032089371","16.67","btk, cdkn1ca, fgfr1a, foxa2, gata4, msh6, pik3ca, pola1","INCREASED ADENOMAS PITUITARY"
"ENDOMETRIAL CANCER","5","2.25500392096804e-05","0.340323864580698","7.35","axin2, fgfr1a, mapk1, nras, pik3ca","INCREASE ENDOMETRIAL ADENOCARCINOMAS"
"GO:0030154","6","2.32571629677078e-05","0.190334835418469","9.23","fgf3, foxa2, fsta, paqr7b, pparda, thraa","DIFFERENTIATION OF MYOFIBROBLAST"
"GO:0007568","14","2.36289817518206e-05","0.0822793020277496","16.28","cdk1, cdkn1ca, cyp1a, gclm, h2afx, mapk1, mif, msh6, nup62l, ogg1, pdx1, pitx3, rps6kb1b, sirt3","ACCELERATED AGING"
"ABNORMALITY OF BLOOD AND BLOOD FORMING TISSUES","28","2.38068244791367e-05","0.0390207094249374","6.93","atp6v1e1b, birc2, btk, cad, casp8, cebpa, ctsk, cyp26c1, dnm1l, fip1l1b, hsd3b7, hspa9, mapk1, msh6, ndufv2, nfkb1, nos1, nras, pdx1, phgdh, pik3ca, rnaseh2b, rps26l, rras, tars, tbx1, tek, thraa","DAMAGING RED BLOOD CELLS; HEMOLYSIS"
"GO:0005515","8","2.40202390239698e-05","0.107580802000322","17.02","axin2, bmp1a, e2f7, nup62l, smad3b, tbx1, tbx5a, thraa","BINDING SH-/SELEN-PROTEINS; COVALENT BINDING PROTEIN"
"INCREASED SUSCEPTIBILITY TO FRACTURES","6","2.41288794755189e-05","0.252863552140149","17.14","crtap, ctsk, fgfr1a, nras, tpm3, wnt3a","INCREASED DISEASE SUSCEPTIBILITY"
"GO:0001775","31","2.4207535668558e-05","0.0317321566758823","15.82","adora2aa, adra2c, ahr1b, atp6v0ca, btk, casp3b, casp8, cebpa, f11r.1, flot2a, gclm, gna12a, igf1, impdh1b, inhbab, kars, mapk1, mif, mmp13a, mmp9, msh6, nfkb1, nme2b.2, nras, pik3ca, psma2, ptgesl, ptpn6, sart1, whsc1, wnt3a","ACTIVATION DENDRITIC CELLS"
"GO:0005488","154","2.48931364153716e-05","0.00685533691842482","14.31","acvr2b, adra2c, ahr1b, atf5b, axin2, birc2, bmp1a, btk, cad, casp8, cdc42l, cdk1, cdk7, cebpa, cpsf1, cpsf6, crhr1, crtap, csf1ra, csnk1g2a, csnk2a2a, cyp1a, cyp1b1, cyp24a1, cyp26c1, cyp3c1, cyp51, ddx39b, dnm1l, e2f3, e2f7, eci2, eif2b3, eif3g, eif3ja, eif4a1a, eif4a1b, eif4bb, f11r.1, fgf3, fgfr1a, fip1l1b, foxa2, fsta, fzd7a, gata4, gclm, glra4a, gna12a, gnat2, gosr2, h2afx, hsf1, hspa5, hspa9, htatsf1, htr1d, igf1, igf1ra, igf1rb, igfbp1a, imp3, imp4, impdh1b, inhbab, insra, insrb, kars, lhx2b, llgl2, lman2, lsm8, mapk1, mapk9, mmp11a, mmp13a, mmp14a, mmp17a, mmp9, msh6, nat10, ndufv2, nfkb1, nhp2l1b, nme2b.2, nme7, nol6, nos1, npffr1l2, nploc4, npy2rl, nras, nup62l, ogg1, opn5, oprl1, orc6, pak2b, paqr7b, pcdh17, pdx1, pelo, phgdh, pik3ca, pitx3, pola1, polr2l, polr3d, pou2f1b, pparda, psmc1b, psmc4, ptgesl, rassf1, rchy1, rfc3, rpl13a, rpl19, rps26l, rps6kb1b, rps9, rras, sele, sirt3, slc6a4a, smad3b, snrpa, snrpd3l, snrpg, stub1, suclg2, tars, tbx1, tbx5a, tek, tfap2b, thraa, timp2b, tpm3, tpm4a, tra2a, tradd, ttk, tuba8l4, uba52, ube2d1a, ube2nb, vipr1b, vipr2, vldlr, whsc1, wls, wnt3a, zgc-55733","INCREASED BINDING OF CHEMICALS TO 2U SERUM"
"ABNORMAL RESPIRATORY SYSTEM MORPHOLOGY","24","2.53015487675952e-05","0.0467327374000725","16.33","atp6v1e1b, birc2, btk, casp8, crtap, ctsk, fgfr1a, fip1l1b, gata4, mapk1, mif, msh6, nfkb1, nos1, nras, orc6, phgdh, pola1, rras, tars, tbx1, tbx5a, tpm3, whsc1","INCREASED RESPIRATORY DISTRESS/ARREST"
"GO:0046983","29","2.55075826326482e-05","0.0372293987266968","14.72","adora2aa, adra2c, agtr1b, ahr1b, atic, cebpa, clns1a, dnm1l, drd2b, e2f3, f11r.1, fgfr1a, flot2a, gclm, h2afx, hsf1, inhbab, kars, nfkb1, pdx1, rchy1, slc6a4a, stub1, suclg2, tars, tbx1, tfap2b, tpm4a, ttk","DIMERIZATION AHR/ARNT; REDUCED DIMERIZATION ARNT/HIF1-ALPHA"
"REGULATION OF CELL DEATH","47","2.56974930691619e-05","0.0224680847087322","17.54","adora2aa, atf5b, axin2, birc2, btk, casp3b, casp8, cdk1, ctnnbl1, cyp1b1, dnm1l, e2f3, fgfr1a, gata4, gclm, hsf1, hspa5, hspa9, igf1, igf1ra, inhbab, ldha, mapk9, mif, mmp9, nfkb1, nme2b.2, nos1, nup62l, ogg1, pdx1, pik3ca, pitx3, psmc1b, psmd10, ptpn1, ptpn6, rps3a, rps6kb1b, sap18, tbx1, tek, tfap2b, thraa, tradd, uba52, wnt3a","N/A CELL INJURY/DEATH"
"RENAL TUBULAR DYSFUNCTION","3","2.63966053761534e-05","0.481254214680545","11.54","cad, ndufv2, pdx1","INCREASE HYPERPLASIA RENAL TUBULAR CELLS; INCREASE CYTOTOXICITY RENAL TUBULAR CELL; INCREASE ADENOMAS/CARCINOMAS RENAL TUBULAR; OCCURRENCE RENAL PROXIMAL TUBULAR NECROSIS"
"GO:0048870","32","2.81534354968312e-05","0.0337852690369903","16","agtr1b, CCKAR, cdk1, cyp1b1, drd1b, drd2b, f11r.1, f3a, f3b, fgfr1a, gna12a, hsd3b7, hspa5, igf1, igf1ra, insra, insrb, kars, ldha, mapk1, mif, mmp9, pik3ca, pparda, ptpn6, rps6kb1b, rras, sele, tbx1, tbx5a, tek, tradd","INCREASED MOTILITY"
"GO:0006954","19","2.85374070628492e-05","0.0552765408584042","16.24","adora2aa, agtr1b, birc2, btk, cebpa, f11r.1, f3a, f3b, igf1, kars, mif, mmp13a, mmp9, nfkb1, ogg1, pparda, sele, tek, tradd","INCREASE INFLAMMATION; INCREASE INFLAMMATION CORNEAL CELLS; INFILTRATION INFLAMMATORY CELLS; INCREASED INFLAMMATION; CHRONIC COUGH RESPIRATORY IRRITABILITY"
"GO:0046903","42","2.91655394245284e-05","0.0274012904286011","18.18","acvr2b, adora2aa, adra2c, agtr1b, atp5j, atp6v0ca, btk, cad, CCKAR, chrm2a, crhr1, cyp51, dnm1l, drd1b, drd2b, fgfr1a, foxa2, glud1a, htr2cl1, igf1, impdh1b, inhbab, kars, llgl2, mapk1, mif, mmp13a, mmp9, nfkb1, nme2b.2, nras, oprl1, pdx1, pparda, psma2, ptgesl, ptpn6, sirt3, slc6a4a, tfap2b, tuba8l4, wls","SUPPRESSION VLDL SECRETION; INCREASE MUCIN PRODUCTION; INCREASED SECRETION OF LOCAL GROWTH FACTORS"
"ABNORMALITY OF THE ABDOMINAL ORGANS","20","2.91656827757709e-05","0.0464085249365028","11.83","acvr2b, btk, casp8, cdkn1ca, ctsk, hsd3b7, insrb, mif, msh6, ndufv2, nfkb1, nras, pdx1, pik3ca, rnaseh2b, rras, stub1, tars, tbx1, whsc1","IMPAIRED DEVELOPMENT OF REPRODUCTIVE ORGANS"
"HEART DEVELOPMENT","20","3.03265188498156e-05","0.049572767268845","15.87","axin2, cad, casp3b, casp8, ddx39b, fgf3, foxa2, gata4, igf1, insrb, mapk1, ndufv2, nos1, npy2rl, slc8a1a, tbx1, tbx5a, tek, whsc1, wnt3a","ALTERED LARVAL DEVELOPMENT; IMPAIRED DEVELOPMENT"
"ABNORMAL LUNG MORPHOLOGY","22","3.03490997748092e-05","0.0489266615807256","17.19","atp6v1e1b, birc2, btk, casp8, crtap, fgfr1a, fip1l1b, gata4, mapk1, mif, nfkb1, nos1, nras, orc6, phgdh, pola1, rras, tars, tbx1, tbx5a, tpm3, whsc1","INCREASE ADENOMAS/CARCINOMAS BRONCHIOLOALVEOLAR"
"CTOME SIGNALING BY EGFR","3","3.19444188082226e-05","0.586363289765448","37.5","nras, pik3ca, uba52","ACTIVATION EGFR"
"MORTALITY AGING","6","3.31966883005088e-05","0.201102909494354","23.08","crtap, dnm1l, msh6, nras, phgdh, pik3ca","REDUCED FITNESS OR EVEN MORTALITY ACIDOSIS HYPOVOLEMIC SHOCK AND ORGAN DYSFUNCTION; INCREASE MORTALITY; INCREASED MORTALITY"
"RESPONSE TO REACTIVE OXYGEN SPECIES","11","3.35023492832555e-05","0.0659699374052833","19.64","btk, casp3b, ccna2, cyp1b1, hsf1, ldha, mapk1, mapk9, mmp9, nos1, slc8a1a","INCREASED REACTIVE OXYGEN SPECIES"
"GO:0019904","17","3.35664499174782e-05","0.06260268412383","13.82","casp8, ccna2, dnm1l, f11r.1, fgfr1a, foxa2, hspa5, insra, insrb, llgl2, nup62l, ptpn6, rps6kb1b, stub1, thraa, tradd, wnt3a","N/A INTERFERENCES WITH SH-/SELEN-PROTEINS"
