"","Num","POD","SD","%","Genes","KE"
"GO:0070330","2","3.68074130300406e-05","0.478939680267061","25","cyp1a, cyp1b1","REDUCTION IN OVARIAN GRANULOSA CELLS AROMATASE CYP19A1; INHIBITION AROMATASE; DECREASED AROMATASE CYP19A1 MRNA"
"BREAST CANCER PATHWAY","3","3.70932519657541e-05","0.48963139654182","2.63","erbb2, tcf7l2, tp53","N/A BREAST CANCER"
"ENDOMETRIAL CANCER","3","3.70932519657541e-05","0.48963139654182","4.41","erbb2, tcf7l2, tp53","INCREASE ENDOMETRIAL ADENOCARCINOMAS"
"GO:0004882","3","5.00253398708525e-05","0.525462528559715","8.57","raf1a, stat3, tp53","N/A ANDROGEN RECEPTOR ANTAGONISM; AGONISM ANDROGEN RECEPTOR; DECREASED ANDROGEN RECEPTOR ACTIVITY; ACTIVATION ANDROGEN RECEPTOR"
"DECREASED BODY WEIGHT","10","5.16457253467199e-05","0.0896678234130714","4.42","agtr2, gata4, gria3b, mdh2, mrpl12, msh6, ndufs8a, stat3, thrb, tp53","DECREASED BODY WEIGHT"
"GO:0007568","7","5.24350660452294e-05","0.147887181998303","8.14","cat, cyp1a, mif, msh6, sod2, stat3, tp53","ACCELERATED AGING"
"REGULATION OF PROTEOLYSIS","8","5.27066043284875e-05","0.136390697106009","7.14","adora2aa, csnk1e, dnajc1, hspd1, plat, stat3, tp53, tradd","IMPAIRED PROTEOSTASIS"
"ABNORMAL LUNG MORPHOLOGY","5","5.46660191538131e-05","0.22194062675954","3.91","gata4, mif, stat3, stxbp2, tp53","INCREASE ADENOMAS/CARCINOMAS BRONCHIOLOALVEOLAR"
"GO:0003824","5","5.52128393257745e-05","0.230207850493622","7.69","gad2, impdh2, lias, mdh2, nfs1","DECREASED DHB4/HSD17B4; DECREASE INCORPORATION OF ACTIVE IODIDE INTO IODOTYROSINES; INHIBITION PROLYL HYDROXYLASES; INHIBITION UROD; DECREASE AKT/ENOS ACTIVITY; INHIBITION DEIODINASE 2; INHIBITION DEIODINASE 1; INHIBITION IODOTYROSINE DEIODINASE IYD; INHIBITION DEIODINASE 3; INHIBITION DUAL OXIDASE; INDUCTION UPREGULATION OF GLUCURONYLTRANSFERASE ACTIVITY"
"ABNORMALITY OF REPRODUCTIVE SYSTEM PHYSIOLOGY","5","5.57926519199229e-05","0.222589264231589","4.85","gata4, nek2, stat3, tp53, uchl1","N/A IMPAIRMENT OF REPRODUCTIVE CAPACITY"
"ABNORMALITY OF THE ABDOMINAL ORGANS","8","5.60586480363873e-05","0.104685119864757","4.73","hyou1, mif, msh6, ndufs8a, stat3, stxbp2, tbxas1, tp53","IMPAIRED DEVELOPMENT OF REPRODUCTIVE ORGANS"
"SOMATIC MUTATION","4","5.76623197849555e-05","0.326156427936483","4.76","erbb2, foxo1b, msh6, tp53","INCREASED INDUCED MUTATIONS IN CRITICAL GENES; INCREASE MUTATIONS; INCREASE MUTATIONS IN CRITICAL GENES"
"ESTROGEN RECEPTOR PATHWAY","3","5.80462762337768e-05","0.253023346993417","16.67","cyp1a, cyp1b1, stat3","ACTIVATION ESTROGEN RECEPTOR"
"GO:0000003","15","5.80733152954186e-05","0.0480052846595049","7.39","avpr1a, ccnf, cyp1a, gata4, glra1, igf2a, igfbp7, msh6, nek2, ppat, ppp2ca, rxraa, stat3, tbp, thrb","REDUCED REPRODUCTIVE SUCCESS; REPRODUCTIVE FAILURE"
"GO:0006636","4","5.97081625405486e-05","0.149320387678997","33.33","avpr1a, mif, ptges, tbxas1","UP REGULATION UNSATURATED FATTY ACID"
"ABNORMALITY OF THE LIVER","7","6.03128225411768e-05","0.128480237613111","0.93","hyou1, mif, msh6, ndufs8a, stat3, stxbp2, tp53","INCREASED INDUCTION OF UDPGT'S IN LIVER; INCREASED LIVER STEATOSIS; INCREASED LIVER STEATOSIS; N/A HEPATOTOXICITY HEPATOPATHY INCLUDING A CONSTELLATION OF OBSERVABLE EFFECTS; INDUCTION SUSTAINED HEPATOTOXICITY"
"GO:0006633","6","6.24135203763386e-05","0.126080246167023","20.69","avpr1a, cyp1a, lias, mif, ptges, tbxas1","SYNTHESIS DE NOVO FA; INCREASED DE NOVO FA SYNTHESIS; INCREASED DE NOVO FA SYNTHESIS"
"ABNORMAL LIVER MORPHOLOGY","6","6.24264789990195e-05","0.164041149353174","5.04","hyou1, mif, ndufs8a, stat3, stxbp2, tp53","INDUCTION LIVER “DYSFUNCTIONAL” CHANGES BY CGA 330050; INFLAMMATION LIVER; N/A LIVER FIBROSIS; INCREASE RBC CONGESTION IN LIVER; INCREASE LIVER AND SPLENIC HEMOSIDEROSIS; REDUCTION VITELLOGENIN SYNTHESIS IN LIVER; INCREASE VITELLOGENIN SYNTHESIS IN LIVER; FORMATION LIVER FIBROSIS; FORMATION LIVER TUMOR"
"UPPER MOTOR NEURON DYSFUNCTION","13","6.49560626180362e-05","0.0646693031070826","2.74","agtr2, ccnf, glra1, gria3b, hspd1, lias, mdh2, msh6, ndufs8a, slc18a2, tbp, tp53, uchl1","DECREASE HISTAMINERGIC NEURON EXCITATION; OCCURRENCE CYTOPLASMIC VACUOLIZATION BILE DUCT CELL; OCCURRENCE CYTOPLASMIC VACUOLIZATION KUPFFER CELL"
"ABNORMALITY OF BLOOD AND BLOOD FORMING TISSUES","10","7.04448803180931e-05","0.100023027474953","2.48","cat, hyou1, mdh2, msh6, ndufs8a, plat, stat3, stxbp2, tbxas1, tp53","DAMAGING RED BLOOD CELLS; HEMOLYSIS"
"GO:0045333","6","7.3386748175078e-05","0.168425329590366","8.33","C24H11orf65, cat, cox6c, cyp1a, mdh2, ndufs8a","INCREASE OXIDATIVE METABOLISM"
"GO:0003707","3","7.368779644754e-05","0.0729702582943537","9.38","rxraa, rxrgb, thrb","REDUCED MATURATION INDUCING STEROID RECEPTOR SIGNALLING OOCYTE"
"NUCLEAR RECEPTORS","3","7.368779644754e-05","0.0729702582943537","5.77","rxraa, rxrgb, thrb","ACTIVATION HEPATIC NUCLEAR RECEPTORS"
"GO:0030154","4","7.81906787697118e-05","0.0465041269224552","6.15","onecut1, rxraa, rxrgb, thrb","DIFFERENTIATION OF MYOFIBROBLAST"
"GO:0019932","5","7.82667159352375e-05","0.104374782755084","8.2","adora2aa, adora2b, agtr2, avpr1a, ppp2ca","INCREASED SECOND MESSENGER PRODUCTION"
"GO:0060080","2","7.92858463111899e-05","0.0385509412491108","40","adora2aa, glra1","INCREASED INHIBITORY POSTSYNAPTIC POTENTIAL"
"ABNORMAL RESPIRATORY SYSTEM MORPHOLOGY","8","7.93783782231074e-05","0.114553308671856","5.44","cat, ccnf, gata4, mif, msh6, stat3, stxbp2, tp53","INCREASED RESPIRATORY DISTRESS/ARREST"
"HEART DEVELOPMENT","4","8.14290109962421e-05","0.34685813889967","3.17","agtr2, erbb2, gata4, tp53","ALTERED LARVAL DEVELOPMENT; IMPAIRED DEVELOPMENT"
"GO:0001775","15","8.64783764062643e-05","0.0542986346617914","7.65","adora2aa, adora2b, cat, cfd, erbb2, hspd1, igf2a, impdh2, mif, msh6, onecut1, ptpn6, stat3, stxbp2, tp53","ACTIVATION DENDRITIC CELLS"
"RESPONSE TO ESTRADIOL","3","8.6905972292509e-05","0.319804902481973","10","cat, cyp1a, stat3","REDUCTION PLASMA 17BETA-ESTRADIOL CONCENTRATIONS"
"GO:0008283","2","8.80558599441497e-05","0.151811753585175","22.22","mif, stat3","PROLIFERATION CELL PROLIFERATION IN THE ABSENCE OF CYTOTOXICITY; ACTIVATION/PROLIFERATION T-CELLS; ALTERATIONS CELLULAR PROLIFERATION / HYPERPLASIA; INCREASE PROLIFERATION LEYDIG CELL; INCREASE MITOGENIC CELL PROLIFERATION HEPATOCYTES; INCREASE HYPERTROPHY AND PROLIFERATION FOLLICULAR CELL; INCREASE REGENERATIVE CELL PROLIFERATION CORNEAL CELLS; INCREASE REGENERATIVE CELL PROLIFERATION FORESTOMACH EPITHELIAL CELLS; INCREASE REGENERATIVE CELL PROLIFERATION HEPATOCYTES; INCREASE REGENERATIVE CELL PROLIFERATION UROTHELIAL CELLS; INCREASE CELL PROLIFERATION; INCREASE PROLIFERATION OF GOBLET CELLS; INCREASED HYPERTROPHY AND PROLIFERATION FOLLICULAR CELL; PROLIFERATION/CLONAL EXPANSION SMOOTH MUSCLE; INCREASED CELLULAR PROLIFERATION / HYPERPLASIA OF ACINAR CELLS; PROLIFERATION/CLONAL EXPANSION ABERRANT BASAL CELLS; INCREASED CELL PROLIFERATION MESOTHELIUM; INCREASE CELL PROLIFERATION EPITHELIAL CELLS"
"GO:0007588","4","8.83365728547664e-05","0.146781529385373","28.57","adora2aa, adora2b, agtr2, avpr1a","INCREASE BILIARY EXCRETION TH GLUCURONIDE"
"ABNORMAL SOCIAL BEHAVIOR","3","8.96052517470145e-05","0.0854525249676136","11.54","gria3b, ndufs8a, uchl1","ABNORMAL FORAGING ACTIVITY AND BEHAVIOR"
"GO:1903409","5","9.02398680523943e-05","0.127310386781013","20","agtr2, cyp1a, cyp1b1, slc18a2, stat3","INCREASE ROS PRODUCTION; PRODUCTION REACTIVE OXYGEN SPECIES"
"GO:0006629","13","9.19351128377002e-05","0.0576745475180424","6.31","aldh1a3, avpr1a, cat, cyp1a, cyp1b1, igfbp7, lias, mif, per2, ppp2ca, ptges, rxraa, tbxas1","ALTERATION LIPID METABOLISM"
"GO:0048856","2","9.41713155797709e-05","0.0833079688033176","16.67","rxraa, rxrgb","ALTERED NEUROANATOMY"
"ELECTRON TRANSPORT CHAIN","4","9.74216461075803e-05","0.218017724841933","5.88","C24H11orf65, cox6c, cyp1a, ndufs8a","DISRUPTION MITOCHONDRIAL ELECTRON TRANSPORT CHAIN"
"GO:0046903","18","0.000101189042158422","0.0459250930468386","7.79","adora2aa, adora2b, agtr2, avpr1a, cat, cfd, dnajc1, gad2, igf2a, impdh2, lin7a, mif, per2, ppat, ptpn6, slc18a2, stxbp2, tcf7l2","SUPPRESSION VLDL SECRETION; INCREASE MUCIN PRODUCTION; INCREASED SECRETION OF LOCAL GROWTH FACTORS"
"GO:0005102","18","0.000108899703075591","0.0399940450545935","8.65","adora2aa, agtr2, avpr1a, cat, erbb2, igf2a, mif, ntf3, plat, ppp2ca, rxraa, stat3, tbp, tcf7l2, tp53, tradd, uba3, uchl1","DECREASED TESTOSTERONE BINDING TO ANDROGEN RECEPTOR HYPOTHALAMUS"
"GO:0019904","7","0.000110913765545471","0.147953723401839","5.69","lin7a, ptpn6, rxraa, tcf7l2, tp53, tradd, u2af2b","N/A INTERFERENCES WITH SH-/SELEN-PROTEINS"
"HYPERACTIVITY","4","0.000114977552522463","0.153895837446142","8","agtr2, gata4, msh6, thrb","INDUCTION ATAXIA PARALYSIS OR HYPERACTIVITY; INCREASED ATAXIA PARALYSIS OR HYPERACTIVITY; N/A ATAXIA PARALYSIS OR HYPERACTIVITY"
"GO:0009790","10","0.000120485040268866","0.0908708738359239","5.92","aldh1a3, gata4, hoxb2a, hoxb3a, igf2a, lhx2b, lias, nek2, rxraa, tp53","DEFECT OF EMBRYOGENESIS"
"GO:0005216","3","0.000121051083279555","0.183893548919438","12.5","glra1, glra4a, gria3b","IMPAIRED ION CHANNELS"
"GO:0046983","12","0.000131222472856419","0.0704647406233115","6.09","adora2aa, aldh1a3, cat, erbb2, gad2, gstm, nfs1, ppp2ca, rxraa, stat3, tp53, uba3","DIMERIZATION AHR/ARNT; REDUCED DIMERIZATION ARNT/HIF1-ALPHA"
"POSITIVE REGULATION OF GENE EXPRESSION","10","0.000131641106235213","0.0918517416261321","5.52","cyp1b1, erbb2, gata4, hspd1, mif, polr1e, polr3d, stat3, tbp, tp53","ALTERED GENE EXPRESSION"
"GO:0009611","8","0.000139781404610245","0.143141159466017","7.14","adora2aa, cyp1a, erbb2, gap43, gata4, plat, ptpn6, tp53","ACCUMULATION DAMAGED MITOCHONDRIAL DNA"
"OXIDATIVE STRESS","3","0.000148284134050114","0.370501389237724","12.5","cat, cyp1a, sod2","PROPAGATION OXIDATIVE STRESS; N/A OXIDATIVE STRESS; INCREASE OXIDATIVE STRESS / ACTIVATION PMK-1 P38 MAPK; INCREASED OXIDATIVE STRESS; INCREASE OXIDATIVE STRESS / ACTIVATION PMK-1 P38 MAPK; INCREASE ENERGETIC DEMANDS AND THEREFORE METABOLIC STRESS; INCREASED ENERGETIC DEMANDS AND THEREFORE METABOLIC STRESS"
"GO:0005488","63","0.000151039307302301","0.0117666325164866","5.86","anapc11, avpr1a, cat, cpsf6, csnk1e, ctgfb, cyp1a, cyp1b1, cyp2p10, dnajc1, erbb2, foxo1b, fzd7a, gad2, gap43, gata4, glra1, glra4a, hif1aa, hoxb2a, hoxb3a, hspd1, hyou1, igf2a, igfbp7, impdh2, lhx2b, lias, lin7a, mmp11b, mmp17a, mmp28, msh6, ndufs8a, nek2, nfia, nfs1, ntf3, onecut1, pak4, per2, polr1e, polr3d, ppat, raf1a, rxraa, rxrgb, sf3b5, sfrp1b, sod2, stat3, stxbp2, ta, tbp, tbxas1, tcf7l2, tfap2d, thrb, tp53, tradd, u2af2b, uba3, ubr7","INCREASED BINDING OF CHEMICALS TO 2U SERUM"
"GO:0030545","4","0.000151859755865232","0.103532541235221","6.78","agtr2, igf2a, mif, ntf3","DESENSITIZATION NICOTINIC ACETYLCHOLINE RECEPTOR"
"GO:0004872","16","0.000157192099672301","0.0321048374029111","6.69","adora2aa, adora2ab, adora2b, agtr2, avpr1a, erbb2, fzd7a, glra1, glra4a, gria3b, igf2a, ntf3, opn4b, rxraa, rxrgb, thrb","ACTIVATION PXR/SXR"
"GO:0006954","8","0.000169297886192237","0.0500338339149119","6.84","adora2aa, adora2b, agtr2, lias, mif, ptges, stat3, tradd","INCREASE INFLAMMATION; INCREASE INFLAMMATION CORNEAL CELLS; INFILTRATION INFLAMMATORY CELLS; INCREASED INFLAMMATION; CHRONIC COUGH RESPIRATORY IRRITABILITY"
"ABNORMALITY OF THE BLADDER","4","0.000172882361252198","0.164578791046555","7.69","agtr2, hspd1, nfia, tbp","REDUCED POSTERIOR SWIM BLADDER INFLATION; REDUCED ANTERIOR SWIM BLADDER INFLATION; INCREASE URINARY BLADDER CALCULI"
"REGULATION OF CELL DEATH","18","0.000174676505187689","0.0418595824828274","6.72","adora2aa, agtr2, aldh1a3, cat, cyp1b1, foxo1b, gata4, hspd1, hyou1, mif, ntf3, pak4, ptpn6, sod2, tcf7l2, tfap2d, tp53, tradd","N/A CELL INJURY/DEATH"
"LOCOMOTORY BEHAVIOR","4","0.000188120929489152","0.110648811786977","6.45","adora2aa, aldh1a3, glra1, slc18a2","REDUCED SWIMMING SPEED; REDUCED SWIMMING PERFORMANCE"
"GO:0005254","2","0.000190199801570674","0.307261695648557","22.22","glra1, glra4a","ACTIVATION GLUTAMATE-GATED CHLORIDE CHANNEL; ACTIVATION GLUTAMATE-GATED CHLORIDE CHANNELS"
"GO:1902476","2","0.000190199801570674","0.307261695648557","33.33","glra1, glra4a","INCREASED CHLORIDE CONDUCTANCE"
"GO:0048870","14","0.000195421068334015","0.0583236287570534","7","agtr2, cyp1b1, erbb2, mif, mmp28, ntf3, onecut1, pak4, plat, ptpn6, sod2, stat3, tp53, tradd","INCREASED MOTILITY"
"GO:0050673","3","0.000203148304875261","0.146333356470104","3.66","erbb2, stat3, tcf7l2","INCREASE REGENERATIVE CELL PROLIFERATION TUBULAR EPITHELIAL CELLS; INCREASE REGENERATIVE CELL PROLIFERATION TERMINAL BRONCHIOLAR EPITHELIAL CELLS"
"GO:0001816","9","0.000206985789862224","0.0596348935574877","7.5","adora2b, agtr2, cyp1b1, gata4, hspd1, mif, polr3d, ptpn6, stat3","NON-NEURONAL PRODUCTION OF TNF EPITHELIAL IRRITATION; PRODUCTION OF NERVE GROWTH FACTOR  EPITHELIAL IRRITATION; NON-NEURONAL PRODUCTION OF IL-8/CXCL1 EPITHELIAL IRRITATION"
"GO:0042060","7","0.000211347715073315","0.158371228559263","7.95","adora2aa, erbb2, gap43, gata4, plat, ptpn6, tp53","FAILURE IN VASCULAR REPAIR MECHANISMS UNRESOLVED BLOOD LOSS HEMORRHAGE"
"GO:0040011","17","0.000212114905177198","0.0446243794160859","7.49","adora2aa, agtr2, cyp1b1, erbb2, gap43, lhx2b, mif, mmp28, ntf3, onecut1, pak4, plat, ptpn6, sod2, stat3, tp53, tradd","INCREASED LOCOMOTION; INCREASED MUSCULAR WAVES IN FOOT; DECREASED LOCOMOTION"
"GO:0042311","4","0.000225138350844408","0.119769242881614","26.67","adora2aa, adora2b, agtr2, sod2","IMPAIRED VASODILATION"
"ABNORMAL NASAL MORPHOLOGY","6","0.000230713230211189","0.0852073145886248","3.87","agtr2, gata4, hyou1, nek2, nfia, stat3","INCREASE SITE OF CONTACT NASAL TUMORS"
"GO:0001909","2","0.000252263394068062","0.362007359053628","33.33","ptpn6, stxbp2","INCREASE CYTOTOXICITY"
"GO:0016055","4","0.000255062124242107","0.122579009507718","17.39","fzd7a, sfrp1b, ta, tcf7l2","ALTERATION WNT PATHWAY"
"GO:0099536","10","0.000256704003186794","0.0461475416544405","9.01","adora2aa, adora2b, gad2, glra1, gria3b, lin7a, ntf3, plat, slc18a2, stat3","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN; DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN"
"GO:0045444","3","0.000279712959474201","0.142489691701932","7.32","foxo1b, per2, tcf7l2","INCREASED ADIPOGENESIS"
"GO:0072358","9","0.000291866752223637","0.0551309091221157","8.11","cyp1b1, erbb2, foxo1b, gata4, hoxb3a, pak4, sod2, stat3, tcf7l2","ALTERED CARDIOVASCULAR DEVELOPMENT/FUNCTION"
"GO:0006936","3","0.000310997951536762","0.193520635364135","5.45","adora2b, gata4, glra1","REDUCTION ABDOMINAL MUSCLE CONTRACTION; OVERACTIVATION MUSCLE CONTRACTION"
"GO:0030163","6","0.000321805069223649","0.0667579390377218","3.92","anapc11, ccnf, csnk1e, foxo1b, psmd5, uchl1","INCREASED CATABOLISM OF MUSCLE PROTEIN"
"REGULATION OF WNT SIGNALING PATHWAY","3","0.000358111767460583","0.171574871731691","3.8","csnk1e, psmd5, tcf7l2","INHIBITION WNT PATHWAY"
"GO:0007269","5","0.000371148149901179","0.0733409161954163","20","adora2aa, adora2b, gad2, lin7a, slc18a2","OVERACTIVATION NEURONOTRANSMITTER RELEASE"
"RESPONSE TO REACTIVE OXYGEN SPECIES","4","0.000415713277965838","0.0676724331656678","7.14","cat, cyp1b1, foxo1b, sod2","INCREASED REACTIVE OXYGEN SPECIES"
"GO:0016310","5","0.00047648488848793","0.110457977575886","4","csnk1e, erbb2, nek2, pak4, raf1a","ACTIVATION SP1"
"CTOME FOXO MEDIATED TRANSCRIPTION","3","0.000554590508895538","0.0420203663626219","10.71","cat, foxo1b, sod2","ACTIVATION FOXO"
"GO:0004364","2","0.000631080176938142","0.129145327534738","40","gstm, ptges","DOWN REGULATION GSS AND GSTS GENE"
"GO:0016209","2","0.000649136271059003","0.0305836515910722","18.18","cat, sod2","OXIDATION GLUTATHIONE"
