"","Num","POD","SD","%","Genes","KE"
"GO:0001816","9","0.0580345515941416","0.279023288850826","7.5","caspa, ctnnb1, hspd1, mre11a, nfkb2, polr3f, raraa, src, tgfb3","NON-NEURONAL PRODUCTION OF TNF EPITHELIAL IRRITATION; PRODUCTION OF NERVE GROWTH FACTOR  EPITHELIAL IRRITATION; NON-NEURONAL PRODUCTION OF IL-8/CXCL1 EPITHELIAL IRRITATION"
"ABNORMALITY OF THE OVARY","4","0.062474387784879","0.546229405439904","7.02","ctnnb1, hars, mre11a, pax6b","REDUCED PROSTAGLANDINS OVARY"
"GO:0001775","15","0.0747790012481444","0.170108162920326","7.65","cfd, ctnnb1, dusp3a, erbb2, fynb, hspd1, impdh1b, nfkb2, nme2b.2, pgam1a, raraa, src, stxbp2, whsc1, wnt1","ACTIVATION DENDRITIC CELLS"
"SOMATIC MUTATION","5","0.0821196512129677","0.57062735922416","5.95","ctnnb1, erbb2, pax6b, raraa, src","INCREASED INDUCED MUTATIONS IN CRITICAL GENES; INCREASE MUTATIONS; INCREASE MUTATIONS IN CRITICAL GENES"
"GO:0046903","17","0.0917560440806865","0.133785119851816","7.36","acvr2b, arntl1a, cacna1ba, caspa, cfd, cops5, dnm1l, ednrba, foxa2, impdh1b, nme2b.2, pgam1a, preb, src, stxbp2, tgfb3, vegfc","SUPPRESSION VLDL SECRETION; INCREASE MUCIN PRODUCTION; INCREASED SECRETION OF LOCAL GROWTH FACTORS"
"STEROID HORMONE MEDIATED SIGNALING PATHWAY","3","0.096791238259325","0.929143361051884","2.94","rxrba, src, taf7","DECREASE STEROIDOGENIC ACUTE REGULATORY PROTEIN STAR; DECREASED HSD17B10 EXPRESSION; REDUCED MATURATION INDUCING STEROID PLASMA"
"GO:0003714","3","0.100783071444912","0.995661073185594","15","atf5b, e2f7, raraa","STABILIZATION PPAR ALPHA CO-REPRESSOR"
"GO:0099536","7","0.103515876354294","0.3129377744325","6.31","cacna1ba, ctnnb1, dnm1l, fynb, ntf3, raraa, src","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN; DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN"
"GO:0009611","9","0.109715283061547","0.275025137068663","8.04","erbb2, foxa2, fynb, gap43, gli1, pax6b, src, tgfb3, wnt1","ACCUMULATION DAMAGED MITOCHONDRIAL DNA"
"GO:0004882","4","0.116878009402678","0.607083001625417","11.43","ctnnb1, ncoa2, raf1a, src","N/A ANDROGEN RECEPTOR ANTAGONISM; AGONISM ANDROGEN RECEPTOR; DECREASED ANDROGEN RECEPTOR ACTIVITY; ACTIVATION ANDROGEN RECEPTOR"
"GO:0019904","12","0.1221090877322","0.190443770650754","9.76","caspa, ctnnb1, dnm1l, foxa2, foxa3, fynb, hnrnpa1b, ncoa2, pax6b, raraa, src, wnt1","N/A INTERFERENCES WITH SH-/SELEN-PROTEINS"
"GO:0007568","5","0.130807793352484","0.449649454907512","5.81","arntl1a, ednrba, nfkb2, tgfb3, wnt1","ACCELERATED AGING"
"ABNORMALITY OF THE MITOCHONDRION","4","0.13110012198376","0.476828346860525","3.17","cpt2, dnm1l, dnmt1, fdxr","INJURY MITOCHONDRIA; DAMAGING MITOCHONDRIA; N/A MITOCHONDRIAL DYSFUNCTION 1"
"GO:0048870","14","0.134497559744366","0.16309419275834","7","ctnnb1, dusp3a, ednrba, erbb2, fynb, ikbkap, ntf3, pak4, pax6b, pgam1a, prpf40a, src, tbx20, vegfc","INCREASED MOTILITY"
"GO:0045444","4","0.176178384163978","0.621636620766953","9.76","arntl1a, atf5b, tph1b, wnt1","INCREASED ADIPOGENESIS"
"GO:0006281","7","0.182471754233116","0.389587157511221","8.24","cops5, mcm4, mre11a, pold1, rbx1, usp1, whsc1","N/A INSUFFICIENT OR INCORRECT DNA REPAIR; INCREASED INSUFFICIENT REPAIR OR MIS-REPAIR OF PRO-MUTAGENIC DNA ADDUCTS; OVERWHELMED MITOCHONDRIAL DNA REPAIR MECHANISMS; INCREASED DNA DAMAGE-REPAIR"
"DECREASED BODY WEIGHT","13","0.182914328951777","0.16035040921742","5.75","aldh18a1, bmp1a, cacna1ba, cenpe, dnm1l, ednrba, fdxr, gli1, nfkb2, raraa, snrpb, tgfb3, whsc1","DECREASED BODY WEIGHT"
"UPPER MOTOR NEURON DYSFUNCTION","16","0.184466271828895","0.120953336083814","3.38","aldh18a1, cacna1ba, ctnnb1, dnm1l, dnmt1, ednrba, fdxr, hnrnpa1b, hspd1, impdh1b, mre11a, nars, nup133, otx2, pax6b, rnaseh1","DECREASE HISTAMINERGIC NEURON EXCITATION; OCCURRENCE CYTOPLASMIC VACUOLIZATION BILE DUCT CELL; OCCURRENCE CYTOPLASMIC VACUOLIZATION KUPFFER CELL"
"GO:0030163","9","0.216047053302989","0.229197403588849","5.88","arntl1a, ctnnb1, fynb, lypla2, rbx1, sf3b3, usp1, vldlr, wnt1","INCREASED CATABOLISM OF MUSCLE PROTEIN"
"GO:0005515","6","0.233370048608343","0.332416275557367","12.77","arntl1a, arntl2, bmp1a, ctnnb1, e2f7, gli1","BINDING SH-/SELEN-PROTEINS; COVALENT BINDING PROTEIN"
"GO:0030154","7","0.236416077704252","0.333550333713207","10.77","foxa2, foxa3, fynb, raraa, rxrba, src, wnt1","DIFFERENTIATION OF MYOFIBROBLAST"
"GO:0042060","6","0.238700252179566","0.437517131816744","6.82","erbb2, foxa2, fynb, gap43, src, tgfb3","FAILURE IN VASCULAR REPAIR MECHANISMS UNRESOLVED BLOOD LOSS HEMORRHAGE"
"GO:0006839","3","0.256293826071794","0.774231553857131","6.52","cpt2, hspd1, nmt1a","REDUCTION CHOLESTEROL TRANSPORT IN MITOCHONDRIA"
"GO:0040011","18","0.277273786594109","0.116608784220252","7.93","ctnnb1, dusp3a, ednrba, erbb2, fynb, gap43, ikbkap, lypla2, ntf3, otx2, pak4, pax6b, pgam1a, prpf40a, src, tbx20, vegfc, vldlr","INCREASED LOCOMOTION; INCREASED MUSCULAR WAVES IN FOOT; DECREASED LOCOMOTION"
"G TGF BETA SIGNALING PATHWAY","4","0.293918212699015","0.688207235742422","5.88","acvr2b, rbx1, smad1, tgfb3","ACTIVATION TGF-BETA PATHWAY; UP REGULATION TGFBETA1 EXPRESSION"
"ABNORMALITY OF ADRENAL PHYSIOLOGY","4","0.379609727335344","0.675483311937557","4.35","ctnnb1, mcm4, nfkb2, snrpb","INCREASE RENAL PATHOLOGY DUE TO VTG DEPOSITION; DECREASED RENAL ABILITY TO DILUTE URINE; OCCURRENCE KIDNEY TOXICITY; INCREASED KIDNEY FAILURE"
"GO:0000003","16","0.393579281813427","0.108764828961219","7.88","arntl1a, ctnnb1, e2f7, ednrba, foxa3, gli1, hsd17b2, mre11a, nek2, pgam1a, ppp2ca, raraa, rpl39, src, tgfb3, zw10","REDUCED REPRODUCTIVE SUCCESS; REPRODUCTIVE FAILURE"
"BREAST CANCER PATHWAY","5","0.396744505356823","0.462860601794057","4.39","ctnnb1, erbb2, mre11a, nfkb2, wnt1","N/A BREAST CANCER"
"GO:0005488","75","0.396931230780348","0.0271886043157889","6.97","acvr2b, ahr2, aldh18a1, arntl1a, arntl2, arpc5a, atf5b, bmp1a, caspa, cenpe, cops5, cox17, cpsf2, ctnnb1, dnm1l, dnmt1, e2f7, erbb2, exosc7, foxa2, foxa3, fynb, gap43, gli1, hars, hnrnpa1b, hoxb5b, hoxc5a, hspd1, ikbkap, impdh1b, lsm1, mcm4, mre11a, mybl2b, nars, ncoa2, nek2, nfkb2, nhp2, nme2b.2, ntf3, orc5, otx2, pak4, pax6a, pax6b, pola2, pold1, polr1e, preb, prpf40a, ptpn4b, raf1a, raraa, rbx1, rnaseh1, rorab, rxrba, sf3b3, smad1, snrpb, snrpc, src, stk25b, stxbp2, tbl3, tbx20, tgfb3, tph1b, ube2d1a, vegfc, vldlr, whsc1, wnt1","INCREASED BINDING OF CHEMICALS TO 2U SERUM"
"ABNORMAL LUNG MORPHOLOGY","15","0.417302265943793","0.145260920984766","11.72","aldh18a1, cacna1ba, ednrba, gli1, ikbkap, mcm4, nfkb2, nhp2, pax6b, raraa, snrpb, stxbp2, tbx20, tgfb3, whsc1","INCREASE ADENOMAS/CARCINOMAS BRONCHIOLOALVEOLAR"
"ABNORMALITY OF BLOOD AND BLOOD FORMING TISSUES","11","0.452401673771139","0.199628335853991","2.72","cpt2, ctnnb1, dnm1l, gli1, mcm4, nfkb2, nhp2, raraa, src, stxbp2, tgfb3","DAMAGING RED BLOOD CELLS; HEMOLYSIS"
"GO:0046983","14","0.458190593047353","0.135550617348599","7.11","arntl1a, arntl2, clns1a, dnm1l, erbb2, hars, ncoa2, pola2, ppp2ca, raraa, snrpc, stk25b, taf7, tgfb3","DIMERIZATION AHR/ARNT; REDUCED DIMERIZATION ARNT/HIF1-ALPHA"
"GO:0044703","9","0.465358778583932","0.202586417797517","7.76","arntl1a, ctnnb1, ednrba, foxa3, gli1, raraa, rpl39, src, tgfb3","N/A REPRODUCTIVE FAILURE"
"GO:0006629","10","0.544911057345325","0.193726213374523","4.85","cpt2, fdxr, hadhab, hsd17b2, lypla2, ncoa2, pgp, ppp2ca, src, vldlr","ALTERATION LIPID METABOLISM"
"ABNORMAL RESPIRATORY SYSTEM MORPHOLOGY","17","0.564112769407039","0.121851010918691","11.56","aldh18a1, cacna1ba, ednrba, gli1, hnrnpa1b, ikbkap, mcm4, nfkb2, nhp2, otx2, pax6b, raraa, snrpb, stxbp2, tbx20, tgfb3, whsc1","INCREASED RESPIRATORY DISTRESS/ARREST"
"ABNORMALITY OF THE PITUITARY GLAND","5","0.593003870239319","0.473461305598547","10.42","ctnnb1, foxa2, nfkb2, otx2, snrpb","INCREASED ADENOMAS PITUITARY"
"GO:0005102","16","0.672812070898244","0.104016771486965","7.69","arntl1a, bmp1a, ctnnb1, dusp3a, ednrba, erbb2, fynb, ncoa2, ntf3, ppp2ca, raraa, src, taf7, tgfb3, vegfc, wnt1","DECREASED TESTOSTERONE BINDING TO ANDROGEN RECEPTOR HYPOTHALAMUS"
"GO:0007051","3","0.889306839582064","0.417570184921455","11.11","cenpe, mybl2b, nek2","DISORGANIZATION SPINDLE"
"GO:0072358","10","1.36120048282673","0.160509196777731","9.01","acvr2b, ctnnb1, dnmt1, e2f7, erbb2, pak4, pax6b, smad1, tbx20, vegfc","ALTERED CARDIOVASCULAR DEVELOPMENT/FUNCTION"
"GO:0009790","20","1.77036020713707","0.0624770335350923","11.83","acvr2b, cpt2, ctnnb1, dnmt1, e2f7, foxa2, gli1, hoxc5a, hsd17b2, nek2, nmt1a, nup133, otx2, pax6b, raraa, smad1, tbx20, tgfb3, vegfc, wnt1","DEFECT OF EMBRYOGENESIS"
"GO:0004872","12","2.1257879011842","0.0642949639136086","5.02","acvr2b, ednrba, erbb2, gabbr1b, ntf3, paqr3a, raraa, rorab, rxrba, tgfb3, vegfc, wnt1","ACTIVATION PXR/SXR"
"GO:0007059","5","2.25246032598623","0.130626900074761","11.36","cenpe, ctnnb1, mre11a, nek2, zw10","INCREASED CHROMOSOME MISSEGGREGATION"
"ABNORMALITY OF REPRODUCTIVE SYSTEM PHYSIOLOGY","11","2.37499855339386","0.0835467247107726","10.68","ctnnb1, dnm1l, foxa2, hars, impdh1b, mre11a, nek2, otx2, pold1, raraa, snrpb","N/A IMPAIRMENT OF REPRODUCTIVE CAPACITY"
"ABNORMALITY OF THE LIVER","9","2.76098166591224","0.205412388971797","1.2","cpt2, ctnnb1, hnrnpa1b, mcm4, nfkb2, nhp2, pold1, stxbp2, whsc1","INCREASED INDUCTION OF UDPGT'S IN LIVER; INCREASED LIVER STEATOSIS; INCREASED LIVER STEATOSIS; N/A HEPATOTOXICITY HEPATOPATHY INCLUDING A CONSTELLATION OF OBSERVABLE EFFECTS; INDUCTION SUSTAINED HEPATOTOXICITY"
"GO:0008213","2","3.08350926919573","0.464904577527356","28.57","dnmt1, whsc1","ALKYLATION PROTEIN"
"GO:0030545","5","3.16782022447763","0.125071305684375","8.47","bmp1a, ntf3, tgfb3, vegfc, wnt1","DESENSITIZATION NICOTINIC ACETYLCHOLINE RECEPTOR"
"ABNORMALITY OF THE ABDOMINAL ORGANS","13","3.31524269067103","0.119218241930077","7.69","acvr2b, cpt2, ctnnb1, hnrnpa1b, ikbkap, mcm4, mre11a, nfkb2, nhp2, pold1, raraa, stxbp2, whsc1","IMPAIRED DEVELOPMENT OF REPRODUCTIVE ORGANS"
"ABNORMAL RENAL TUBULE MORPHOLOGY","2","3.38087021921648","0.431318722962089","22.22","cpt2, nup133","OCCURRENCE CYSTIC DILATATION RENAL TUBULE; OCCURRENCE CYTOPLASMIC VACUOLIZATION RENAL TUBULE"
"GLOMERULAR SCLEROSIS","2","3.660859285984","0.455752469779207","14.29","ikbkap, nup133","DECREASED GLOMERULAR FILTRATION"
"SMOOTH MUSCLE CELL PROLIFERATION","3","3.90179244524728","0.22066712436625","11.54","ctnnb1, dnmt1, tgfb3","HYPERTROPHY/HYPERPLASIA SMOOTH MUSCLE"
"HEART DEVELOPMENT","9","4.09518135191271","0.102155122862751","7.14","ctnnb1, erbb2, foxa2, gli1, raraa, smad1, tbx20, vegfc, whsc1","ALTERED LARVAL DEVELOPMENT; IMPAIRED DEVELOPMENT"
"PEPTIDYL LYSINE MODIFICATION","6","4.29766813165859","0.101638773757231","8.45","ctnnb1, dnmt1, nup133, pwp1, taf7, whsc1","N/A COVALENT BINDING TO PROTEIN POSSIBLY LYSINE RESIDUE"
"ABNORMAL NASAL MORPHOLOGY","10","4.32843643859302","0.0876539693885474","6.45","cenpe, cpt2, ctnnb1, ednrba, impdh1b, nek2, otx2, raraa, snrpb, whsc1","INCREASE SITE OF CONTACT NASAL TUMORS"
"GO:0009653","2","4.4100495831479","0.30198389743796","40","foxa2, foxa3","INCREASED DEVELOPMENTAL DEFECTS"
"DECREASED FERTILITY","3","6.3915226019184","0.0836879497992727","3.95","foxa2, otx2, snrpb","IMPAIRED FERTILITY; DECREASED SPERM QUANTITY OR QUALITY IN THE ADULT DECREASED FERTILITY; REDUCTION CUMULATIVE FECUNDITY AND SPAWNING; DECREASED SPERM QUANTITY OR QUALITY IN THE ADULT DECREASED FERTILITY; DECREASED SPERM QUANTITY OR QUALITY IN THE ADULT DECREASED FERTILITY; DECREASED TESTOSTERONE"
"GO:0036475","2","7.08772074360166","0.0333405306162982","40","ctnnb1, wnt1","N/A NEURONAL DYSFUNCTION"
"INCREASED SUSCEPTIBILITY TO FRACTURES","5","7.29427659699042","0.0418685007265381","14.29","ctnnb1, hnrnpa1b, ikbkap, nhp2, wnt1","INCREASED DISEASE SUSCEPTIBILITY"
"ABNORMAL PROLACTIN LEVEL","2","8.35771536352295","0.10565986871078","25","foxa2, otx2","DECREASED PROLACTIN"
"ANTERIOR PITUITARY AGENESIS","2","8.35771536352295","0.10565986871078","40","foxa2, otx2","INCREASED SECRETION OF LH FROM ANTERIOR PITUITARY"
"GO:0005125","3","8.90797881008121","0.0428760958272112","12","bmp1a, tgfb3, wnt1","ACTIVATION INFLAMMATORY CYTOKINES CHEMOKINES CYTOPROTECTIVE GENE PATHWAYS"
"ABNORMAL FORM OF THE VERTEBRAL BODIES","3","9.63305988552215","0.057420517248674","9.09","bmp1a, whsc1, wnt1","CLONAL EXPANSION/CELL PROLIFERATION TO FORM ALTERED HEPATIC FOCI AHF"
"LIPID ACCUMULATION IN HEPATOCYTES","3","10.5418129419535","0.0963719729720858","9.38","cpt2, hnrnpa1b, pold1","INCREASE PRENEOPLASTIC FOCI HEPATOCYTES"
"ABNORMAL LIVER MORPHOLOGY","7","10.9368099736383","0.0381510350945319","5.88","cpt2, ctnnb1, hnrnpa1b, mcm4, nhp2, pold1, stxbp2","INDUCTION LIVER “DYSFUNCTIONAL” CHANGES BY CGA 330050; INFLAMMATION LIVER; N/A LIVER FIBROSIS; INCREASE RBC CONGESTION IN LIVER; INCREASE LIVER AND SPLENIC HEMOSIDEROSIS; REDUCTION VITELLOGENIN SYNTHESIS IN LIVER; INCREASE VITELLOGENIN SYNTHESIS IN LIVER; FORMATION LIVER FIBROSIS; FORMATION LIVER TUMOR"
"TISSUE ISCHEMIA","3","11.9385553570343","0.0658300563912652","20","ctnnb1, tbx20, tgfb3","OCCURRENCE RENAL ISCHEMIA"
